Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
of,"[""'Of""]",[116204.0],['of'],[242332.0],6.365152901222816
brandweerman,"[""'brAnd"", 'wer', 'mAn']","[1043.0, 2433.0, 9903.0]","['br', 'ra', 'an', 'nd', 'dw', 'we', 'ee', 'er', 'rm', 'ma', 'an']","[191839.0, 2220035.0, 4143386.0, 2576478.0, 46501.0, 1965886.0, 944702.0, 6799370.0, 1049306.0, 957657.0, 4143386.0]",3.7018553013173934
at,,[],['at'],[996808.0],4.1835173910907315
muffe,,[],"['mu', 'uf', 'ff', 'fe']","[111230.0, 29321.0, 122042.0, 767992.0]",2.7357135685783605
toast,,[],"['to', 'oa', 'as', 'st']","[2236591.0, 24840.0, 504791.0, 2307098.0]",4.029444325500842
smaakte,,[],"['sm', 'ma', 'aa', 'ak', 'kt', 'te']","[89457.0, 957657.0, 2730922.0, 762048.0, 179298.0, 3522714.0]",3.2006003668810115
frank,"[""'frANk""]",[4578.0],"['fr', 'ra', 'an', 'nk']","[384202.0, 2220035.0, 4143386.0, 476574.0]",5.016272970394452
nerveus,"['nEr', ""'v|s""]","[3929.0, 1879.0]","['ne', 'er', 'rv', 've', 'eu', 'us']","[1475977.0, 6799370.0, 59129.0, 1767776.0, 135956.0, 727825.0]",4.628966599488101
ogende,,[],"['og', 'ge', 'en', 'nd', 'de']","[285914.0, 3692145.0, 8542439.0, 2576478.0, 2559661.0]",2.3968950120249795
patholoog,"['pA', 'to', ""'lox""]","[7190.0, 39525.0, 2228.0]","['pa', 'at', 'th', 'ho', 'ol', 'lo', 'oo', 'og']","[319786.0, 996808.0, 446916.0, 1237078.0, 2233880.0, 1188135.0, 3901750.0, 285914.0]",3.3048923335116673
hem,"[""'hEm""]",[161713.0],"['he', 'em']","[822995.0, 924741.0]",6.564249946399334
onderzocht,,[],"['on', 'nd', 'de', 'er', 'rz', 'zo', 'oc', 'ch', 'ht']","[2451854.0, 2576478.0, 2559661.0, 6799370.0, 85749.0, 40239.0, 270017.0, 1999086.0, 373636.0]",4.299984999016923
pas,"[""'pAs""]",[15997.0],"['pa', 'as']","[319786.0, 504791.0]",5.509256233321942
overleden,"['o', 'v@r', ""'le"", 'd@']","[33065.0, 457605.0, 117121.0, 515645.0]","['ov', 've', 'er', 'rl', 'le', 'ed', 'de', 'en']","[145547.0, 1767776.0, 6799370.0, 344538.0, 4397946.0, 636500.0, 2559661.0, 8542439.0]",4.617716032343171
tennisser,"[""'tE"", 'n@', 's@r']","[23330.0, 266696.0, 3615.0]","['te', 'en', 'nn', 'ni', 'is', 'ss', 'se', 'er']","[3522714.0, 8542439.0, 746302.0, 638298.0, 3439538.0, 1070262.0, 763112.0, 6799370.0]",2.4694456791735915
kende,,[],"['ke', 'en', 'nd', 'de']","[3143026.0, 8542439.0, 2576478.0, 2559661.0]",4.91421089739992
begrafenis,"['b@', ""'Gra"", 'f@', 'nIs']","[395542.0, 4240.0, 15068.0, 15439.0]","['be', 'eg', 'gr', 'ra', 'af', 'fe', 'en', 'ni', 'is']","[2443609.0, 1125580.0, 789301.0, 2220035.0, 472535.0, 767992.0, 8542439.0, 638298.0, 3439538.0]",4.543023047703217
kamp,"[""'kAmp""]",[1957.0],"['ka', 'am', 'mp']","[424843.0, 930317.0, 51276.0]",4.617003100065035
enkele,,[],"['en', 'nk', 'ke', 'el', 'le']","[8542439.0, 476574.0, 3143026.0, 4671207.0, 4397946.0]",5.055513389188867
begeleider,"['b@', 'G@', ""'lK"", 'd@r']","[395542.0, 450488.0, 17525.0, 256202.0]","['be', 'eg', 'ge', 'el', 'le', 'ei', 'id', 'de', 'er']","[2443609.0, 1125580.0, 3692145.0, 4671207.0, 4397946.0, 2483878.0, 469631.0, 2559661.0, 6799370.0]",3.372535666165535
redde,,[],"['re', 'ed', 'dd', 'de']","[1607974.0, 636500.0, 203262.0, 2559661.0]",4.178976556037056
droge,"[""'dro"", 'G@']","[4756.0, 450488.0]","['dr', 'ro', 'og', 'ge']","[486140.0, 1417238.0, 285914.0, 3692145.0]",3.918983412261165
beschuit,"['b@', ""'sxLt""]","[395542.0, 206.0]","['be', 'es', 'sc', 'ch', 'hu', 'ui', 'it']","[2443609.0, 1784615.0, 1079447.0, 1999086.0, 187605.0, 687028.0, 333345.0]",2.5859512482450286
verslikte,,[],"['ve', 'er', 'rs', 'sl', 'li', 'ik', 'kt', 'te']","[1767776.0, 6799370.0, 834594.0, 1064500.0, 3369152.0, 157922.0, 179298.0, 3522714.0]",2.1336535772503984
professor,"['pro', ""'fE"", 'sOr']","[43197.0, 3191.0, 3312.0]","['pr', 'ro', 'of', 'fe', 'es', 'ss', 'so', 'or']","[242781.0, 1417238.0, 242332.0, 767992.0, 1784615.0, 1070262.0, 369446.0, 2597583.0]",4.823849657278911
dertigste,"[""'dEr"", 't@x', 'st@']","[8243.0, 55061.0, 33054.0]","['de', 'er', 'rt', 'ti', 'ig', 'gs', 'st', 'te']","[2559661.0, 6799370.0, 1154116.0, 1353437.0, 960409.0, 1154969.0, 2307098.0, 3522714.0]",2.9237040509337495
domino,"[""'do"", 'mi', 'no']","[10692.0, 15330.0, 9680.0]","['do', 'om', 'mi', 'in', 'no']","[394555.0, 2473734.0, 342154.0, 2264626.0, 847517.0]",3.3239852754206898
speelde,,[],"['sp', 'pe', 'ee', 'el', 'ld', 'de']","[1518373.0, 1062538.0, 944702.0, 4671207.0, 840998.0, 2559661.0]",4.599779447668597
gewonnen,"['x@', ""'wO"", 'n@']","[587329.0, 3338.0, 266696.0]","['ge', 'ew', 'wo', 'on', 'nn', 'ne', 'en']","[3692145.0, 587000.0, 933919.0, 2451854.0, 746302.0, 1475977.0, 8542439.0]",4.85146272174846
versleten,"['v@r', ""'sle"", 't@']","[457605.0, 911.0, 603753.0]","['ve', 'er', 'rs', 'sl', 'le', 'et', 'te', 'en']","[1767776.0, 6799370.0, 834594.0, 1064500.0, 4397946.0, 1684914.0, 3522714.0, 8542439.0]",3.5623282028986045
toestel,"[""'tu"", 'stEl']","[45349.0, 3187.0]","['to', 'oe', 'es', 'st', 'te', 'el']","[2236591.0, 837795.0, 1784615.0, 2307098.0, 3522714.0, 4671207.0]",4.209808368667835
aardig,"[""'ar"", 'd@x']","[9483.0, 96671.0]","['aa', 'ar', 'rd', 'di', 'ig']","[2730922.0, 1754491.0, 823655.0, 1050254.0, 960409.0]",5.279523027340822
draait,,[],"['dr', 'ra', 'aa', 'ai', 'it']","[486140.0, 2220035.0, 2730922.0, 444826.0, 333345.0]",4.684493182316183
gekeurd,,[],"['ge', 'ek', 'ke', 'eu', 'ur', 'rd']","[3692145.0, 762098.0, 3143026.0, 135956.0, 346154.0, 823655.0]",2.802660358208974
rosa,,[],"['ro', 'os', 'sa']","[1417238.0, 588208.0, 319876.0]",3.7721428342050354
bruiloft,"[""'brL"", 'lOft']","[11953.0, 1593.0]","['br', 'ru', 'ui', 'il', 'lo', 'of', 'ft']","[191839.0, 1082518.0, 687028.0, 2591190.0, 1188135.0, 242332.0, 179822.0]",4.557445390268405
bedacht,"['b@', ""'dAxt""]","[395542.0, 2888.0]","['be', 'ed', 'da', 'ac', 'ch', 'ht']","[2443609.0, 636500.0, 1096946.0, 404620.0, 1999086.0, 373636.0]",4.617953416597184
vreugde,"[""'vr|G"", 'd@']","[635.0, 515645.0]","['vr', 're', 'eu', 'ug', 'gd', 'de']","[62231.0, 1607974.0, 135956.0, 117069.0, 109191.0, 2559661.0]",4.129288771847948
panda,"[""'pAn"", 'da']","[2723.0, 5407.0]","['pa', 'an', 'nd', 'da']","[319786.0, 4143386.0, 2576478.0, 1096946.0]",2.988970782446341
uitsterven,"[""'Lt"", 'stEr', 'v@']","[187852.0, 552.0, 267872.0]","['ui', 'it', 'ts', 'st', 'te', 'er', 'rv', 've', 'en']","[687028.0, 333345.0, 235160.0, 2307098.0, 3522714.0, 6799370.0, 59129.0, 1767776.0, 8542439.0]",3.2900007781103224
bedreigd,,[],"['be', 'ed', 'dr', 're', 'ei', 'ig', 'gd']","[2443609.0, 636500.0, 486140.0, 1607974.0, 2483878.0, 960409.0, 109191.0]",4.14011961949963
rekent,,[],"['re', 'ek', 'ke', 'en', 'nt']","[1607974.0, 762098.0, 3143026.0, 8542439.0, 1477178.0]",3.6410596358745284
u,"[""'y""]",[242540.0],[],[],6.736844878575765
bands,,[],"['ba', 'an', 'nd', 'ds']","[584273.0, 4143386.0, 2576478.0, 357110.0]",3.400825305653412
populair,"['po', 'py', ""'l)r""]","[26918.0, 6080.0, 978.0]","['po', 'op', 'pu', 'ul', 'la', 'ai', 'ir']","[490468.0, 976321.0, 45003.0, 1284792.0, 2444604.0, 444826.0, 2884214.0]",4.18544902280839
brengen,"[""'brE"", 'N@']","[11235.0, 89688.0]","['br', 're', 'en', 'ng', 'ge', 'en']","[191839.0, 1607974.0, 8542439.0, 2927082.0, 3692145.0, 8542439.0]",5.3938442605203605
enorme,,[],"['en', 'no', 'or', 'rm', 'me']","[8542439.0, 847517.0, 2597583.0, 1049306.0, 1659354.0]",4.64419858745701
tenten,,[],"['te', 'en', 'nt', 'te', 'en']","[3522714.0, 8542439.0, 1477178.0, 3522714.0, 8542439.0]",3.5808116085926174
gans,"[""'xAns""]",[257.0],"['ga', 'an', 'ns']","[446758.0, 4143386.0, 612425.0]",3.7671220328299846
andere,,[],"['an', 'nd', 'de', 'er', 're']","[4143386.0, 2576478.0, 2559661.0, 6799370.0, 1607974.0]",5.812733050554024
persoon,"['p@r', ""'son""]","[20167.0, 7352.0]","['pe', 'er', 'rs', 'so', 'oo', 'on']","[1062538.0, 6799370.0, 834594.0, 369446.0, 3901750.0, 2451854.0]",4.970083193864241
vasthield,,[],"['va', 'as', 'st', 'th', 'hi', 'ie', 'el', 'ld']","[313419.0, 504791.0, 2307098.0, 446916.0, 484018.0, 2076673.0, 4671207.0, 840998.0]",3.4162001672203663
begon,,[],"['be', 'eg', 'go', 'on']","[2443609.0, 1125580.0, 147343.0, 2451854.0]",5.0226749993456234
fladderen,"[""'flA"", 'd@', 'r@']","[106.0, 515645.0, 255397.0]","['fl', 'la', 'ad', 'dd', 'de', 'er', 're', 'en']","[90623.0, 2444604.0, 474501.0, 203262.0, 2559661.0, 6799370.0, 1607974.0, 8542439.0]",2.8179003247657106
ton,"[""'tOn""]",[1349.0],"['to', 'on']","[2236591.0, 2451854.0]",4.134376798869495
paradijs,"['pa', 'ra', ""'dKs""]","[25763.0, 16503.0, 662.0]","['pa', 'ar', 'ra', 'ad', 'di', 'ij', 'js']","[319786.0, 1754491.0, 2220035.0, 474501.0, 1050254.0, 1639122.0, 471745.0]",4.156219405149139
verborgen,"['v@r', ""'bOr"", 'G@']","[457605.0, 1972.0, 450488.0]","['ve', 'er', 'rb', 'bo', 'or', 'rg', 'ge', 'en']","[1767776.0, 6799370.0, 87286.0, 1606593.0, 2597583.0, 709881.0, 3692145.0, 8542439.0]",4.507484722324229
gemaakte,,[],"['ge', 'em', 'ma', 'aa', 'ak', 'kt', 'te']","[3692145.0, 924741.0, 957657.0, 2730922.0, 762048.0, 179298.0, 3522714.0]",3.253129418157196
salade,"['sa', ""'la"", 'd@']","[5885.0, 88492.0, 515645.0]","['sa', 'al', 'la', 'ad', 'de']","[319876.0, 2558689.0, 2444604.0, 474501.0, 2559661.0]",3.993991583821392
deze,"[""'de"", 'z@']","[109775.0, 133611.0]","['de', 'ez', 'ze']","[2559661.0, 100963.0, 1671440.0]",6.2310323752005825
bedorven,"['b@', ""'dOr"", 'v@']","[395542.0, 652.0, 267872.0]","['be', 'ed', 'do', 'or', 'rv', 've', 'en']","[2443609.0, 636500.0, 394555.0, 2597583.0, 59129.0, 1767776.0, 8542439.0]",3.5833890314804284
tomaat,"['to', ""'mat""]","[39525.0, 5079.0]","['to', 'om', 'ma', 'aa', 'at']","[2236591.0, 2473734.0, 957657.0, 2730922.0, 996808.0]",3.472773622522519
verpest,,[],"['ve', 'er', 'rp', 'pe', 'es', 'st']","[1767776.0, 6799370.0, 40052.0, 1062538.0, 1784615.0, 2307098.0]",4.6005211976045075
gooi,"[""'xoj""]",[3220.0],"['go', 'oo', 'oi']","[147343.0, 3901750.0, 1683244.0]",4.863493051686446
verhitte,,[],"['ve', 'er', 'rh', 'hi', 'it', 'tt', 'te']","[1767776.0, 6799370.0, 571432.0, 484018.0, 333345.0, 519286.0, 3522714.0]",2.5016303625449927
discussie,"['dIs', ""'k}"", 'si']","[2075.0, 78134.0, 42927.0]","['di', 'is', 'sc', 'cu', 'us', 'ss', 'si', 'ie']","[1050254.0, 3439538.0, 1079447.0, 27593.0, 727825.0, 1070262.0, 1091620.0, 2076673.0]",4.156906036884109
uitdraaide,,[],"['ui', 'it', 'td', 'dr', 'ra', 'aa', 'ai', 'id', 'de']","[687028.0, 333345.0, 10762.0, 486140.0, 2220035.0, 2730922.0, 444826.0, 469631.0, 2559661.0]",1.957562318194717
gehad,,[],"['ge', 'eh', 'ha', 'ad']","[3692145.0, 134898.0, 1299761.0, 474501.0]",5.498235838180274
perceel,"['pEr', ""'sel""]","[7938.0, 55.0]","['pe', 'er', 'rc', 'ce', 'ee', 'el']","[1062538.0, 6799370.0, 53983.0, 173200.0, 944702.0, 4671207.0]",2.846864020701027
vaste,,[],"['va', 'as', 'st', 'te']","[313419.0, 504791.0, 2307098.0, 3522714.0]",4.238595685442444
bestemming,"['b@', ""'stE"", 'mIN']","[395542.0, 11889.0, 7245.0]","['be', 'es', 'st', 'te', 'em', 'mm', 'mi', 'in', 'ng']","[2443609.0, 1784615.0, 2307098.0, 3522714.0, 924741.0, 407998.0, 342154.0, 2264626.0, 2927082.0]",4.094282885351124
katten,"[""'kA"", 't@']","[3626.0, 603753.0]","['ka', 'at', 'tt', 'te', 'en']","[424843.0, 996808.0, 519286.0, 3522714.0, 8542439.0]",4.186090995551899
continu,"['kOn', 'ti', ""'ny""]","[21455.0, 12797.0, 136176.0]","['co', 'on', 'nt', 'ti', 'in', 'nu']","[488809.0, 2451854.0, 1477178.0, 1353437.0, 2264626.0, 53323.0]",3.6629983647799675
plukjes,,[],"['pl', 'lu', 'uk', 'kj', 'je', 'es']","[97171.0, 273011.0, 56724.0, 192716.0, 913788.0, 1784615.0]",2.2585923138586983
verliezen,"['v@r', ""'li"", 'z@']","[457605.0, 42609.0, 133611.0]","['ve', 'er', 'rl', 'li', 'ie', 'ez', 'ze', 'en']","[1767776.0, 6799370.0, 344538.0, 3369152.0, 2076673.0, 100963.0, 1671440.0, 8542439.0]",4.982150595340765
kunnen,"[""'k}"", 'n@']","[78134.0, 266696.0]","['ku', 'un', 'nn', 'ne', 'en']","[286858.0, 125750.0, 746302.0, 1475977.0, 8542439.0]",6.227955800163067
tekort,"['t@', ""'kOrt""]","[603753.0, 5262.0]","['te', 'ek', 'ko', 'or', 'rt']","[3522714.0, 762098.0, 466342.0, 2597583.0, 1154116.0]",4.044811185990374
vitamine,"['vi', 'ta', ""'mi"", 'n@']","[4710.0, 11127.0, 18322.0, 266696.0]","['vi', 'it', 'ta', 'am', 'mi', 'in', 'ne']","[226005.0, 333345.0, 892070.0, 930317.0, 342154.0, 2264626.0, 1475977.0]",3.2585923138586983
beetgare,,[],"['be', 'ee', 'et', 'tg', 'ga', 'ar', 're']","[2443609.0, 944702.0, 1684914.0, 33865.0, 446758.0, 1754491.0, 1607974.0]",
pasta,"[""'pAs"", 'ta']","[15997.0, 11127.0]","['pa', 'as', 'st', 'ta']","[319786.0, 504791.0, 2307098.0, 892070.0]",3.7704756748375727
overgoten,,[],"['ov', 've', 'er', 'rg', 'go', 'ot', 'te', 'en']","[145547.0, 1767776.0, 6799370.0, 709881.0, 147343.0, 1595020.0, 3522714.0, 8542439.0]",2.6107748319700605
rode,"[""'ro"", 'd@']","[11205.0, 515645.0]","['ro', 'od', 'de']","[1417238.0, 193327.0, 2559661.0]",4.742536028149118
saus,"[""'sMs""]",[419.0],"['sa', 'au', 'us']","[319876.0, 611780.0, 727825.0]",3.9777163498330497
versmaden,"['v@r', ""'sma"", 'd@']","[457605.0, 808.0, 515645.0]","['ve', 'er', 'rs', 'sm', 'ma', 'ad', 'de', 'en']","[1767776.0, 6799370.0, 834594.0, 89457.0, 957657.0, 474501.0, 2559661.0, 8542439.0]",2.3097448363060797
martine,,[],"['ma', 'ar', 'rt', 'ti', 'in', 'ne']","[957657.0, 1754491.0, 1154116.0, 1353437.0, 2264626.0, 1475977.0]",3.20676067558583
glimmende,,[],"['gl', 'li', 'im', 'mm', 'me', 'en', 'nd', 'de']","[403015.0, 3369152.0, 1019572.0, 407998.0, 1659354.0, 8542439.0, 2576478.0, 2559661.0]",3.364102498628672
dressoir,"['drE', ""'swar""]","[55.0, 46.0]","['dr', 're', 'es', 'ss', 'so', 'oi', 'ir']","[486140.0, 1607974.0, 1784615.0, 1070262.0, 369446.0, 1683244.0, 2884214.0]",2.9237040509337495
gepoetst,,[],"['ge', 'ep', 'po', 'oe', 'et', 'ts', 'st']","[3692145.0, 189025.0, 490468.0, 837795.0, 1684914.0, 235160.0, 2307098.0]",3.462712296514623
vond,"[""'vOnt""]",[11801.0],"['vo', 'on', 'nd']","[2123358.0, 2451854.0, 2576478.0]",5.427457937169735
gouden,"[""'xM"", 'd@']","[1470.0, 515645.0]","['go', 'ou', 'ud', 'de', 'en']","[147343.0, 846499.0, 671255.0, 2559661.0, 8542439.0]",4.509926299981402
ketting,"[""'kE"", 'tIN']","[17179.0, 12923.0]","['ke', 'et', 'tt', 'ti', 'in', 'ng']","[3143026.0, 1684914.0, 519286.0, 1353437.0, 2264626.0, 2927082.0]",4.278746345497031
kreta,,[],"['kr', 're', 'et', 'ta']","[88851.0, 1607974.0, 1684914.0, 892070.0]",3.0087148406420985
stranden,"[""'strAn"", 'd@']","[118.0, 515645.0]","['st', 'tr', 'ra', 'an', 'nd', 'de', 'en']","[2307098.0, 1199332.0, 2220035.0, 4143386.0, 2576478.0, 2559661.0, 8542439.0]",3.3968950120249795
vanwege,"['vAn', ""'we"", 'G@']","[63011.0, 92176.0, 450488.0]","['va', 'an', 'nw', 'we', 'eg', 'ge']","[313419.0, 4143386.0, 101377.0, 1965886.0, 1125580.0, 3692145.0]",4.922528693025815
massale,,[],"['ma', 'as', 'ss', 'sa', 'al', 'le']","[957657.0, 504791.0, 1070262.0, 319876.0, 2558689.0, 4397946.0]",3.1750462624086233
toerisme,"['tu', ""'rIs"", 'm@']","[4425.0, 551.0, 227160.0]","['to', 'oe', 'er', 'ri', 'is', 'sm', 'me']","[2236591.0, 837795.0, 6799370.0, 1787712.0, 3439538.0, 89457.0, 1659354.0]",3.018260158548329
aantrekkelijk,"['an', ""'trE"", 'k@', 'l@k']","[8572.0, 11280.0, 342563.0, 181254.0]","['aa', 'an', 'nt', 'tr', 're', 'ek', 'kk', 'ke', 'el', 'li', 'ij', 'jk']","[2730922.0, 4143386.0, 1477178.0, 1199332.0, 1607974.0, 762098.0, 65091.0, 3143026.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.232297303067455
peter,"[""'pe"", 't@r']","[4572.0, 199618.0]","['pe', 'et', 'te', 'er']","[1062538.0, 1684914.0, 3522714.0, 6799370.0]",4.722671815401435
gemene,,[],"['ge', 'em', 'me', 'en', 'ne']","[3692145.0, 924741.0, 1659354.0, 8542439.0, 1475977.0]",4.169749922598674
duivel,"[""'dL"", 'v@l']","[14168.0, 3584.0]","['du', 'ui', 'iv', 've', 'el']","[161799.0, 687028.0, 94073.0, 1767776.0, 4671207.0]",4.650849475200372
uitgedreven,,[],"['ui', 'it', 'tg', 'ge', 'ed', 'dr', 're', 'ev', 've', 'en']","[687028.0, 333345.0, 33865.0, 3692145.0, 636500.0, 486140.0, 1607974.0, 317289.0, 1767776.0, 8542439.0]",2.7172301628843476
doodmoe,"[""'dod"", 'mu']","[671.0, 2744.0]","['do', 'oo', 'od', 'dm', 'mo', 'oe']","[394555.0, 3901750.0, 193327.0, 11911.0, 1055897.0, 837795.0]",3.5198551826511917
sliep,"[""'slip""]",[1158.0],"['sl', 'li', 'ie', 'ep']","[1064500.0, 3369152.0, 2076673.0, 189025.0]",4.4195857628303505
meteen,"['m@', ""'ten""]","[227160.0, 9973.0]","['me', 'et', 'te', 'ee', 'en']","[1659354.0, 1684914.0, 3522714.0, 944702.0, 8542439.0]",5.33568756381409
bezem,"[""'be"", 'z@m']","[63557.0, 381.0]","['be', 'ez', 'ze', 'em']","[2443609.0, 100963.0, 1671440.0, 924741.0]",3.578218798014338
lucht,"[""'l}xt""]",[5780.0],"['lu', 'uc', 'ch', 'ht']","[273011.0, 94927.0, 1999086.0, 373636.0]",4.945786730584917
vloog,,[],"['vl', 'lo', 'oo', 'og']","[105784.0, 1188135.0, 3901750.0, 285914.0]",4.19119289835918
lelijk,"[""'le"", 'l@k']","[117121.0, 181254.0]","['le', 'el', 'li', 'ij', 'jk']","[4397946.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.4623728713454085
borrels,,[],"['bo', 'or', 'rr', 're', 'el', 'ls']","[1606593.0, 2597583.0, 200692.0, 1607974.0, 4671207.0, 114609.0]",3.2305635902584546
drinkt,,[],"['dr', 'ri', 'in', 'nk', 'kt']","[486140.0, 1787712.0, 2264626.0, 476574.0, 179298.0]",4.45998943817915
tegen,"[""'te"", 'G@']","[79627.0, 450488.0]","['te', 'eg', 'ge', 'en']","[3522714.0, 1125580.0, 3692145.0, 8542439.0]",6.009861792414411
boom,"[""'bom""]",[2469.0],"['bo', 'oo', 'om']","[1606593.0, 3901750.0, 2473734.0]",4.714578552926017
gereden,,[],"['ge', 'er', 're', 'ed', 'de', 'en']","[3692145.0, 6799370.0, 1607974.0, 636500.0, 2559661.0, 8542439.0]",4.287976091543908
ring,"[""'rIN""]",[2548.0],"['ri', 'in', 'ng']","[1787712.0, 2264626.0, 2927082.0]",4.715337809206643
diamant,"['di', 'ja', ""'mAnt""]","[34759.0, 24436.0, 1876.0]","['di', 'ia', 'am', 'ma', 'an', 'nt']","[1050254.0, 112581.0, 930317.0, 957657.0, 4143386.0, 1477178.0]",4.045698406895268
bevat,,[],"['be', 'ev', 'va', 'at']","[2443609.0, 317289.0, 313419.0, 996808.0]",3.9859302018917786
oogarts,"[""'oG"", 'Arts']","[277.0, 1141.0]","['oo', 'og', 'ga', 'ar', 'rt', 'ts']","[3901750.0, 285914.0, 446758.0, 1754491.0, 1154116.0, 235160.0]",2.9465669338932536
anne,,[],"['an', 'nn', 'ne']","[4143386.0, 746302.0, 1475977.0]",4.236315919147546
aanbiedt,,[],"['aa', 'an', 'nb', 'bi', 'ie', 'ed', 'dt']","[2730922.0, 4143386.0, 79637.0, 743491.0, 2076673.0, 636500.0, 71691.0]",3.5286885952790286
rijk,"[""'rKk""]",[4198.0],"['ri', 'ij', 'jk']","[1787712.0, 1639122.0, 518095.0]",4.89482939040613
kleurige,,[],"['kl', 'le', 'eu', 'ur', 'ri', 'ig', 'ge']","[549706.0, 4397946.0, 135956.0, 346154.0, 1787712.0, 960409.0, 3692145.0]",2.531593585922436
papegaai,"['pA', 'p@', ""'Gaj""]","[7190.0, 157985.0, 145.0]","['pa', 'ap', 'pe', 'eg', 'ga', 'aa', 'ai']","[319786.0, 270616.0, 1062538.0, 1125580.0, 446758.0, 2730922.0, 444826.0]",3.5168703291017294
gekocht,,[],"['ge', 'ek', 'ko', 'oc', 'ch', 'ht']","[3692145.0, 762098.0, 466342.0, 270017.0, 1999086.0, 373636.0]",4.804672059031955
zak,"[""'zAk""]",[4841.0],"['za', 'ak']","[308657.0, 762048.0]",4.982560790867744
pitjes,,[],"['pi', 'it', 'tj', 'je', 'es']","[1566256.0, 333345.0, 104770.0, 913788.0, 1784615.0]",2.2006003668810115
reus,"[""'r|s""]",[426.0],"['re', 'eu', 'us']","[1607974.0, 135956.0, 727825.0]",3.870050079527041
wees,"[""'wes""]",[10564.0],"['we', 'ee', 'es']","[1965886.0, 944702.0, 1784615.0]",5.364953222665449
dwerg,"[""'dwErx""]",[411.0],"['dw', 'we', 'er', 'rg']","[46501.0, 1965886.0, 6799370.0, 709881.0]",3.9509985486923287
knuppel,"[""'kn}"", 'p@l']","[1194.0, 8245.0]","['kn', 'nu', 'up', 'pp', 'pe', 'el']","[81592.0, 53323.0, 51653.0, 297911.0, 1062538.0, 4671207.0]",3.862007359271627
patricia,,[],"['pa', 'at', 'tr', 'ri', 'ic', 'ci', 'ia']","[319786.0, 996808.0, 1199332.0, 1787712.0, 911860.0, 1877307.0, 112581.0]",3.5108383643318164
geleerd,"['x@', ""'lert""]","[587329.0, 4099.0]","['ge', 'el', 'le', 'ee', 'er', 'rd']","[3692145.0, 4671207.0, 4397946.0, 944702.0, 6799370.0, 823655.0]",4.943998127873964
haalde,,[],"['ha', 'aa', 'al', 'ld', 'de']","[1299761.0, 2730922.0, 2558689.0, 840998.0, 2559661.0]",4.372117874423932
moeilijke,,[],"['mo', 'oe', 'ei', 'il', 'li', 'ij', 'jk', 'ke']","[1055897.0, 837795.0, 2483878.0, 2591190.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",4.422573182912124
tentamen,"['tEn', ""'ta"", 'm@']","[9505.0, 21065.0, 227160.0]","['te', 'en', 'nt', 'ta', 'am', 'me', 'en']","[3522714.0, 8542439.0, 1477178.0, 892070.0, 930317.0, 1659354.0, 8542439.0]",3.0456984068952684
punt,"[""'p}nt""]",[3259.0],"['pu', 'un', 'nt']","[45003.0, 125750.0, 1477178.0]",4.864301292270659
trui,"[""'trL""]",[508.0],"['tr', 'ru', 'ui']","[1199332.0, 1082518.0, 687028.0]",4.062220109203514
droger,"[""'dro"", 'G@r']","[4756.0, 22228.0]","['dr', 'ro', 'og', 'ge', 'er']","[486140.0, 1417238.0, 285914.0, 3692145.0, 6799370.0]",3.299984999016923
terecht,"['t@', ""'rExt""]","[603753.0, 11680.0]","['te', 'er', 're', 'ec', 'ch', 'ht']","[3522714.0, 6799370.0, 1607974.0, 411920.0, 1999086.0, 373636.0]",4.648643810317686
gekomen,,[],"['ge', 'ek', 'ko', 'om', 'me', 'en']","[3692145.0, 762098.0, 466342.0, 2473734.0, 1659354.0, 8542439.0]",5.307955723289788
paste,,[],"['pa', 'as', 'st', 'te']","[319786.0, 504791.0, 2307098.0, 3522714.0]",3.751701673962491
rotterdam,,[],"['ro', 'ot', 'tt', 'te', 'er', 'rd', 'da', 'am']","[1417238.0, 1595020.0, 519286.0, 3522714.0, 6799370.0, 823655.0, 1096946.0, 930317.0]",2.6979250076889607
samen,,[],"['sa', 'am', 'me', 'en']","[319876.0, 930317.0, 1659354.0, 8542439.0]",5.565258549125613
dingen,"[""'dI"", 'N@']","[22855.0, 89688.0]","['di', 'in', 'ng', 'ge', 'en']","[1050254.0, 2264626.0, 2927082.0, 3692145.0, 8542439.0]",5.704527171074522
tot,,[],"['to', 'ot']","[2236591.0, 1595020.0]",6.049940794907374
stand,"[""'stAnt""]",[4212.0],"['st', 'ta', 'an', 'nd']","[2307098.0, 892070.0, 4143386.0, 2576478.0]",4.193090765102266
kortere,,[],"['ko', 'or', 'rt', 'te', 'er', 're']","[466342.0, 2597583.0, 1154116.0, 3522714.0, 6799370.0, 1607974.0]",3.5286885952790286
termijn,"['tEr', ""'mKn""]","[8343.0, 193636.0]","['te', 'er', 'rm', 'mi', 'ij', 'jn']","[3522714.0, 6799370.0, 1049306.0, 342154.0, 1639122.0, 79695.0]",3.7964114089319723
vertrok,,[],"['ve', 'er', 'rt', 'tr', 'ro', 'ok']","[1767776.0, 6799370.0, 1154116.0, 1199332.0, 1417238.0, 155024.0]",4.34182610391752
