Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
brommer,"[""'brO"", 'm@r']","[299.0, 38939.0]","['br', 'ro', 'om', 'mm', 'me', 'er']","[191839.0, 1417238.0, 2473734.0, 407998.0, 1659354.0, 6799370.0]",3.0367435642423417
helm,"[""'hElm""]",[490.0],"['he', 'el', 'lm']","[822995.0, 4671207.0, 28212.0]",4.042138596129048
snelweg,"[""'snEl"", 'wEx']","[22220.0, 3552.0]","['sn', 'ne', 'el', 'lw', 'we', 'eg']","[91698.0, 1475977.0, 4671207.0, 158019.0, 1965886.0, 1125580.0]",4.260217872145436
stil,"[""'stIl""]",[9263.0],"['st', 'ti', 'il']","[2307098.0, 1353437.0, 2591190.0]",5.202642944280161
brandstof,"[""'brAnt"", 'stOf']","[3306.0, 1975.0]","['br', 'ra', 'an', 'nd', 'ds', 'st', 'to', 'of']","[191839.0, 2220035.0, 4143386.0, 2576478.0, 357110.0, 2307098.0, 2236591.0, 242332.0]",4.1582760521587305
tank,"[""'tENk""]",[1036.0],"['ta', 'an', 'nk']","[892070.0, 4143386.0, 476574.0]",4.281329901491497
hadden,,[],"['ha', 'ad', 'dd', 'de', 'en']","[1299761.0, 474501.0, 203262.0, 2559661.0, 8542439.0]",5.587888472998664
moeite,"[""'muj"", 't@']","[12285.0, 603753.0]","['mo', 'oe', 'ei', 'it', 'te']","[1055897.0, 837795.0, 2483878.0, 333345.0, 3522714.0]",4.832768322291607
opzetten,"[""'Op"", 'sE', 't@']","[413936.0, 2965.0, 603753.0]","['op', 'pz', 'ze', 'et', 'tt', 'te', 'en']","[976321.0, 3356.0, 1671440.0, 1684914.0, 519286.0, 3522714.0, 8542439.0]",4.113656948834144
tentje,,[],"['te', 'en', 'nt', 'tj', 'je']","[3522714.0, 8542439.0, 1477178.0, 104770.0, 913788.0]",3.0367435642423417
storm,"[""'stOrm""]",[1373.0],"['st', 'to', 'or', 'rm']","[2307098.0, 2236591.0, 2597583.0, 1049306.0]",4.468107328401329
rustige,,[],"['ru', 'us', 'st', 'ti', 'ig', 'ge']","[1082518.0, 727825.0, 2307098.0, 1353437.0, 960409.0, 3692145.0]",3.883132227738093
klas,"[""'klAs""]",[2516.0],"['kl', 'la', 'as']","[549706.0, 2444604.0, 504791.0]",4.686524497908583
les,"[""'lEs""]",[3202.0],"['le', 'es']","[4397946.0, 1784615.0]",4.818797936828757
geven,"[""'xe"", 'v@']","[22434.0, 267872.0]","['ge', 'ev', 've', 'en']","[3692145.0, 317289.0, 1767776.0, 8542439.0]",5.673544781785189
klopte,,[],"['kl', 'lo', 'op', 'pt', 'te']","[549706.0, 1188135.0, 976321.0, 51860.0, 3522714.0]",3.8779465603730747
tabak,"['ta', ""'bAk""]","[11127.0, 2387.0]","['ta', 'ab', 'ba', 'ak']","[892070.0, 53787.0, 584273.0, 762048.0]",3.719114306758899
pijp,"[""'pKp""]",[728.0],"['pi', 'ij', 'jp']","[1566256.0, 1639122.0, 6931.0]",4.137257701519223
asbak,"[""'Az"", 'bAk']","[180.0, 1559.0]","['as', 'sb', 'ba', 'ak']","[504791.0, 60736.0, 584273.0, 762048.0]",3.4858360953617606
vakkundige,,[],"['va', 'ak', 'kk', 'ku', 'un', 'nd', 'di', 'ig', 'ge']","[313419.0, 762048.0, 65091.0, 286858.0, 125750.0, 2576478.0, 1050254.0, 960409.0, 3692145.0]",2.2006003668810115
nico,,[],"['ni', 'ic', 'co']","[638298.0, 911860.0, 488809.0]",3.554159413821177
kies,"[""'kis""]",[1835.0],"['ki', 'ie', 'es']","[312362.0, 2076673.0, 1784615.0]",4.544992640566122
wortels,,[],"['wo', 'or', 'rt', 'te', 'el', 'ls']","[933919.0, 2597583.0, 1154116.0, 3522714.0, 4671207.0, 114609.0]",3.7569028676482987
vliegreis,"[""'vliG"", 'rKs']","[213.0, 1078.0]","['vl', 'li', 'ie', 'eg', 'gr', 're', 'ei', 'is']","[105784.0, 3369152.0, 2076673.0, 1125580.0, 789301.0, 1607974.0, 2483878.0, 3439538.0]",2.2585923138586983
mocht,,[],"['mo', 'oc', 'ch', 'ht']","[1055897.0, 270017.0, 1999086.0, 373636.0]",5.009678868744715
cockpit,"[""'kOk"", 'pIt']","[1149.0, 242.0]","['co', 'oc', 'ck', 'kp', 'pi', 'it']","[488809.0, 270017.0, 832103.0, 16732.0, 1566256.0, 333345.0]",3.7153378092066425
kijken,"[""'kK"", 'k@']","[26265.0, 342563.0]","['ki', 'ij', 'jk', 'ke', 'en']","[312362.0, 1639122.0, 518095.0, 3143026.0, 8542439.0]",5.691100623399757
mobiele,,[],"['mo', 'ob', 'bi', 'ie', 'el', 'le']","[1055897.0, 95880.0, 743491.0, 2076673.0, 4671207.0, 4397946.0]",3.975638381840512
overdracht,"[""'o"", 'v@r', 'drAxt']","[193944.0, 457605.0, 2466.0]","['ov', 've', 'er', 'rd', 'dr', 'ra', 'ac', 'ch', 'ht']","[145547.0, 1767776.0, 6799370.0, 823655.0, 486140.0, 2220035.0, 404620.0, 1999086.0, 373636.0]",3.5168703291017294
steeds,"[""'stets""]",[20848.0],"['st', 'te', 'ee', 'ed', 'ds']","[2307098.0, 3522714.0, 944702.0, 636500.0, 357110.0]",5.674587556205453
iedere,,[],"['ie', 'ed', 'de', 'er', 're']","[2076673.0, 636500.0, 2559661.0, 6799370.0, 1607974.0]",4.922646372062411
donderdag,"[""'dOn"", 'd@r', 'dAx']","[9337.0, 256202.0, 16848.0]","['do', 'on', 'nd', 'de', 'er', 'rd', 'da', 'ag']","[394555.0, 2451854.0, 2576478.0, 2559661.0, 6799370.0, 823655.0, 1096946.0, 400262.0]",4.362823279789499
ochtendmis,,[],"['oc', 'ch', 'ht', 'te', 'en', 'nd', 'dm', 'mi', 'is']","[270017.0, 1999086.0, 373636.0, 3522714.0, 8542439.0, 2576478.0, 11911.0, 342154.0, 3439538.0]",1.6565323225307358
lange,,[],"['la', 'an', 'ng', 'ge']","[2444604.0, 4143386.0, 2927082.0, 3692145.0]",4.951108761732358
bokser,"[""'bOk"", 's@r']","[800.0, 3615.0]","['bo', 'ok', 'ks', 'se', 'er']","[1606593.0, 155024.0, 117147.0, 763112.0, 6799370.0]",3.8072887623910447
woog,,[],"['wo', 'oo', 'og']","[933919.0, 3901750.0, 285914.0]",3.20676067558583
negentig,"[""'ne"", 'G@n', 't@x']","[175704.0, 1526.0, 55061.0]","['ne', 'eg', 'ge', 'en', 'nt', 'ti', 'ig']","[1475977.0, 1125580.0, 3692145.0, 8542439.0, 1477178.0, 1353437.0, 960409.0]",3.5168703291017294
kilo,"[""'ki"", 'lo']","[7063.0, 24882.0]","['ki', 'il', 'lo']","[312362.0, 2591190.0, 1188135.0]",4.451368780345297
schoon,"[""'sxon""]",[6017.0],"['sc', 'ch', 'ho', 'oo', 'on']","[1079447.0, 1999086.0, 1237078.0, 3901750.0, 2451854.0]",4.689151083381455
haak,"[""'hak""]",[580.0],"['ha', 'aa', 'ak']","[1299761.0, 2730922.0, 762048.0]",4.099012091595185
brute,,[],"['br', 'ru', 'ut', 'te']","[191839.0, 1082518.0, 137082.0, 3522714.0]",3.419960316093673
beroving,"['b@', ""'ro"", 'vIN']","[395542.0, 11205.0, 5016.0]","['be', 'er', 'ro', 'ov', 'vi', 'in', 'ng']","[2443609.0, 6799370.0, 1417238.0, 145547.0, 226005.0, 2264626.0, 2927082.0]",3.489041235236972
vastgelegd,,[],"['va', 'as', 'st', 'tg', 'ge', 'el', 'le', 'eg', 'gd']","[313419.0, 504791.0, 2307098.0, 33865.0, 3692145.0, 4671207.0, 4397946.0, 1125580.0, 109191.0]",3.59354842999555
camera,"[""'ka"", 'm@', 'ra']","[20766.0, 227160.0, 16503.0]","['ca', 'am', 'me', 'er', 'ra']","[177266.0, 930317.0, 1659354.0, 6799370.0, 2220035.0]",4.780547201418143
boven,"[""'bo"", 'v@']","[24461.0, 267872.0]","['bo', 'ov', 've', 'en']","[1606593.0, 145547.0, 1767776.0, 8542439.0]",5.385048427290503
ingang,"[""'IN"", 'GAN']","[4116.0, 3825.0]","['in', 'ng', 'ga', 'an', 'ng']","[2264626.0, 2927082.0, 446758.0, 4143386.0, 2927082.0]",4.21041534917461
midden,"[""'mI"", 'd@']","[19780.0, 515645.0]","['mi', 'id', 'dd', 'de', 'en']","[342154.0, 469631.0, 203262.0, 2559661.0, 8542439.0]",4.671262817532489
stationshal,"['stA', ""'tSOns"", 'hAl']","[4150.0, 6.0, 763.0]","['st', 'ta', 'at', 'ti', 'io', 'on', 'ns', 'sh', 'ha', 'al']","[2307098.0, 892070.0, 996808.0, 1353437.0, 757588.0, 2451854.0, 612425.0, 326786.0, 1299761.0, 2558689.0]",1.6565323225307358
hangt,,[],"['ha', 'an', 'ng', 'gt']","[1299761.0, 4143386.0, 2927082.0, 21874.0]",4.8237019129393675
poster,"[""'pOs"", 't@r']","[458.0, 199618.0]","['po', 'os', 'st', 'te', 'er']","[490468.0, 588208.0, 2307098.0, 3522714.0, 6799370.0]",3.572986271080661
zilveren,"[""'zIl"", 'v@', 'r@']","[1036.0, 267872.0, 255397.0]","['zi', 'il', 'lv', 've', 'er', 're', 'en']","[123482.0, 2591190.0, 67012.0, 1767776.0, 6799370.0, 1607974.0, 8542439.0]",4.0038623378476865
lijst,"[""'lKst""]",[2925.0],"['li', 'ij', 'js', 'st']","[3369152.0, 1639122.0, 471745.0, 2307098.0]",4.821033883840304
winst,"[""'wInst""]",[971.0],"['wi', 'in', 'ns', 'st']","[658045.0, 2264626.0, 612425.0, 2307098.0]",4.331852305870028
producten,,[],"['pr', 'ro', 'od', 'du', 'uc', 'ct', 'te', 'en']","[242781.0, 1417238.0, 193327.0, 161799.0, 94927.0, 116688.0, 3522714.0, 8542439.0]",3.6433040567969806
basketballers,,[],"['ba', 'as', 'sk', 'ke', 'et', 'tb', 'ba', 'al', 'll', 'le', 'er', 'rs']","[584273.0, 504791.0, 146903.0, 3143026.0, 1684914.0, 118193.0, 584273.0, 2558689.0, 2754440.0, 4397946.0, 6799370.0, 834594.0]",2.3968950120249795
tribune,"['tri', ""'by"", 'n@']","[2285.0, 1600.0, 266696.0]","['tr', 'ri', 'ib', 'bu', 'un', 'ne']","[1199332.0, 1787712.0, 35076.0, 200521.0, 125750.0, 1475977.0]",3.4310492882592856
begeleid,,[],"['be', 'eg', 'ge', 'el', 'le', 'ei', 'id']","[2443609.0, 1125580.0, 3692145.0, 4671207.0, 4397946.0, 2483878.0, 469631.0]",3.6543554032764614
coach,"[""'kotS""]",[1391.0],"['co', 'oa', 'ac', 'ch']","[488809.0, 24840.0, 404620.0, 1999086.0]",4.499141562141298
vader,"[""'va"", 'd@r']","[40891.0, 256202.0]","['va', 'ad', 'de', 'er']","[313419.0, 474501.0, 2559661.0, 6799370.0]",5.896994203940702
rechte,,[],"['re', 'ec', 'ch', 'ht', 'te']","[1607974.0, 411920.0, 1999086.0, 373636.0, 3522714.0]",3.9661624899566346
avondeten,"[""'a"", 'vOnd', 'e', 't@']","[38878.0, 589.0, 13352.0, 603753.0]","['av', 'vo', 'on', 'nd', 'de', 'et', 'te', 'en']","[125971.0, 2123358.0, 2451854.0, 2576478.0, 2559661.0, 1684914.0, 3522714.0, 8542439.0]",3.973550423578847
waarzegster,"[""'war"", 'zEx', 'st@r']","[163067.0, 61.0, 6682.0]","['wa', 'aa', 'ar', 'rz', 'ze', 'eg', 'gs', 'st', 'te', 'er']","[409327.0, 2730922.0, 1754491.0, 85749.0, 1671440.0, 1125580.0, 1154969.0, 2307098.0, 3522714.0, 6799370.0]",3.1478940163650084
bijgelovige,,[],"['bi', 'ij', 'jg', 'ge', 'el', 'lo', 'ov', 'vi', 'ig', 'ge']","[743491.0, 1639122.0, 21485.0, 3692145.0, 4671207.0, 1188135.0, 145547.0, 226005.0, 960409.0, 3692145.0]",3.0456984068952684
glazen,"[""'xla"", 'z@']","[731.0, 133611.0]","['gl', 'la', 'az', 'ze', 'en']","[403015.0, 2444604.0, 35320.0, 1671440.0, 8542439.0]",4.20183943899656
bol,"[""'bOl""]",[522.0],"['bo', 'ol']","[1606593.0, 2233880.0]",3.988970782446341
atleet,"['At', ""'let""]","[8152.0, 678.0]","['at', 'tl', 'le', 'ee', 'et']","[996808.0, 314550.0, 4397946.0, 944702.0, 1684914.0]",3.4124071782032273
beschuldigd,,[],"['be', 'es', 'sc', 'ch', 'hu', 'ul', 'ld', 'di', 'ig', 'gd']","[2443609.0, 1784615.0, 1079447.0, 1999086.0, 187605.0, 1284792.0, 840998.0, 1050254.0, 960409.0, 109191.0]",4.1513823442108295
gebruik,"['x@', ""'brLk""]","[587329.0, 4627.0]","['ge', 'eb', 'br', 'ru', 'ui', 'ik']","[3692145.0, 154238.0, 191839.0, 1082518.0, 687028.0, 157922.0]",5.018731961399622
doping,"[""'do"", 'pIN']","[10692.0, 2529.0]","['do', 'op', 'pi', 'in', 'ng']","[394555.0, 976321.0, 1566256.0, 2264626.0, 2927082.0]",2.7172301628843476
vlak,"[""'vlAk""]",[2217.0],"['vl', 'la', 'ak']","[105784.0, 2444604.0, 762048.0]",4.675232821196979
schat,"[""'sxAt""]",[11748.0],"['sc', 'ch', 'ha', 'at']","[1079447.0, 1999086.0, 1299761.0, 996808.0]",5.4179714926810085
zeebodem,"[""'ze"", 'bo', 'd@m']","[62595.0, 4911.0, 4185.0]","['ze', 'ee', 'eb', 'bo', 'od', 'de', 'em']","[1671440.0, 944702.0, 154238.0, 1606593.0, 193327.0, 2559661.0, 924741.0]",3.1684156835096102
gehaald,,[],"['ge', 'eh', 'ha', 'aa', 'al', 'ld']","[3692145.0, 134898.0, 1299761.0, 2730922.0, 2558689.0, 840998.0]",4.736978417141785
duitsland,,[],"['du', 'ui', 'it', 'ts', 'sl', 'la', 'an', 'nd']","[161799.0, 687028.0, 333345.0, 235160.0, 1064500.0, 2444604.0, 4143386.0, 2576478.0]",4.383666746291224
dader,"[""'da"", 'd@r']","[23990.0, 256202.0]","['da', 'ad', 'de', 'er']","[1096946.0, 474501.0, 2559661.0, 6799370.0]",4.477390311970436
bewaart,,[],"['be', 'ew', 'wa', 'aa', 'ar', 'rt']","[2443609.0, 587000.0, 409327.0, 2730922.0, 1754491.0, 1154116.0]",3.7932528896871425
goudvoorraad,"[""'xMt"", 'fo', 'rat']","[2921.0, 7300.0, 1992.0]","['go', 'ou', 'ud', 'dv', 'vo', 'oo', 'or', 'rr', 'ra', 'aa', 'ad']","[147343.0, 846499.0, 671255.0, 10646.0, 2123358.0, 3901750.0, 2597583.0, 200692.0, 2220035.0, 2730922.0, 474501.0]",2.2006003668810115
kluis,"[""'klLs""]",[1571.0],"['kl', 'lu', 'ui', 'is']","[549706.0, 273011.0, 687028.0, 3439538.0]",4.544711816449061
grond,"[""'xrOnt""]",[5073.0],"['gr', 'ro', 'on', 'nd']","[789301.0, 1417238.0, 2451854.0, 2576478.0]",5.03872953290819
eet,,[],"['ee', 'et']","[944702.0, 1684914.0]",5.060767189184158
gezin,"['x@', ""'zIn""]","[587329.0, 12071.0]","['ge', 'ez', 'zi', 'in']","[3692145.0, 100963.0, 123482.0, 2264626.0]",4.898700912504402
meestal,"[""'mest"", 'Al']","[5274.0, 16321.0]","['me', 'ee', 'es', 'st', 'ta', 'al']","[1659354.0, 944702.0, 1784615.0, 2307098.0, 892070.0, 2558689.0]",4.785577382418694
aanleiding,"[""'an"", 'lK', 'dIN']","[203682.0, 4853.0, 18933.0]","['aa', 'an', 'nl', 'le', 'ei', 'id', 'di', 'in', 'ng']","[2730922.0, 4143386.0, 49228.0, 4397946.0, 2483878.0, 469631.0, 1050254.0, 2264626.0, 2927082.0]",3.5228196616149305
melding,"[""'mEl"", 'dIN']","[1726.0, 18933.0]","['me', 'el', 'ld', 'di', 'in', 'ng']","[1659354.0, 4671207.0, 840998.0, 1050254.0, 2264626.0, 2927082.0]",3.683881930305492
fanatieke,,[],"['fa', 'an', 'na', 'at', 'ti', 'ie', 'ek', 'ke']","[29619.0, 4143386.0, 523332.0, 996808.0, 1353437.0, 2076673.0, 762098.0, 3143026.0]",2.957562318194717
anonieme,,[],"['an', 'no', 'on', 'ni', 'ie', 'em', 'me']","[4143386.0, 847517.0, 2451854.0, 638298.0, 2076673.0, 924741.0, 1659354.0]",3.681838187795506
tip,"[""'tIp""]",[778.0],"['ti', 'ip']","[1353437.0, 54132.0]",4.207982320503611
bram,"[""'brAm""]",[14.0],"['br', 'ra', 'am']","[191839.0, 2220035.0, 930317.0]",2.2006003668810115
zakken,"[""'zA"", 'k@']","[2717.0, 342563.0]","['za', 'ak', 'kk', 'ke', 'en']","[308657.0, 762048.0, 65091.0, 3143026.0, 8542439.0]",4.700483740794013
blunder,"[""'bl}n"", 'd@r']","[129.0, 256202.0]","['bl', 'lu', 'un', 'nd', 'de', 'er']","[152155.0, 273011.0, 125750.0, 2576478.0, 2559661.0, 6799370.0]",3.441862157541503
gistermiddag,"[""'xIs"", 't@r', 'mI', 'dAx']","[10193.0, 199618.0, 61729.0, 16848.0]","['gi', 'is', 'st', 'te', 'er', 'rm', 'mi', 'id', 'dd', 'da', 'ag']","[669114.0, 3439538.0, 2307098.0, 3522714.0, 6799370.0, 1049306.0, 342154.0, 469631.0, 203262.0, 1096946.0, 400262.0]",3.027600184802472
ivo,,[],"['iv', 'vo']","[94073.0, 2123358.0]",
berisping,"['b@', ""'rIs"", 'pIN']","[395542.0, 551.0, 2529.0]","['be', 'er', 'ri', 'is', 'sp', 'pi', 'in', 'ng']","[2443609.0, 6799370.0, 1787712.0, 3439538.0, 1518373.0, 1566256.0, 2264626.0, 2927082.0]",2.802660358208974
baas,"[""'bas""]",[7422.0],"['ba', 'aa', 'as']","[584273.0, 2730922.0, 504791.0]",5.219597900291002
slechte,,[],"['sl', 'le', 'ec', 'ch', 'ht', 'te']","[1064500.0, 4397946.0, 411920.0, 1999086.0, 373636.0, 3522714.0]",5.072673353699065
advies,"['At', ""'fis""]","[8152.0, 1470.0]","['ad', 'dv', 'vi', 'ie', 'es']","[474501.0, 10646.0, 226005.0, 2076673.0, 1784615.0]",4.518066733389774
ria,,[],"['ri', 'ia']","[1787712.0, 112581.0]",2.7357135685783605
avonduren,,[],"['av', 'vo', 'on', 'nd', 'du', 'ur', 're', 'en']","[125971.0, 2123358.0, 2451854.0, 2576478.0, 161799.0, 346154.0, 1607974.0, 8542439.0]",2.1336535772503984
tennissen,"[""'tE"", 'n@', 's@']","[23330.0, 266696.0, 84912.0]","['te', 'en', 'nn', 'ni', 'is', 'ss', 'se', 'en']","[3522714.0, 8542439.0, 746302.0, 638298.0, 3439538.0, 1070262.0, 763112.0, 8542439.0]",3.3145437191878484
mooi,"[""'moj""]",[26949.0],"['mo', 'oo', 'oi']","[1055897.0, 3901750.0, 1683244.0]",5.7859160387593525
zonnen,"[""'zO"", 'n@']","[1216.0, 266696.0]","['zo', 'on', 'nn', 'ne', 'en']","[40239.0, 2451854.0, 746302.0, 1475977.0, 8542439.0]",3.4124071782032273
chique,,[],"['ch', 'hi', 'iq', 'qu', 'ue']","[1999086.0, 484018.0, 447.0, 664215.0, 464278.0]",3.7057503452009173
dineetje,,[],"['di', 'in', 'ne', 'ee', 'et', 'tj', 'je']","[1050254.0, 2264626.0, 1475977.0, 944702.0, 1684914.0, 104770.0, 913788.0]",3.1616823008506416
goot,"[""'xot""]",[407.0],"['go', 'oo', 'ot']","[147343.0, 3901750.0, 1595020.0]",3.7803839634978216
inge,,[],"['in', 'ng', 'ge']","[2264626.0, 2927082.0, 3692145.0]",2.2006003668810115
karaf,"['ka', ""'rAf""]","[21352.0, 39.0]","['ka', 'ar', 'ra', 'af']","[424843.0, 1754491.0, 2220035.0, 472535.0]",2.3097448363060797
kristal,"['krIs', ""'tAl""]","[456.0, 634.0]","['kr', 'ri', 'is', 'st', 'ta', 'al']","[88851.0, 1787712.0, 3439538.0, 2307098.0, 892070.0, 2558689.0]",3.6859161002159455
breken,"[""'bre"", 'k@']","[3135.0, 342563.0]","['br', 're', 'ek', 'ke', 'en']","[191839.0, 1607974.0, 762098.0, 3143026.0, 8542439.0]",4.639933060711274
antieke,,[],"['an', 'nt', 'ti', 'ie', 'ek', 'ke']","[4143386.0, 1477178.0, 1353437.0, 2076673.0, 762098.0, 3143026.0]",3.419960316093673
vaas,"[""'vas""]",[200.0],"['va', 'aa', 'as']","[313419.0, 2730922.0, 504791.0]",3.6586983842872436
toonden,,[],"['to', 'oo', 'on', 'nd', 'de', 'en']","[2236591.0, 3901750.0, 2451854.0, 2576478.0, 2559661.0, 8542439.0]",3.103690353872955
berouw,"['b@', ""'rMw""]","[395542.0, 526.0]","['be', 'er', 'ro', 'ou', 'uw']","[2443609.0, 6799370.0, 1417238.0, 846499.0, 98896.0]",3.7603360434866926
iemand,"[""'i"", 'mAnt']","[89845.0, 85055.0]","['ie', 'em', 'ma', 'an', 'nd']","[2076673.0, 924741.0, 957657.0, 4143386.0, 2576478.0]",6.086405671478379
gewerkt,,[],"['ge', 'ew', 'we', 'er', 'rk', 'kt']","[3692145.0, 587000.0, 1965886.0, 6799370.0, 2174749.0, 179298.0]",4.865779171284109
startte,,[],"['st', 'ta', 'ar', 'rt', 'tt', 'te']","[2307098.0, 892070.0, 1754491.0, 1154116.0, 519286.0, 3522714.0]",3.3511375214643047
luuk,,[],"['lu', 'uu', 'uk']","[273011.0, 78760.0, 56724.0]",
eindhoven,,[],"['ei', 'in', 'nd', 'dh', 'ho', 'ov', 've', 'en']","[2483878.0, 2264626.0, 2576478.0, 6927.0, 1237078.0, 145547.0, 1767776.0, 8542439.0]",2.1336535772503984
voorzitter,"[""'vor"", 'zI', 't@r']","[339085.0, 1527.0, 199618.0]","['vo', 'oo', 'or', 'rz', 'zi', 'it', 'tt', 'te', 'er']","[2123358.0, 3901750.0, 2597583.0, 85749.0, 123482.0, 333345.0, 519286.0, 3522714.0, 6799370.0]",4.2761473282735425
voltallige,,[],"['vo', 'ol', 'lt', 'ta', 'al', 'll', 'li', 'ig', 'ge']","[2123358.0, 2233880.0, 1858662.0, 892070.0, 2558689.0, 2754440.0, 3369152.0, 960409.0, 3692145.0]",2.5016303625449927
ontslagen,,[],"['on', 'nt', 'ts', 'sl', 'la', 'ag', 'ge', 'en']","[2451854.0, 1477178.0, 235160.0, 1064500.0, 2444604.0, 400262.0, 3692145.0, 8542439.0]",4.734626472937147
wegens,"[""'we"", 'G@ns']","[92176.0, 33448.0]","['we', 'eg', 'ge', 'en', 'ns']","[1965886.0, 1125580.0, 3692145.0, 8542439.0, 612425.0]",4.480332476280614
wangedrag,"[""'wAN"", 'G@', 'drAx']","[501.0, 450488.0, 145.0]","['wa', 'an', 'ng', 'ge', 'ed', 'dr', 'ra', 'ag']","[409327.0, 4143386.0, 2927082.0, 3692145.0, 636500.0, 486140.0, 2220035.0, 400262.0]",3.1880112395729907
wind,"[""'wInt""]",[2424.0],"['wi', 'in', 'nd']","[658045.0, 2264626.0, 2576478.0]",4.700483740794013
dorre,,[],"['do', 'or', 'rr', 're']","[394555.0, 2597583.0, 200692.0, 1607974.0]",2.753442335538792
bladeren,"[""'bla"", 'd@', 'r@']","[1355.0, 515645.0, 255397.0]","['bl', 'la', 'ad', 'de', 'er', 're', 'en']","[152155.0, 2444604.0, 474501.0, 2559661.0, 6799370.0, 1607974.0, 8542439.0]",3.8057514351861155
inspanning,"[""'In"", 'spA', 'nIN']","[414727.0, 653.0, 24287.0]","['in', 'ns', 'sp', 'pa', 'an', 'nn', 'ni', 'in', 'ng']","[2264626.0, 612425.0, 1518373.0, 319786.0, 4143386.0, 746302.0, 638298.0, 2264626.0, 2927082.0]",3.548626925221216
arbeider,"[""'Ar"", 'bK', 'd@r']","[4777.0, 5191.0, 256202.0]","['ar', 'rb', 'be', 'ei', 'id', 'de', 'er']","[1754491.0, 87286.0, 2443609.0, 2483878.0, 469631.0, 2559661.0, 6799370.0]",3.4985171271208495
afgerond,"[""'Af"", 'x@', 'rOnt']","[86276.0, 587329.0, 254.0]","['af', 'fg', 'ge', 'er', 'ro', 'on', 'nd']","[472535.0, 119621.0, 3692145.0, 6799370.0, 1417238.0, 2451854.0, 2576478.0]",3.6608536963133784
afloop,"[""'Af"", 'lop']","[86276.0, 712.0]","['af', 'fl', 'lo', 'oo', 'op']","[472535.0, 90623.0, 1188135.0, 3901750.0, 976321.0]",3.88952843292289
bellen,"[""'bE"", 'l@']","[10519.0, 393640.0]","['be', 'el', 'll', 'le', 'en']","[2443609.0, 4671207.0, 2754440.0, 4397946.0, 8542439.0]",5.3557194198389855
taxi,"[""'tAk"", 'si']","[2948.0, 42927.0]","['ta', 'ax', 'xi']","[892070.0, 18421.0, 4709.0]",4.7026371097767745
werknemers,,[],"['we', 'er', 'rk', 'kn', 'ne', 'em', 'me', 'er', 'rs']","[1965886.0, 6799370.0, 2174749.0, 81592.0, 1475977.0, 924741.0, 1659354.0, 6799370.0, 834594.0]",3.917795191323229
zoekt,,[],"['zo', 'oe', 'ek', 'kt']","[40239.0, 837795.0, 762098.0, 179298.0]",4.880676754702026
arrogante,,[],"['ar', 'rr', 'ro', 'og', 'ga', 'an', 'nt', 'te']","[1754491.0, 200692.0, 1417238.0, 285914.0, 446758.0, 4143386.0, 1477178.0, 3522714.0]",3.737519369441623
contact,"['kOn', ""'tAkt""]","[21455.0, 4731.0]","['co', 'on', 'nt', 'ta', 'ac', 'ct']","[488809.0, 2451854.0, 1477178.0, 892070.0, 404620.0, 116688.0]",4.9626355312583215
verre,"[""'vE"", 'r@']","[854.0, 255397.0]","['ve', 'er', 'rr', 're']","[1767776.0, 6799370.0, 200692.0, 1607974.0]",3.9387011008353774
reizen,"[""'rK"", 'z@']","[19370.0, 133611.0]","['re', 'ei', 'iz', 'ze', 'en']","[1607974.0, 2483878.0, 102177.0, 1671440.0, 8542439.0]",4.506872177114215
wellicht,"['wE', ""'lIxt""]","[1563.0, 6635.0]","['we', 'el', 'll', 'li', 'ic', 'ch', 'ht']","[1965886.0, 4671207.0, 2754440.0, 3369152.0, 911860.0, 1999086.0, 373636.0]",4.445760379798071
vliegende,,[],"['vl', 'li', 'ie', 'eg', 'ge', 'en', 'nd', 'de']","[105784.0, 3369152.0, 2076673.0, 1125580.0, 3692145.0, 8542439.0, 2576478.0, 2559661.0]",3.9859302018917786
schotel,"[""'sxo"", 't@l']","[2381.0, 7789.0]","['sc', 'ch', 'ho', 'ot', 'te', 'el']","[1079447.0, 1999086.0, 1237078.0, 1595020.0, 3522714.0, 4671207.0]",3.7393176928471856
toespraak,"[""'tu"", 'sprak']","[45349.0, 6863.0]","['to', 'oe', 'es', 'sp', 'pr', 'ra', 'aa', 'ak']","[2236591.0, 837795.0, 1784615.0, 1518373.0, 242781.0, 2220035.0, 2730922.0, 762048.0]",4.088699591973324
toenemend,"[""'tu"", 'ne', 'm@nt']","[45349.0, 11397.0, 934.0]","['to', 'oe', 'en', 'ne', 'em', 'me', 'en', 'nd']","[2236591.0, 837795.0, 8542439.0, 1475977.0, 924741.0, 1659354.0, 8542439.0, 2576478.0]",2.5016303625449927
vandalisme,"['vAn', 'da', ""'lIs"", 'm@']","[63011.0, 5407.0, 1256.0, 227160.0]","['va', 'an', 'nd', 'da', 'al', 'li', 'is', 'sm', 'me']","[313419.0, 4143386.0, 2576478.0, 1096946.0, 2558689.0, 3369152.0, 3439538.0, 89457.0, 1659354.0]",3.2849212525810474
leveren,"[""'le"", 'v@', 'r@']","[117121.0, 267872.0, 255397.0]","['le', 'ev', 've', 'er', 're', 'en']","[4397946.0, 317289.0, 1767776.0, 6799370.0, 1607974.0, 8542439.0]",4.270902162079024
