,Count
trEst,14.0
'xrots,858.0
'kLs,154.0
'stra,1509.0
'dOrps,54.0
d@ns,5920.0
tert,0.0
'strKk,126.0
spr|,0.0
kus,22.0
'vEk,38.0
s}rtS,1.0
'dENg,145.0
z}s,701.0
'tret,0.0
'kErm,59.0
'kans,9.0
zElv,46.0
'rOmp,296.0
'blOm,15.0
'hofts,1.0
'kluk,9.0
'd}r,726.0
'sxAlk,1.0
daxs,42.0
slA,38.0
'kwArk,50.0
'hO,6145.0
'tKg,0.0
Sow,18.0
'rod,45.0
'sxIs,2.0
'Grav,3.0
'wIlx,6.0
drax,0.0
'f}N,5.0
'struf,16.0
'xrik,0.0
xrot,89.0
'vost,10.0
hAlm,21.0
'pIk,2001.0
'snMw,13.0
vANs,3.0
'smel,0.0
dKk,0.0
'xren,332.0
GrAm,109.0
'pri,12265.0
pju,22.0
'krom,55.0
prost,0.0
d@mt,0.0
Antr,1.0
'spAlk,16.0
'sxI,3471.0
pAxt,1.0
pEk,609.0
'pErt,0.0
'plO,722.0
'nits,56646.0
rOmp,1.0
'bA,4730.0
'krKxs,414.0
'wO,3338.0
'SlAm,0.0
dINs,668.0
'rAts,44.0
fl}r,0.0
'boxt,0.0
'nazd,0.0
'dE,3418.0
das,0.0
klIN,33.0
stAt,804.0
wajt,0.0
'slOmp,0.0
v},388.0
zIx,0.0
vliG,10.0
'vAmp,11.0
'fl}ks,0.0
'ik,0.0
'xIvd,0.0
lKN,1.0
'sprONs,0.0
vlax,3.0
'bl},390.0
sxyw,78.0
'lAn,3799.0
hos,3.0
'futs,36.0
'bAnd,80.0
'klMn,510.0
flES,0.0
klOm,0.0
fo,7300.0
'dr}f,0.0
'plEmp,0.0
'sn}f,56.0
but,22.0
'skw<,58.0
'Ar,4777.0
'knA,1185.0
pOls,0.0
mAt,112.0
n}ts,6.0
mEm,11.0
Op,14057.0
f}l,5.0
'kajt,4.0
tKn,29.0
tLxt,0.0
sxon,337.0
'xlI,325.0
'knu,242.0
'psAl,0.0
'w}rm,17.0
'sxrO,206.0
GOlf,66.0
'kl}r,0.0
'fa,1582.0
'mOnts,1.0
'd|k,118.0
'snaks,0.0
'slax,202.0
x@rs,0.0
'Grit,5.0
n@x,11388.0
'tem,2029.0
'stets,20848.0
'kordz,0.0
'fAkt,26.0
flIts,17.0
'fy,305.0
kut,93.0
'lLn,2.0
'drIn,1.0
'spOr,204.0
drad,0.0
'liv,10585.0
'tjIrp,0.0
krIp,41.0
halt,220.0
'kErg,44.0
port,941.0
'd}rft,62.0
'sAlt,4.0
wAjs,13.0
gla,0.0
'sxars,116.0
'fi,2343.0
'wEnz,11.0
'dArm,206.0
'e,97272.0
'klKn,10256.0
'sMnt,84.0
'zwIx,33.0
'wId,2.0
fAst,15.0
'kit,379.0
lis,504.0
'mAp,198.0
kwAl,0.0
stOmp,47.0
'zLt,393.0
'waj,750.0
kis,217.0
'toN,3.0
'GlIn,0.0
l}n,0.0
kAmp,311.0
f@r,14131.0
sprek,8.0
kek,39.0
k}p,3.0
'jLx,35.0
f(,7.0
'sxadz,6.0
'Knt,4942.0
'kert,5560.0
'lOts,1.0
trIn,3.0
GrLs,8.0
'mju,185.0
krEk,0.0
'xnom,14.0
'sxAl,16.0
'wAj,0.0
'jyt,37.0
'bOrst,1456.0
'ras,45.0
pAt,497.0
'frK,283.0
'Ord,1.0
prONk,0.0
'prLk,285.0
smM,0.0
'rOm,23.0
rEN,0.0
'slLd,0.0
'sAj,79.0
'xruf,55.0
'mEp,198.0
'drIN,9074.0
kEn,181.0
kMt,444.0
rLs,9.0
fis,187.0
'oxt,0.0
'xif,280.0
'mAr,1299.0
'tAks,11.0
'}rm,0.0
'er,41532.0
'dr}k,788.0
}r,64.0
'wAGd,0.0
'bIk,1.0
Olf,1.0
t@ndz,1.0
toz,0.0
'b}ks,9.0
'zwAx,4.0
bMw,679.0
'ku,1454.0
k|rz,21.0
pKn,1286.0
rE,3669.0
'sot,0.0
'xIps,109.0
'spOx,0.0
'swi,394.0
l@G,140.0
'SIs,86.0
ard,2.0
'bAp,43.0
mne,0.0
'GnOst,13.0
pEkt,138.0
'sly,0.0
'win,0.0
rIk,1010.0
'sxruj,0.0
'smek,7.0
'maxt,981.0
'GOt,12.0
mOst,0.0
bluj,1.0
frint,26.0
mAnz,0.0
'Gen,75.0
'breg,114.0
din,210.0
'spE,3102.0
'xLt,0.0
'kwAp,36.0
'sper,331.0
'h}p,644.0
'drOx,420.0
'strad,18.0
'nir,12207.0
'jArd,12.0
Gro,42.0
zMt,14.0
'vru,5458.0
'sOk,136.0
'vlo,749.0
'dwArs,1253.0
lyk,37.0
'zOm,144.0
'm}N,11.0
kr|k,0.0
stort,3.0
'bet,20687.0
'wuzd,85.0
klAnt,44.0
'vlug,0.0
'slir,0.0
S@l,248.0
st},0.0
'mElk,2057.0
'vraG,11.0
'bl}ts,1.0
'sON,146.0
xrOnt,224.0
'jet,406.0
fri,219.0
klet,313.0
rit,23.0
'bIm,4.0
'wOr,54147.0
lOp,1.0
Syt,1.0
nE,254.0
jars,114.0
'sxrap,14.0
'sAz,0.0
xamz,91.0
'mOl,354.0
'pLk,76.0
'vlet,21.0
vK,618.0
wEt,563.0
's}f,254.0
krag,0.0
'mand,20.0
'dorm,2.0
'lId,76.0
'plen,0.0
'zep,651.0
d}t,26.0
mi,15330.0
'zan,27.0
'bor,1620.0
st|r,0.0
'rIt,1208.0
brLn,51.0
kwAk,0.0
'h}ls,115.0
'GrIst,0.0
'wEsk,0.0
's|,49.0
'frAts,0.0
'vErst,6.0
'zwAt,0.0
'trEns,0.0
'far,798.0
klIp,57.0
'plOf,17.0
'zKt,6.0
'hM,82599.0
st@l,335.0
'pOr,1133.0
kil,2.0
vluk,5.0
'xaf,1715.0
'smis,0.0
dI,212.0
v@rz,1.0
'plAd,73.0
'brAz,1.0
brAk,0.0
klAps,15.0
trKn,113.0
krAm,0.0
'pIm,6.0
'xrInd,1.0
ma,53566.0
b)n,0.0
slAxs,2.0
ner,147.0
stral,102.0
'vart,441.0
klEts,0.0
'xap,17.0
ruj,0.0
'slKp,15.0
jONk,0.0
'mIzd,30.0
rIp,2.0
'sAm,74.0
'|,8.0
kum,0.0
'prIn,90.0
kl}t,0.0
'h}d,0.0
'drLs,0.0
l}st,348.0
k}ms,0.0
'twar,124.0
'tj),0.0
'knK,270.0
'lars,183.0
zAlf,6.0
'vres,1289.0
'frE,6.0
'SOx,2.0
'xOt,271.0
')n,0.0
dIN,18933.0
'mid,0.0
drOst,0.0
'dKn,217.0
sxOt,804.0
bol,21.0
'bemt,2.0
tAs,417.0
sxrKn,0.0
'tEk,116.0
'skrEt,7.0
'tAp,35.0
bOlt,10.0
brOS,0.0
'is,0.0
trA,181.0
xrEs,0.0
'AG,35.0
'grIlt,2.0
'hast,3471.0
'spAn,146.0
'hor,26148.0
vlO,5.0
'sAjt,14.0
stIft,300.0
psi,2408.0
dif,174.0
fKt,10.0
kwAnt,0.0
trAx,4.0
'krevdz,0.0
jo,13450.0
prIns,66.0
flax,19.0
GrKs,10.0
x@rt,0.0
'hEk,1437.0
'zAx,1319.0
mezd,0.0
'strIk,181.0
'fKnt,2.0
vEl,836.0
'kwAg,1.0
twalf,3.0
'blK,23488.0
tSen,0.0
mju,0.0
'}n,83.0
'kun,488.0
'xef,37990.0
'dun,119035.0
'nEsk,2.0
N@rt,603.0
lAjt,19.0
pars,2.0
zKts,336.0
'snL,226.0
'tet,3.0
kErst,282.0
'ves,0.0
GrK,276.0
drox,21.0
'et,996.0
'Gats,10.0
'sli,205.0
'j}m,125.0
frAl,0.0
pen,1.0
'lMntS,71.0
GAlx,0.0
'rAnz,0.0
fat,4.0
'da,23990.0
try,14.0
zwAl,0.0
'rum,389.0
'vort,804.0
k@t,824.0
b|,89.0
'bOns,147.0
's}b,48.0
'xrAz,1.0
'kwIlt,6.0
'xraf,907.0
'kled,0.0
')r,223.0
|r,0.0
'krE,629.0
kuks,7.0
's),335.0
'blek,1286.0
'spEn,289.0
'vl}xt,2909.0
'sxril,11.0
'teg,3.0
xot,10.0
bEN,0.0
kram,98.0
'mOd,0.0
'zwA,3241.0
fEkt,110.0
str}k,503.0
'bAst,26.0
'tAf,7.0
'nAl,0.0
bIN,0.0
sx|r,4.0
tErm,8.0
'knLst,1.0
'sxrOm,22.0
w@s,26.0
'hofs,1.0
'Ab,0.0
'b}m,113.0
'sus,3.0
'zwer,3474.0
'klyb,7.0
'doft,247.0
'nOk,37.0
pa,25763.0
kwi,274.0
zwe,402.0
wIst,0.0
rAnt,244.0
'stAmp,92.0
'xrit,818.0
'kAnz,12.0
'zAxt,1024.0
GEl,0.0
bAlx,7.0
kert,230.0
'pOp,1513.0
'best,2464.0
n}l,75.0
'dEns,18.0
'r<,840.0
kEm,0.0
tOts,0.0
'sprAnt,0.0
'Gefs,230.0
'wir,113.0
'pAk,14916.0
'tr}st,34.0
'lek,4175.0
kEst,17.0
'wElt,1958.0
'sEz,0.0
dIks,14.0
'krLt,144.0
'lEnd,0.0
'erst,271.0
'hOrst,24.0
'twit,30.0
'dal,391.0
'rOks,49.0
'wAx,16081.0
Et,25.0
ska,11.0
'br}l,32.0
'v)r,33.0
'als,0.0
'nEnt,417.0
'stok,26.0
'stard,3.0
flArt,1.0
lyt,2.0
m@r,38939.0
'stax,12.0
'ste,9847.0
'nast,5161.0
nid,4734.0
dAn,375.0
wu,7.0
l|r,97.0
'vON,71.0
'fal,96.0
'kord,0.0
'nakd,0.0
wal,0.0
G@rz,3.0
'vrAxt,1264.0
'g|r,1.0
zEs,0.0
gry,0.0
n}m,138.0
fiz,0.0
'brAnt,3306.0
'mKn,193636.0
'dIn,8082.0
l|nt,0.0
vul,802.0
v)r,0.0
j@t,0.0
'vat,364.0
'fat,11.0
'zwAl,6.0
'lan,111.0
pIN,2529.0
han,95.0
jAnd,0.0
'knEl,28.0
st}l,3.0
smA,0.0
'mInst,13.0
xIl,1.0
'rups,269.0
'z|n,0.0
'lKdz,0.0
'Im,2854.0
'klu,64.0
'wek,10443.0
sxruf,23.0
Gats,0.0
't}rn,34.0
'skop,863.0
'dOmpt,9.0
'_Oj,13.0
'dyr,1536.0
_i,7.0
w@G,20.0
Sl@,32.0
rKt,47.0
'l),86.0
kwal,63.0
'trost,631.0
zIg,1.0
xOlfs,0.0
'pAj,0.0
'G},516.0
jOl,0.0
GAN,3825.0
'slOrp,1.0
'strKd,124.0
'ki,7063.0
sxIxt,30.0
'breks,0.0
SAx,3.0
'rIlt,0.0
'kes,80.0
'snot,2.0
'wEts,524.0
'Grif,0.0
'dMns,38.0
drIx,16.0
'vju,240.0
'trEs,25.0
'mIs,11711.0
'sx}x,20.0
'kla,5010.0
'hAx,171.0
knop,25.0
l@,393640.0
t@x,55061.0
'rMnt,1.0
nA,551.0
tr|m,0.0
'bArm,0.0
blut,174.0
flEk,174.0
'nOl,17.0
wEld,12.0
'hEs,8.0
xAlx,0.0
'dr}kt,402.0
'ews,4.0
'w}ft,2.0
'slExt,11786.0
'kl}ns,90.0
'myr,3021.0
krak,0.0
'tKts,271.0
'zert,677.0
pw)n,0.0
'vrax,19214.0
belt,3539.0
'sMs,419.0
'xIp,3.0
sin,1349.0
blAs,28.0
fas,0.0
'sm}rf,20.0
'krKx,16367.0
'sxrax,1.0
rKk,9305.0
prOk,2.0
'vANst,168.0
'nux,26327.0
lAr,10364.0
dra,2745.0
rad,0.0
'nyk,0.0
'vOlx,608.0
'wElv,0.0
brL,15.0
'slop,216.0
'vrKt,0.0
dO,1824.0
zak,1085.0
Glo,51.0
hAkt,1.0
'mLt,0.0
SOp,75.0
'stont,459.0
'blaz,12.0
tEnt,120.0
'trAns,150.0
brots,17.0
frAN,5.0
'fek,23.0
'tEkt,249.0
'slAGd,18.0
nirt,17.0
'Go,256.0
'sem,23.0
'slEn,22.0
foG,2.0
lINgz,0.0
sus,8.0
sxKt,1683.0
'fest,4536.0
frAm,14.0
'kInt,14576.0
'ralz,0.0
sle,254.0
zwI,0.0
dr@n,41.0
fKf,35.0
'sANkt,0.0
hovdz,7.0
'em,40.0
rEmp,0.0
kwAm,0.0
'sfINks,40.0
t}t,0.0
zKl,11.0
zi,22202.0
xlAn,0.0
kMnt,2.0
las,0.0
'S}rt,966.0
'lA,8845.0
'sxak,214.0
stErn,1.0
fl|,45.0
'jum,0.0
'tSI,8.0
'krKn,0.0
jat,0.0
plAt,49.0
kler,12.0
'bEs,27.0
'bez,106.0
grE,77.0
'r),29.0
pEx,0.0
sAk,11414.0
N@r,10671.0
'xlAd,1.0
'sxErdz,0.0
'm*r,13.0
'hort,95.0
'fjOrt,6.0
'tri,1666.0
'bla,1355.0
'zwKns,0.0
'sof,133.0
'brif,3306.0
'nelz,28.0
jAl,0.0
'b|n,9.0
kref,0.0
'tr}t,1754.0
'vIst,46.0
'plAN,227.0
'dil,2471.0
'xrMw,23.0
'velt,122.0
zErp,0.0
'xrKs,387.0
'drat,704.0
kjuw,269.0
'smES,11.0
'vroN,0.0
bif,98.0
fr}k,7.0
'sxImb,0.0
wAls,6.0
'},44.0
'fEnts,0.0
sax,5.0
'pe,4572.0
'hExt,623.0
lAndz,0.0
mErx,69.0
'dul,4774.0
klE,15.0
'dKk,36.0
pl@r,0.0
'kl|rt,71.0
dIg,1.0
'tM,276.0
'kl}t,5.0
'dEnt,7240.0
'tel,2562.0
'SEnt,0.0
kOmzd,3.0
'stIf,0.0
vl}xts,99.0
skMt,8.0
zEst,0.0
plAs,65.0
tIl,12.0
'mA,30276.0
rON,6.0
ot,6.0
xlK,33.0
'b|rs,634.0
zils,0.0
xAz,0.0
'vl}x,3900.0
mAG,473.0
kwArts,1.0
res,30.0
'fild,0.0
bOns,0.0
'xrEz,0.0
'hem,6.0
strIk,353.0
'_IN,18.0
'hywt,114.0
'kwEt,601.0
'prim,42.0
klik,0.0
h}r,0.0
mEG,0.0
'mOnd,41.0
'flIdz,0.0
vlur,2.0
sne,419.0
'Z<,3.0
rIx,881.0
hIn,1.0
'bl)r,0.0
'frIk,22.0
vIx,0.0
vas,1.0
fik,0.0
'stO,15570.0
'dwAr,0.0
'mom,1.0
'slIn,102.0
druft,15.0
drOx,26.0
'pOjn,1.0
'fKdz,0.0
'flup,3.0
hLz,17.0
pAst,371.0
'Gan,1457.0
'tL,4472.0
pAd,0.0
spEld,2.0
'fl}d,0.0
k}m,148.0
'kwA,13.0
'@m,1.0
'stEx,41.0
tjAN,0.0
'trEf,188.0
sxApt,0.0
'kros,0.0
sx}rft,1.0
hKdz,369.0
stadz,3.0
'fL,417.0
l@ms,0.0
'lAjn,70.0
'xAst,3012.0
jOsk,6.0
sxLl,3.0
'G}ld,0.0
'frin,1.0
'smElt,248.0
'kno,572.0
bLx,0.0
'skob,23.0
'pMk,1.0
pip,4.0
bArk,0.0
n@s,4539.0
'flMs,0.0
Mk,0.0
stut,19.0
'hag,2.0
'SIl,0.0
lan,49.0
bLz,2.0
'rans,0.0
'glEt,65.0
'sI,1842.0
'mord,362.0
Sel,0.0
nus,1.0
vur,359.0
blon,0.0
stIN,116.0
fOrst,4.0
sten,847.0
'wort,6082.0
'hLts,12.0
'hAm,954.0
t}s,1568.0
'spik,1.0
'rOx,61.0
'bOrn,7.0
xEr,5.0
rKgz,1.0
xez,19.0
nEk,17.0
vlud,28.0
'kret,479.0
proz,0.0
'wInt,2424.0
'kAns,11704.0
zwEt,0.0
'm}st,14.0
mInt,0.0
'p}ts,1.0
kIk,41.0
'bO,6097.0
tEN,67.0
N@rz,8.0
Oks,0.0
'snup,949.0
sxEnt,0.0
Iks,0.0
lin,3.0
brif,382.0
'GrAm,676.0
jAs,1012.0
'slLp,235.0
bAnts,0.0
'nLt,3.0
'pul,81.0
kOst,24.0
'streg,1.0
'tAm,88.0
'bej,1.0
'miz,0.0
'smor,119.0
tr}s,3.0
'fru,4.0
Grat,103.0
'xAn,9.0
'_u,0.0
wru,4.0
krik,0.0
plEs,1.0
strONk,32.0
'kl|n,0.0
hal,330.0
kurs,12.0
'mAd,0.0
'roms,10.0
'hoz,0.0
xL,0.0
'stIx,432.0
'xes,1033.0
g@l,971.0
dje,22.0
'per,147.0
'slAx,6163.0
'sx}d,0.0
'br}G,12.0
'r}t,0.0
bAs,31.0
ardz,0.0
'hart,351.0
frAs,3.0
'plAx,1.0
'xlud,104.0
'sAN,12.0
'smEl,281.0
'pap,3.0
dK,10.0
'stIG,12.0
'f|rs,1.0
mes,739.0
'fop,4.0
j}t,0.0
'hu,145635.0
'sxrOp,22.0
'sxer,585.0
'knIpt,396.0
vwA,15.0
'zim,34.0
Su,36.0
pre,7225.0
dOmz,6.0
'talt,3855.0
'mMd,0.0
'drKn,1.0
'krOz,0.0
lEgz,1.0
'frIz,244.0
dAns,38.0
bruk,596.0
knI,131.0
'xrIs,0.0
'wik,21.0
'dAmp,50.0
kOrf,60.0
't}m,10.0
rAjt,9.0
'fez,133.0
'mIst,2248.0
'slINks,19.0
zwAr,2.0
NIn,36.0
klas,4.0
'xrIm,29.0
'slEt,1250.0
'd}f,27.0
sxI,67.0
'brLn,606.0
sxrO,7.0
strOnt,12.0
gwIs,0.0
'xrup,3294.0
z@nt,4002.0
hast,5.0
'fOks,300.0
'br}nS,46.0
'jMws,0.0
'O,6101.0
'sxrKf,275.0
'klEp,225.0
pA,7190.0
sEf,44.0
's<,12.0
t@n,1951.0
GOr,69.0
'_i,0.0
'GrOnt,505.0
'slE,0.0
'hINg,0.0
'uj,88.0
z@lt,2.0
'klot,9472.0
SEt,0.0
brIl,1203.0
pKt,13.0
for,183.0
stKl,260.0
'ksit,4.0
'Arx,0.0
bens,4.0
'm),2.0
'ZAn,70.0
'pIp,113.0
'skwAS,43.0
'dr}ps,0.0
'bleg,0.0
k@d,491.0
strAnt,7.0
'zwIl,0.0
GKn,42.0
'rOn,1028.0
nun,0.0
plLm,4.0
mAp,6.0
'wArm,3632.0
'bris,121.0
plANk,121.0
't}rv,0.0
kint,17.0
'kum,64.0
'pu,874.0
'sElf,316.0
fir,1.0
Zo,70.0
'strob,0.0
sOn,657.0
S@z,0.0
dult,0.0
'lLk,303.0
tEts,0.0
kats,0.0
'sxLns,8.0
ZE,2.0
'st}l,0.0
strop,4.0
'xrOv,0.0
sem,7.0
'blKfs,47.0
m}x,0.0
G}n,0.0
'pl}n,184.0
'spruj,15.0
'dAj,1.0
'xoj,3220.0
'krefts,13.0
pEp,1.0
'wOn,4623.0
'mOz,0.0
'brLkt,19.0
Knd,0.0
lIxts,0.0
SEf,202.0
'lOm,144.0
t}z,7.0
GOrs,0.0
'brAk,922.0
'h),1.0
'sk},1.0
's}m,0.0
trApt,12.0
braf,0.0
'hAtS,5.0
'klK,12063.0
'snu,255.0
'sxKt,472.0
'd|r,11874.0
'spKs,69.0
'krOmt,4.0
spel,70.0
rKn,237.0
'flEs,2277.0
v}s,1.0
'dEnd,0.0
'drEN,26.0
mAnts,127.0
'xEms,1.0
'puf,45.0
xlI,7.0
'smM,7.0
'plE,4194.0
'w}l,0.0
'xrEs,0.0
'fiks,1.0
nalt,24.0
'gus,5.0
fIr,50.0
trOx,1.0
'slANs,0.0
kr}lt,0.0
'b|G,0.0
'dLst,0.0
'klov,0.0
tryk,69.0
klIk,0.0
'tornt,6.0
trAks,47.0
'kok,525.0
dAxs,311.0
sLx,1.0
sIns,350.0
'EGd,10.0
'n|,2598.0
'vlAg,0.0
'kr}ks,9.0
'sxIb,0.0
Zi,1265.0
sxOk,8.0
'bryt,149.0
'sxir,46.0
blAf,0.0
l@t,3.0
'jOps,0.0
spAs,1.0
'ments,0.0
'krAxt,4527.0
'tats,0.0
stEnd,207.0
'drAGs,0.0
'strAs,2.0
krOpt,13.0
'jL,140.0
'vlud,4.0
'Aft,7.0
'mEm,47.0
'nIx,36.0
bLlt,0.0
swE,19.0
'G}lt,14.0
'vurs,1.0
)n,0.0
'fiz,12.0
'bly,15.0
kwE,1.0
'nOr,329.0
'start,814.0
'mIks,187.0
'wrek,1.0
'h}l,410.0
'so,1036.0
'pas,114.0
vEks,0.0
z@t,1.0
'blOs,14.0
lAG,0.0
dL,2079.0
sxyr,19.0
'dro,4756.0
nert,0.0
'dr}ks,31.0
'vlKt,269.0
'bKN,0.0
d@n,27.0
'pis,137.0
fOx,13.0
skOr,0.0
'stju,61.0
vEn,780.0
'slKd,1.0
GrEns,38.0
'hat,6741.0
lof,525.0
'knOk,68.0
fIks,36.0
nez,0.0
'xno,4.0
'ser,122.0
'om,4.0
'x|r,1081.0
'Eks,728.0
'p}f,28.0
k@x,10243.0
trun,2.0
'stAt,11933.0
klef,0.0
vlOt,0.0
'Zik,58.0
'sy,1617.0
GrE,458.0
swe,22.0
'xrAs,999.0
vurt,104.0
'gos,11.0
sIks,0.0
'p}nt,3259.0
'mArg,3.0
prON,0.0
'h}ps,5.0
d}kt,5.0
gur,14.0
'zuN,8.0
'daxt,0.0
'dens,0.0
'flINk,1730.0
'f*r,50.0
'Ze,681.0
'zIns,77.0
'xruN,0.0
'bri,583.0
'z}r,2.0
'mOnt,7493.0
lun,75.0
'hop,16722.0
jy,1659.0
'sis,14189.0
'dats,3.0
nars,17.0
'jArt,627.0
'xlor,45.0
blANk,4.0
'fAN,485.0
'pAnd,0.0
'stAnd,206.0
zOl,5.0
wOr,136.0
klOt,0.0
'drON,3982.0
'drOxt,103.0
sxol,744.0
'vorts,5.0
'@t,1068396.0
G@ns,33448.0
'bOl,522.0
'smAl,91.0
zINz,13.0
'sta,13849.0
'rAN,470.0
sxAf,16.0
'sx}l,8708.0
'mAs,1185.0
Spe,0.0
'hIn,654.0
'Ig,0.0
'mAG,151.0
'sxap,327.0
'zExs,19.0
'SIr,0.0
'men,4086.0
'trAnt,61.0
wINs,2.0
'nMt,206.0
'rid,0.0
p@l,8245.0
dwAN,54.0
k},395.0
'bLkt,3.0
trOm,249.0
'Erv,11.0
'k),17.0
'rIpt,0.0
sxLt,39.0
kart,809.0
'tems,0.0
'sur,0.0
'bl}st,42.0
sON,4.0
'plAs,501.0
fOrt,2.0
'post,3.0
kwOd,0.0
'zINk,61.0
Am,3339.0
rInt,1.0
jAxt,224.0
hAlz,0.0
'nON,74.0
let,5.0
nIst,10.0
nOf,0.0
'tra,3179.0
hOndz,64.0
t@lt,197.0
m},6.0
'hOs,496.0
'drAxts,0.0
'dyst,6.0
'p},1022.0
'zwet,62.0
'pOn,158.0
pat,0.0
p@ls,28.0
hON,0.0
'SEt,72.0
'lKnt,0.0
'l}nS,2106.0
zIdz,0.0
'zE,56568.0
'nOn,1076.0
'zAnd,132.0
stju,168.0
'vax,404.0
'rap,432.0
wEp,0.0
'tIl,435.0
'huzd,4.0
ko,32900.0
'x}ts,3.0
'dr}p,59.0
fAlk,2.0
'kAp,1134.0
'SErp,30.0
rOn,275.0
j|xt,1.0
'fom,220.0
'sl}f,0.0
tLn,927.0
jAp,3.0
'smi,26.0
ler,105.0
'trons,4.0
kwek,1.0
plEm,0.0
'dEls,0.0
pOnts,0.0
Ernst,0.0
'drIft,75.0
xrL,0.0
'p|r,3.0
snuk,0.0
vits,1.0
'tS}t,10.0
prat,149.0
'pli,364.0
'Ip,2.0
'plExt,0.0
vAzd,295.0
fAnt,542.0
klo,72.0
'pIls,40.0
hElft,55.0
mIks,0.0
'vInd,79.0
blum,84.0
'jun,7981.0
'xMt,2921.0
'dog,0.0
'stre,849.0
kri,1685.0
'prInt,67.0
'vAzd,430.0
'raj,0.0
'sxEld,19.0
fr@,319.0
sprAN,0.0
plO,5.0
wrON,0.0
'dLts,0.0
'wez,0.0
stAx,0.0
'mut,2629.0
'plan,0.0
'nAp,7.0
'xid,0.0
'Gu,208.0
bes,291.0
'SOg,0.0
j@rt,22.0
vl}xt,116.0
'xL,1.0
hop,999.0
'sut,0.0
'man,3827.0
'vK,15024.0
'lEkt,132.0
drAf,3.0
drAk,0.0
'sEt,807.0
pIs,34.0
'xot,407.0
lONk,0.0
GEs,26.0
'proj,343.0
'ip,13.0
t}rf,0.0
'pEzd,7.0
'xrax,25527.0
'ZEs,16.0
tEst,97.0
ho,6096.0
'ZEm,223.0
'stE,11889.0
t}x,0.0
smE,1.0
m}nt,7.0
'n}r,2.0
'was,40.0
'sxIp,5041.0
'rMwt,0.0
tsu,5.0
mOs,541.0
'kl}n,23.0
Ent,4.0
'strAnd,6.0
'prEz,3.0
kju,47.0
'val,100.0
zef,0.0
'hElt,2608.0
'kLl,131.0
's},2246.0
'y,242540.0
lANst,1.0
Ol,22.0
strKt,3488.0
'sIp,82.0
'tyr,29872.0
'xIn,220.0
ky,3559.0
'lEv,0.0
'lAm,511.0
'|r,1.0
'jAs,2948.0
'sxAn,1113.0
zOt,2.0
'sxept,1.0
Zim,2.0
'vEnt,8700.0
gE,0.0
fKs,0.0
t@t,143.0
'pEn,1100.0
'm@,323465.0
rMw,0.0
'dElvdz,0.0
'p}p,141.0
'dOns,48.0
'teks,0.0
'pel,31.0
'bKn,241.0
'jAr,69.0
'gol,141.0
'skAlp,41.0
'hOmp,12.0
'GIf,686.0
'stan,23670.0
'fEk,591.0
'sne,432.0
'tOn,1349.0
tri,2285.0
'bl}z,5.0
j@x,9.0
'pOts,0.0
'spLt,533.0
'tOb,3.0
'sxromt,0.0
'kir,207.0
krAts,22.0
'lyk,450.0
'ver,6307.0
'lL,3687.0
'blAf,96.0
'bAj,325.0
'bAr,3329.0
fAlt,68.0
'tojt,268.0
boG,0.0
'kOl,325.0
'knAp,3000.0
stOm,1.0
spItst,4.0
tip,2.0
sprK,14.0
'horm,9.0
k@l,19692.0
'wen,16.0
'jist,4.0
sIG,8.0
bArm,128.0
'sk}Nk,14.0
'kOlg,0.0
'_It,0.0
'stry,0.0
'xrAn,40.0
'hof,24.0
'pEg,0.0
'b}r,1432.0
'r|r,384.0
'sAp,355.0
'boG,4.0
p|l,0.0
p}lp,6.0
Is,89.0
'wElts,0.0
dy,2179.0
'ar,9483.0
'lEk,1463.0
zwArt,122.0
'wAts,3.0
'hAft,2.0
xElt,691.0
GlAt,10.0
ver,29.0
krLm,0.0
'bl}ft,13.0
gAr,0.0
vr}x,0.0
stroms,0.0
b@rts,0.0
'rIGdz,0.0
'mes,4665.0
'lArm,1929.0
k),2.0
'bErk,10.0
mErxs,0.0
rims,0.0
@s,61.0
'sfAG,0.0
xANz,0.0
dru,1.0
'skOn,0.0
'sEmpt,0.0
'kni,744.0
'vlAk,2217.0
'mOps,6.0
flIt,0.0
lift,87.0
'hLlt,1.0
'stof,150.0
sxat,57.0
tAnt,82.0
'jOS,1.0
hElt,281.0
brOns,1.0
'mOs,784.0
'hopt,11.0
'xlAns,94.0
swir,0.0
'kK,26265.0
'zOt,169.0
n@nst,0.0
As,1377.0
'griN,1.0
raf,0.0
'kAf,38.0
'bOf,319.0
'f)r,114.0
dins,0.0
'h)r,9.0
'wro,5.0
ge,17.0
'brLt,1076.0
n}z,1.0
xut,1448.0
'laG,5.0
'xrI,203.0
nar,12085.0
'hEt,5.0
'ovd,0.0
'ANs,0.0
'prAx,6961.0
'pr}t,187.0
'Gyr,627.0
'lens,0.0
ZAr,0.0
'lap,0.0
'wM,751.0
'pat,432.0
'spOt,390.0
vAn,63011.0
'pOlk,20.0
'vElz,0.0
frAGd,0.0
Gud,43.0
'mOlmt,2.0
ven,0.0
'bIts,39.0
zit,0.0
'frANk,4578.0
tOxs,0.0
Om,67818.0
'sos,3.0
'tAjm,2.0
'skys,1043.0
'Ept,0.0
brKn,37.0
'ul,0.0
'ed,68.0
'lKts,10.0
sels,0.0
'wElg,0.0
pl}x,0.0
Kk,2.0
'nErf,30.0
'jOmv,2.0
'knOxt,25.0
'bLt,457.0
bEns,0.0
hops,1.0
'dOt,82.0
