TextGrid,Transcription,AlignOnset,AlignOffset,WordCount,NumWords,OnsetPhoneme,OffsetPhoneme,PresegBegin,Duration
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,zoekt,2.97,3.20498866213152,10,15,z,k,0,0.2349886621315198
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,de,3.20498866213152,3.36,11,15,d,@,0,0.15501133786847987
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,vrome,3.36,3.78,12,15,v,@,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,dominee,3.78,4.38,13,15,d,e:,0,0.6000000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,een,4.38,4.51,14,15,e:,n,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF399.TextGrid,loodgieter,4.51,5.36,15,15,l,r,0,0.8500000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,Voor,0.0,0.11,1,13,v,r,0,0.11
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,de,0.2,0.54,2,13,d,@,0,0.34
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,voornaamste,0.54,1.18,3,13,v,@,0,0.6399999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,resultaten,1.18,1.89,4,13,r,@,0,0.71
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,van,1.89,2.06,5,13,v,n,0,0.17000000000000015
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,het,2.06,2.19,6,13,@,t,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,onderzoek,2.19,2.67,7,13,O,k,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,kun,2.78,2.91,8,13,k,n,0,0.13000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,je,2.91,3.07,9,13,j,@,0,0.1599999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,de,3.07,3.21,10,13,d,@,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,bekende,3.21,3.67,11,13,b,@,0,0.45999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,publicatie,3.67,4.45,12,13,p,i,0,0.7800000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF400.TextGrid,raadplegen,4.45,5.22,13,13,r,@,0,0.7699999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,Tijdens,0.0,0.42,1,13,t,s,0,0.42
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,de,0.42,0.56,2,13,d,@,0,0.14000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,reis,0.56,0.94,3,13,r,s,0,0.3799999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,door,0.94,1.13,4,13,d,r,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,de,1.13,1.26,5,13,d,@,0,0.13000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,jungle,1.26,1.82498866213152,6,13,d,l,0,0.5649886621315199
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,zien,1.82498866213152,2.05,7,13,z,n,0,0.22501133786847993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,de,2.05,2.18,8,13,d,@,0,0.13000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,rijke,2.18,2.52,9,13,r,@,0,0.33999999999999986
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,toeristen,2.52,3.09,10,13,t,@,0,0.5699999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,een,3.09,3.24,11,13,e:,n,0,0.15000000000000036
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,groep,3.24,3.53,12,13,x,p,0,0.2899999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF401.TextGrid,apen,3.53,4.02,13,13,a:,@,0,0.48999999999999977
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,Bij,0.0,0.3,1,12,b,Ei,0,0.3
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,het,0.3,0.39,2,12,@,t,0,0.09000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,zien,0.39,0.71,3,12,z,n,0,0.31999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,van,0.71,0.93,4,12,v,n,0,0.22000000000000008
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,het,0.93,1.14,5,12,@,t,0,0.20999999999999985
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,vieze,1.14,1.44,6,12,v,@,0,0.30000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,beest,1.44,1.8,7,12,b,s,0,0.3600000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,raken,1.93,2.42,8,12,r,@,0,0.49
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,de,2.42,2.53,9,12,d,@,0,0.10999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,moeders,2.53,2.96,10,12,m,s,0,0.43000000000000016
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,helemaal,2.96,3.55,11,12,h,l,0,0.5899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF402.TextGrid,overstuur,3.55,4.36,12,12,o:,r,0,0.8100000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,in,0.0,0.2,1,13,I,n,0,0.2
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,de,0.2,0.26,2,13,d,@,0,0.06
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,kleine,0.26,0.7,3,13,k,@,0,0.43999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,zaal,0.7,1.06,4,13,z,l,0,0.3600000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,van,1.06,1.22,5,13,v,n,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,het,1.22,1.38,6,13,@,t,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,hotel,1.38,1.89,7,13,h,l,0,0.51
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,vieren,1.89,2.26,8,13,v,@,0,0.3699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,onze,2.26,2.6,9,13,O,@,0,0.3400000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,aardige,2.6,3.12,10,13,a:,@,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,buren,3.12,3.51,11,13,b,@,0,0.3899999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,hun,3.51,3.7,12,13,h,n,0,0.1900000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF403.TextGrid,verjaardag,3.7,4.33,13,13,v,x,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,Na,0.0,0.28,1,12,n,a:,0,0.28
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,een,0.28,0.4,2,12,e:,n,0,0.12
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,zware,0.4,0.85,3,12,z,@,0,0.44999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,tocht,0.85,1.18,4,12,t,t,0,0.32999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,door,1.18,1.36,5,12,d,r,0,0.18000000000000016
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,de,1.36,1.51,6,12,d,@,0,0.1499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,bergen,1.51,2.05,7,12,b,@,0,0.5399999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,bereiken,2.05,2.54,8,12,b,@,0,0.4900000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,de,2.54,2.69,9,12,d,@,0,0.1499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,wandelaars,2.69,3.25,10,12,w,s,0,0.56
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,de,3.25,3.41,11,12,d,@,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF404.TextGrid,camping,3.41,4.13,12,12,k,N,0,0.7199999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,Mede,0.0,0.44,1,12,m,@,0,0.44
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,dankzij,0.44,0.92,2,12,d,Ei,0,0.48000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,de,0.92,1.09,3,12,d,@,0,0.17000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,uitstekende,1.09,1.84,4,12,ui,@,0,0.75
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,organisatie,1.84,2.82,5,12,O,i,0,0.9799999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,komen,2.87,3.2,6,12,k,@,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,de,3.2,3.26,7,12,d,@,0,0.05999999999999961
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,jonge,3.26,3.67,8,12,j,@,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,bezoekers,3.67,4.23,9,12,b,s,0,0.5600000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,in,4.23,4.38,10,12,I,n,0,0.14999999999999947
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,groten,4.38,4.85,11,12,x,@,0,0.46999999999999975
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF405.TextGrid,getale,4.85,5.47,12,12,x,@,0,0.6200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,Toen,0.0,0.23,1,11,t,n,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,de,0.23,0.33,2,11,d,@,0,0.1
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,gemene,0.33,0.83,3,11,x,@,0,0.49999999999999994
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,dictator,0.83,1.53,4,11,d,r,0,0.7000000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,arriveerde,1.53,2.34,5,11,A,@,0,0.8099999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,schreeuwden,2.34,3.01,6,11,s,@,0,0.6699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,de,3.01,3.24,7,11,d,@,0,0.23000000000000043
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,burgers,3.24,3.63,8,11,b,s,0,0.3899999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,leuzen,3.63,3.95,9,11,l,@,0,0.3200000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,van,3.95,4.14,10,11,v,n,0,0.1899999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF406.TextGrid,protest,4.14,4.95,11,11,p,t,0,0.8100000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,in,0.0,0.22,1,10,I,n,0,0.22
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,de,0.22,0.29,2,10,d,@,0,0.06999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,moderne,0.29,0.91,3,10,m,@,0,0.6200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,drogist,0.91,1.53,4,10,d,t,0,0.62
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,betalen,1.53,2.01,5,10,b,@,0,0.47999999999999976
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,de,2.01,2.11,6,10,d,@,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,meeste,2.11,2.49,7,10,m,@,0,0.38000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,klanten,2.49,2.97,8,10,k,@,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,uitsluitend,2.97,3.6,9,10,ui,n,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF407.TextGrid,elektronisch,3.6,4.57,10,10,e:,s,0,0.9700000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,De,0.0,0.17,1,10,d,@,0,0.17
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,blije,0.17,0.67,2,10,b,@,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,jongeren,0.67,1.19,3,10,j,@,0,0.5199999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,zorgen,1.19,1.57,4,10,z,@,0,0.3800000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,voor,1.57,1.77,5,10,v,r,0,0.19999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,intens,1.77,2.28,6,10,I,s,0,0.5099999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,plezier,2.34,2.89,7,10,p,r,0,0.5500000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,in,2.89,3.08,8,10,I,n,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,hun,3.08,3.29,9,10,h,n,0,0.20999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF408.TextGrid,woonplaats,3.29,4.09,10,10,w,s,0,0.7999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,gingen,0.0,0.55,1,13,x,@,0,0.55
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,bediende,0.72,1.34,2,13,b,@,0,0.6200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,die,1.49,1.75,3,13,d,i,0,0.26
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,open,1.92,2.37,4,13,o:,@,0,0.4500000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,wegliep,2.52,3.07,5,13,w,p,0,0.5499999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,barkeeper,3.27,4.13,6,13,b,r,0,0.8599999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,klant,4.2,4.62,7,13,k,t,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,de,4.79,5.11,8,13,d,@,0,0.3200000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,irritante,5.11,5.99,9,13,I,@,0,0.8799999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,de,6.08,6.39,10,13,d,@,0,0.3099999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,de,6.49,6.78,11,13,d,@,0,0.29000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,toen,6.87,7.18,12,13,t,n,0,0.3099999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF501.TextGrid,deuren,7.36,7.94,13,13,d,@,0,0.5800000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,de,0.0,0.32,1,13,d,@,0,0.32
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,betaalde,0.44,1.17,2,13,b,@,0,0.73
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,lachte,1.31,1.83,3,13,l,@,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,dronkaard,1.95,2.84,4,13,d,t,0,0.8899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,de,2.84,3.09,5,13,d,@,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,viel,3.25,3.67,6,13,v,l,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,manke,3.82,4.34,7,13,m,@,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,toen,4.48,4.83,8,13,t,n,0,0.34999999999999964
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,kruk,4.95,5.36,9,13,k,k,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,die,5.56,5.83,10,13,d,i,0,0.27000000000000046
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,om,5.99,6.28,11,13,O,m,0,0.29000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,barkeeper,6.5,7.2,12,13,b,r,0,0.7000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF502.TextGrid,de,7.43,7.78,13,13,d,@,0,0.35000000000000053
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,was,0.0,0.51,1,10,w,s,0,0.51
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,die,0.62,0.94,2,10,d,i,0,0.31999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,de,1.07,1.39,3,10,d,@,0,0.31999999999999984
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,erg,1.58,1.91,4,10,E,x,0,0.32999999999999985
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,strafte,2.19,2.82,5,10,s,@,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,puber,2.93,3.32,6,10,p,r,0,0.3899999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,onredelijk,3.52,4.31,7,10,O,k,0,0.7899999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,rector,4.43,5.06,8,10,r,r,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,stoere,5.25,5.8,9,10,s,r,0,0.5499999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF503.TextGrid,de,5.99,6.4,10,10,d,@,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,was,0.0,0.46,1,11,w,s,0,0.46
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,die,0.61,0.88,2,11,d,i,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,de,1.06,1.31,3,11,d,@,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,ten,1.44,1.77,4,11,t,n,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,inbreker,1.94,2.59,5,11,I,r,0,0.6499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,pastoor,2.85,3.4,6,11,p,r,0,0.5499999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,gekrenkte,3.4,4.48,7,11,x,@,0,1.0800000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,smeekte,4.64,5.27,8,11,s,@,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,de,5.64,5.9,9,11,d,@,0,0.2600000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,raad,6.12,6.63,10,11,r,t,0,0.5099999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF504.TextGrid,einde,6.73,7.32,11,11,Ei,@,0,0.5899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,uitslag,0.0,0.69,1,12,ui,x,0,0.69
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,assistent,0.79,1.66,2,12,A,t,0,0.8699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,de,1.75,2.03,3,12,d,@,0,0.2799999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,kreeg,2.13,2.51,4,12,k,x,0,0.3799999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,de,2.51,2.64,5,12,d,@,0,0.13000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,behandelde,2.76,3.91,6,12,b,@,0,1.1500000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,week,4.04,4.45,7,12,w,k,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,vorige,4.8,5.39,8,12,v,@,0,0.5899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,tanden,5.51,5.98,9,12,t,@,0,0.47000000000000064
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,die,6.14,6.39,10,12,d,i,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,bruine,6.6,7.13,11,12,b,@,0,0.5300000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF505.TextGrid,de,7.28,7.6,12,12,d,@,0,0.3199999999999994
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,de,0.0,0.43,1,13,d,@,0,0.43
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,die,0.52,0.87,2,13,d,i,0,0.35
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,maandag,1.19,1.85,3,13,m,x,0,0.6600000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,vorige,2.08,2.72,4,13,v,@,0,0.6400000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,behandelde,2.85,3.63,5,13,b,@,0,0.7799999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,de,3.77,4.11,6,13,d,@,0,0.3400000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,zelf,4.25,4.72,7,13,z,f,0,0.46999999999999975
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,medicus,4.97,5.7,8,13,m,s,0,0.7300000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,pokken,5.88,6.36,9,13,p,@,0,0.4800000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,vreemde,6.42,7.06,10,13,v,@,0,0.6399999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,kreeg,7.19,7.74,11,13,k,x,0,0.5499999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,pokken,7.86,8.33,12,13,p,@,0,0.46999999999999975
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF506.TextGrid,de,8.46,8.87,13,13,d,@,0,0.40999999999999837
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF507.TextGrid,gevreesde,0.0,0.92,1,11,x,@,0,0.92
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF507.TextGrid,de,1.07,1.44,2,11,d,@,0,0.3699999999999999
