,Word,IPA,Syllables,Min_Freq_Count,Max_Freq_Count,Mean_Freq_Count,Bigrams,Bigram Occurrence Counts,Zipf,FREQcount,Lg10WF,n_syllables,Min_Syll_Zipf,First_syllable_zipf
481,maand,mˈaːnt,maːnt,4170.0,4170.0,4170.0,"['ma', 'aa', 'an', 'nd']","[957657.0, 2730922.0, 4143386.0, 2576478.0]",4.967862274834529,4095.0,3.612253906096437,1.0,4.852140909916822,4.852140909916822
482,gewonde,ɣəʋˈɔndə,ɣə - ʋɔn - də,5089.0,805074.0,339524.3333333333,"['ge', 'ew', 'wo', 'on', 'nd', 'de']","[3692145.0, 587000.0, 933919.0, 2451854.0, 2576478.0, 2559661.0]",3.853812880656355,314.0,2.496929648073215,3.0,5.36139537606923,7.352677375311273
483,paragnost,pˈaːrɑɣnˌɔst,paː - rɑɣ - nɔst,18.0,39874.0,13422.666666666666,"['pa', 'ar', 'ra', 'ag', 'gn', 'no', 'os', 'st']","[319786.0, 1754491.0, 2220035.0, 400262.0, 43396.0, 847517.0, 588208.0, 2307098.0]",2.5016303625449927,13.0,1.1139433523068367,3.0,2.50568498548777,6.043431195127299
484,vele,vˈeːlə,veː - lə,13261.0,855914.0,434587.5,"['ve', 'el', 'le']","[1767776.0, 4671207.0, 4397946.0]",4.6466490885986405,1954.0,3.2909245593827543,2.0,5.938012777749375,5.938012777749375
485,complicaties,kˌɔmplikˈaːtsis,kɔm - pli - kaːt - sis,2708.0,212836.0,61516.5,"['co', 'om', 'mp', 'pl', 'li', 'ic', 'ca', 'at', 'ti', 'ie', 'es']","[488809.0, 2473734.0, 51276.0, 97171.0, 3369152.0, 911860.0, 177266.0, 996808.0, 1353437.0, 2076673.0, 1784615.0]",3.4793539678338403,132.0,2.12057393120585,4.0,4.623479422522073,5.575469885792934
486,buurman,bˈyrmɑn,byr - mɑn,9192.0,182034.0,95613.0,"['bu', 'uu', 'ur', 'rm', 'ma', 'an']","[200521.0, 78760.0, 346154.0, 1049306.0, 957657.0, 4143386.0]",4.119678459257085,580.0,2.7634279935629373,2.0,4.31612975134009,4.31612975134009
487,zus,zˈɵs,zɵs,1059.0,1059.0,1059.0,"['zu', 'us']","[95553.0, 727825.0]",5.113732735324504,5730.0,3.75815462196739,1.0,5.480317857522714,5.480317857522714
488,psychose,psɪxˈoːsə,psɪx - oː - sə,3728.0,23463.0,16733.0,"['ps', 'sy', 'yc', 'ch', 'ho', 'os', 'se']","[133657.0, 156747.0, 108972.0, 1999086.0, 1237078.0, 588208.0, 763112.0]",3.1478940163650084,61.0,1.7853298350107671,3.0,4.824297434800969,4.824297434800969
489,beter,bˈeːtər,beː - tər,28640.0,106196.0,67418.0,"['be', 'et', 'te', 'er']","[2443609.0, 1684914.0, 3522714.0, 6799370.0]",5.8355092698239055,30199.0,4.479992562107072,2.0,6.620804788684325,6.969028573317883
490,keek,kˈeːk,keːk,3594.0,3594.0,3594.0,"['ke', 'ee', 'ek']","[3143026.0, 944702.0, 762098.0]",4.866717028003142,3244.0,3.5110808455391185,1.0,4.782267712530208,4.782267712530208
491,broer,brˈur,brur,318.0,318.0,318.0,"['br', 'ro', 'oe', 'er']","[191839.0, 1417238.0, 837795.0, 6799370.0]",5.386587474906236,10741.0,4.031044716583705,1.0,5.31211489258772,5.31211489258772
492,grote,ɣrˈoːtə,ɣroː - tə,1162.0,995799.0,498480.5,"['gr', 'ro', 'ot', 'te']","[789301.0, 1417238.0, 1595020.0, 3522714.0]",5.682370486760436,21225.0,4.32684769891599,2.0,5.640113755864592,5.640113755864592
493,takken,tˈɑkən,tɑ - kən,16869.0,374698.0,195783.5,"['ta', 'ak', 'kk', 'ke', 'en']","[892070.0, 762048.0, 65091.0, 3143026.0, 8542439.0]",3.5623282028986045,160.0,2.204119982655925,2.0,4.136487413776116,4.136487413776116
494,vuur,vˈyr,vyr,856.0,856.0,856.0,"['vu', 'uu', 'ur']","[1199264.0, 78760.0, 346154.0]",4.998856288843617,4398.0,3.643255225024772,1.0,5.102166330985106,5.102166330985106
495,gebruikte,ɣəbrˈœyktə,ɣə - brœyk - tə,2161.0,995799.0,601011.3333333334,"['ge', 'eb', 'br', 'ru', 'ui', 'ik', 'kt', 'te']","[3692145.0, 154238.0, 191839.0, 1082518.0, 687028.0, 157922.0, 179298.0, 3522714.0]",4.511748517264099,1432.0,3.1559430179718366,3.0,5.114661181822972,7.352677375311273
496,ervaren,ɛrvˈaːrən,ɛr - vaː - rən,6659.0,237688.0,110881.33333333331,"['er', 'rv', 'va', 'ar', 're', 'en']","[6799370.0, 59129.0, 313419.0, 1754491.0, 1607974.0, 8542439.0]",4.106781430850097,563.0,2.7505083948513462,3.0,6.015891232430791,6.897441631316463
497,agent,aːɣˈɛnt,aː - ɣɛnt,10925.0,1385476.0,698200.5,"['ag', 'ge', 'en', 'nt']","[400262.0, 3692145.0, 8542439.0, 1477178.0]",5.267192485620615,8159.0,3.9116369331294414,2.0,5.268047612504427,6.48158820290774
498,daar,dˈaːr,daːr,137859.0,137859.0,137859.0,"['da', 'aa', 'ar']","[1096946.0, 2730922.0, 1754491.0]",6.39544362518237,109632.0,5.039937336949397,1.0,6.4170865271295074,6.4170865271295074
499,liep,lˈip,lip,4.0,4.0,4.0,"['li', 'ie', 'ep']","[3369152.0, 2076673.0, 189025.0]",4.849935225593153,3121.0,3.4942937686653326,1.0,4.798989374461246,4.798989374461246
500,toerist,tˈurˌɪst,tu - rɪst,1108.0,11027.0,6067.5,"['to', 'oe', 'er', 'ri', 'is', 'st']","[2236591.0, 837795.0, 6799370.0, 1787712.0, 3439538.0, 2307098.0]",3.5910307737743032,171.0,2.2329961103921536,2.0,4.228232317555359,6.026630251418473
501,gered,ɣərˈɛt,ɣə - rɛt,248.0,805074.0,402661.0,"['ge', 'er', 're', 'ed']","[3692145.0, 6799370.0, 1607974.0, 636500.0]",4.9727124214241885,4141.0,3.617105230502378,2.0,5.478009649018944,7.352677375311273
502,makelaars,mˈaːkəlˌaːrs,maː - kə - laːrs,1597.0,671009.0,280123.3333333333,"['ma', 'ak', 'ke', 'el', 'la', 'aa', 'ar', 'rs']","[957657.0, 762048.0, 3143026.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0, 834594.0]",3.095865016360998,54.0,1.7323937598229686,3.0,4.4535312897422985,6.460830700311453
503,nieuwe,nˈiwə,niw - ə,6038.0,2281166.0,1143602.0,"['ni', 'ie', 'eu', 'uw', 'we']","[638298.0, 2076673.0, 135956.0, 98896.0, 1965886.0]",5.61091957267525,18005.0,4.255393125707304,2.0,5.703791984361171,5.703791984361171
504,kopers,kˈoːpərs,koː - pərs,4.0,64130.0,32067.0,"['ko', 'op', 'pe', 'er', 'rs']","[466342.0, 976321.0, 1062538.0, 6799370.0, 834594.0]",3.4694456791735915,129.0,2.110589710299249,2.0,4.956177191760248,6.337160716598022
505,gehaaid,ɣəhˈaːjt,ɣəh - aːjt,5290.0,6638.0,5964.0,"['ge', 'eh', 'ha', 'aa', 'ai', 'id']","[3692145.0, 134898.0, 1299761.0, 2730922.0, 444826.0, 469631.0]",2.8179003247657106,28.0,1.4471580313422192,2.0,2.704052639254604,7.352677375311273
506,lekker,lˈɛkər,lɛ - kər,4157.0,88834.0,46495.5,"['le', 'ek', 'kk', 'ke', 'er']","[4397946.0, 762098.0, 65091.0, 3143026.0, 6799370.0]",5.437461393167233,12076.0,4.08192310435106,2.0,5.477522143235134,5.477522143235134
507,biertje,bˈirtʲə,birtʲ - ə,5.0,2281166.0,1140585.5,"['bi', 'ie', 'er', 'rt', 'tj', 'je']","[743491.0, 2076673.0, 6799370.0, 1154116.0, 104770.0, 913788.0]",4.539341363923176,1526.0,3.183554533618861,2.0,4.874412157708617,4.874412157708617
508,gemaakt,ɣəmˈaːkt,ɣə - maːkt,18228.0,805074.0,411651.0,"['ge', 'em', 'ma', 'aa', 'ak', 'kt']","[3692145.0, 924741.0, 957657.0, 2730922.0, 762048.0, 179298.0]",5.439935603653299,12145.0,4.08439751914115,2.0,5.851265056225062,7.352677375311273
509,gerst,ɣˈɛrst,ɣɛrst,2.0,2.0,2.0,"['ge', 'er', 'rs', 'st']","[3692145.0, 6799370.0, 834594.0, 2307098.0]",2.717230162884348,22.0,1.3424226808222062,1.0,2.658295148693929,2.6582951486939286
510,eigenaar,ˈɛɪɣənˌaːr,ɛɪ - ɣə - naːr,4481.0,805074.0,272228.6666666667,"['ei', 'ig', 'ge', 'en', 'na', 'aa', 'ar']","[2483878.0, 960409.0, 3692145.0, 8542439.0, 523332.0, 2730922.0, 1754491.0]",4.5225241226570105,1468.0,3.166726055580052,3.0,5.878596988457877,5.878596988457877
511,eerste,ˈɪːrstə,ɪːr - stə,1409.0,247036.0,124222.5,"['ee', 'er', 'rs', 'st', 'te']","[944702.0, 6799370.0, 834594.0, 2307098.0, 3522714.0]",5.669769925495477,20618.0,4.314246535288421,2.0,5.888829217505453,5.888829217505453
512,ontving,ɔntvˈɪŋ,ɔnt - vɪŋ,7679.0,170331.0,89005.0,"['on', 'nt', 'tv', 'vi', 'in', 'ng']","[2451854.0, 1477178.0, 32599.0, 226005.0, 2264626.0, 2927082.0]",3.5833890314804284,168.0,2.225309281725863,2.0,5.034466412603795,6.062767753056736
513,knipoogde,knˈipoːɣdə,kni - poːɣ - də,42.0,208410.0,69900.66666666667,"['kn', 'ni', 'ip', 'po', 'oo', 'og', 'gd', 'de']","[81592.0, 638298.0, 54132.0, 490468.0, 3901750.0, 285914.0, 109191.0, 2559661.0]",2.832623581586417,29.0,1.462397997898956,3.0,4.42586325446715,4.42586325446715
514,heerlijke,hˈɪːrləkə,hɪːr - lə - kə,9933.0,855914.0,512285.3333333333,"['he', 'ee', 'er', 'rl', 'li', 'ij', 'jk', 'ke']","[822995.0, 944702.0, 6799370.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",4.256960648262867,796.0,2.900913067737669,3.0,5.377841258236063,5.377841258236063
515,jam,jˈɑm,jɑm,96.0,96.0,96.0,"['ja', 'am']","[1312625.0, 930317.0]",3.6998946005518656,220.0,2.342422680822206,1.0,4.902709726209026,4.902709726209026
516,verse,vərsˈeː,vər - seː,9791.0,61458.0,35624.5,"['ve', 'er', 'rs', 'se']","[1767776.0, 6799370.0, 834594.0, 763112.0]",4.049229275790402,493.0,2.69284691927723,2.0,6.1835223739133,7.111107990339974
517,bramen,brˈaːmən,braː - mən,2788.0,213456.0,108122.0,"['br', 'ra', 'am', 'me', 'en']","[191839.0, 2220035.0, 930317.0, 1659354.0, 8542439.0]",2.6979250076889607,21.0,1.3222192947339193,2.0,4.878306328447985,4.878306328447985
518,maakt,mˈaːkt,maːkt,18228.0,18228.0,18228.0,"['ma', 'aa', 'ak', 'kt']","[957657.0, 2730922.0, 762048.0, 179298.0]",5.731257361621979,23754.0,4.375736752135849,1.0,5.851265056225062,5.851265056225062
519,verhuizen,vərhˈœyzən,vərh - œy - zən,23721.0,552184.0,213540.66666666663,"['ve', 'er', 'rh', 'hu', 'ui', 'iz', 'ze', 'en']","[1767776.0, 6799370.0, 571432.0, 187605.0, 687028.0, 102177.0, 1671440.0, 8542439.0]",4.446113034695161,1231.0,3.090258052931316,3.0,5.0901947481854215,7.111107990339974
520,jonge,jˈɔŋə,jɔŋ - ə,46187.0,2281166.0,1163676.5,"['jo', 'on', 'ng', 'ge']","[866375.0, 2451854.0, 2927082.0, 3692145.0]",4.889655401051817,3420.0,3.534026106056135,2.0,5.895531599698203,5.895531599698203
521,dief,dˈif,dif,869.0,869.0,869.0,"['di', 'ie', 'ef']","[1050254.0, 2076673.0, 169410.0]",4.473105018556839,1310.0,3.1172712956557644,1.0,4.624175965545327,4.624175965545327
522,vluchtte,vlˈɵxtə,vlɵx - tə,681.0,995799.0,498240.0,"['vl', 'lu', 'uc', 'ch', 'ht', 'tt', 'te']","[105784.0, 273011.0, 94927.0, 1999086.0, 373636.0, 519286.0, 3522714.0]",3.823849657278912,293.0,2.4668676203541096,2.0,4.8915733600910665,4.8915733600910665
523,paspoort,pˈɑspɔːrt,pɑ - spɔːrt,1321.0,34269.0,17795.0,"['pa', 'as', 'sp', 'po', 'oo', 'or', 'rt']","[319786.0, 504791.0, 1518373.0, 490468.0, 3901750.0, 2597583.0, 1154116.0]",4.262375861588825,806.0,2.906335041805091,2.0,4.58505666981159,5.644934203059377
524,gestolen,ɣəstˈoːlən,ɣə - stoː - lən,16205.0,805074.0,368900.3333333333,"['ge', 'es', 'st', 'to', 'ol', 'le', 'en']","[3692145.0, 1784615.0, 2307098.0, 2236591.0, 2233880.0, 4397946.0, 8542439.0]",4.982868183459488,4239.0,3.627263416568221,3.0,5.2511706906040345,7.352677375311273
525,verkoper,vərkˈoːpər,vər - koː - pər,22550.0,64130.0,49379.333333333336,"['ve', 'er', 'rk', 'ko', 'op', 'pe', 'er']","[1767776.0, 6799370.0, 2174749.0, 466342.0, 976321.0, 1062538.0, 6799370.0]",3.975638381840512,416.0,2.6190933306267428,3.0,5.937691672757369,7.111107990339974
526,moderne,mˈoːdɛrnə,moː - dɛr - nə,22235.0,78844.0,47009.0,"['mo', 'od', 'de', 'er', 'rn', 'ne']","[1055897.0, 193327.0, 2559661.0, 6799370.0, 503424.0, 1475977.0]",4.169083315434946,650.0,2.812913356642856,3.0,6.091691579491533,6.091691579491533
527,telefoon,tˌeːləfˈoːn,teː - lə - foːn,11856.0,855914.0,297112.3333333333,"['te', 'el', 'le', 'ef', 'fo', 'oo', 'on']","[3522714.0, 4671207.0, 4397946.0, 169410.0, 116642.0, 3901750.0, 2451854.0]",5.192016325757426,6862.0,3.8364507137201542,3.0,5.309501348804864,7.13697011084484
528,aanprees,ˈaːnprˌeːs,aːn - preːs,31.0,1756.0,893.5,"['aa', 'an', 'np', 'pr', 're', 'ee', 'es']","[2730922.0, 4143386.0, 16967.0, 242781.0, 1607974.0, 944702.0, 1784615.0]",1.6565323225307358,1.0,0.0,2.0,2.6419047325057594,6.646758311755246
529,verdiende,vərdˈində,vər - din - də,2655.0,208410.0,90841.0,"['ve', 'er', 'rd', 'di', 'ie', 'en', 'nd', 'de']","[1767776.0, 6799370.0, 823655.0, 1050254.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0]",4.3281679191328655,938.0,2.9722028383790646,3.0,5.137182156835089,7.111107990339974
530,orthopeed,ˌɔrtoːpˈeːt,ɔr - toː - peːt,137.0,185659.0,95954.66666666669,"['or', 'rt', 'th', 'ho', 'op', 'pe', 'ee', 'ed']","[2597583.0, 1154116.0, 446916.0, 1237078.0, 976321.0, 1062538.0, 944702.0, 636500.0]",2.0544723312027733,4.0,0.6020599913279624,3.0,2.181173893974266,5.45006374700653
531,blessure,blɛsˈyrə,blɛ - sy - rə,381.0,428756.0,146646.0,"['bl', 'le', 'es', 'ss', 'su', 'ur', 're']","[152155.0, 4397946.0, 1784615.0, 1070262.0, 38749.0, 346154.0, 1607974.0]",3.111377182539246,56.0,1.7481880270062005,3.0,3.773474048013072,3.7734740480130724
532,behandelt,bəhˈɑndəlt,bəh - ɑn - dəlt,863.0,1517022.0,507217.3333333333,"['be', 'eh', 'ha', 'an', 'nd', 'de', 'el', 'lt']","[2443609.0, 134898.0, 1299761.0, 4143386.0, 2576478.0, 2559661.0, 4671207.0, 1858662.0]",4.131476657996124,596.0,2.7752462597402365,3.0,4.340540535607969,6.969028573317883
533,weinig,ʋˈɛɪnəx,ʋɛɪ - nəx,10985.0,114157.0,62571.0,"['we', 'ei', 'in', 'ni', 'ig']","[1965886.0, 2483878.0, 2264626.0, 638298.0, 960409.0]",5.039539364353274,4830.0,3.683947130751512,2.0,5.1648001810988005,5.1648001810988005
534,benul,bənˈɵl,bə - nɵl,32.0,21023.0,10527.5,"['be', 'en', 'nu', 'ul']","[2443609.0, 8542439.0, 53323.0, 1284792.0]",3.466092037166004,128.0,2.1072099696478683,2.0,4.307918431445828,6.969028573317883
535,secretaresse,sˈɛkrətˌaːrɛsə,sɛ - krə - taː - rɛ - sə,1543.0,112511.0,41179.0,"['se', 'ec', 'cr', 're', 'et', 'ta', 'ar', 're', 'es', 'ss', 'se']","[763112.0, 411920.0, 70853.0, 1607974.0, 1684914.0, 892070.0, 1754491.0, 1607974.0, 1784615.0, 1070262.0, 763112.0]",4.135819639006906,602.0,2.7795964912578244,5.0,4.813181023400983,6.1835223739133
536,geeft,ɣˈeːft,ɣeːft,1300.0,1300.0,1300.0,"['ge', 'ee', 'ef', 'ft']","[3692145.0, 944702.0, 169410.0, 179822.0]",5.516030880718512,14471.0,4.160498543522346,1.0,5.427945942748313,5.427945942748313
537,advocaat,ˌɑdvoːkˈaːt,ɑd - voː - kaːt,4019.0,21981.0,13811.333333333334,"['ad', 'dv', 'vo', 'oc', 'ca', 'aa', 'at']","[474501.0, 10646.0, 2123358.0, 270017.0, 177266.0, 2730922.0, 996808.0]",5.008714840642098,4499.0,3.653115993165567,3.0,4.915351206537652,5.317083585132329
538,mannelijke,mˈɑnələkə,mɑ - nə - lə - kə,39948.0,855914.0,403316.0,"['ma', 'an', 'nn', 'ne', 'el', 'li', 'ij', 'jk', 'ke']","[957657.0, 4143386.0, 746302.0, 1475977.0, 4671207.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",3.9465669338932536,389.0,2.589949601325708,4.0,5.889745859628795,6.285190340522141
539,beambte,bəˈɑmbtə,bə - ɑmb - tə,136.0,995799.0,338986.0,"['be', 'ea', 'am', 'mb', 'bt', 'te']","[2443609.0, 262246.0, 930317.0, 224723.0, 930.0, 3522714.0]",2.846864020701027,30.0,1.4771212547196624,3.0,3.9843274133279656,6.969028573317883
540,brief,brˈif,brif,635.0,635.0,635.0,"['br', 'ri', 'ie', 'ef']","[191839.0, 1787712.0, 2076673.0, 169410.0]",4.8647048491978575,3229.0,3.5090680450171616,1.0,4.953332546637864,4.9533325466378635
541,wijze,ʋˈɛɪzə,ʋɛɪ - zə,114157.0,243958.0,179057.5,"['wi', 'ij', 'jz', 'ze']","[658045.0, 1639122.0, 176535.0, 1671440.0]",4.397683921382521,1101.0,3.041787318971752,2.0,5.988686372419194,5.988686372419194
542,oude,ˈʌʊdə,ʌʊ - də,24454.0,208410.0,116432.0,"['ou', 'ud', 'de']","[846499.0, 671255.0, 2559661.0]",5.433015578364417,11953.0,4.077476919504342,2.0,5.682689587639079,5.682689587639079
543,ieders,ˈidərs,i - dərs,57273.0,3606231.0,1831752.0,"['ie', 'ed', 'de', 'er', 'rs']","[2076673.0, 636500.0, 2559661.0, 6799370.0, 834594.0]",3.735713568578361,239.0,2.378397900948137,2.0,5.990733608609534,6.287606565454897
544,dromen,drˈoːmən,droː - mən,4040.0,213456.0,108748.0,"['dr', 'ro', 'om', 'me', 'en']","[486140.0, 1417238.0, 2473734.0, 1659354.0, 8542439.0]",4.887619443115558,3404.0,3.53198955141255,2.0,5.033586108526801,5.033586108526801
545,uitlegt,ˈœytlˌɛxt,œyt - lɛxt,3022.0,235788.0,119405.0,"['ui', 'it', 'tl', 'le', 'eg', 'gt']","[687028.0, 333345.0, 314550.0, 4397946.0, 1125580.0, 21874.0]",3.253129418157196,78.0,1.8920946026904804,2.0,4.323493822909077,6.570572327733233
546,komt,kˈɔmt,kɔmt,1.0,1.0,1.0,"['ko', 'om', 'mt']","[466342.0, 2473734.0, 6305.0]",6.120760976468484,58244.0,4.765251193198431,1.0,6.047723765623145,6.047723765623145
547,aardige,ˈaːrdəɣə,aːr - də - ɣə,208410.0,1273103.0,762195.6666666666,"['aa', 'ar', 'rd', 'di', 'ig', 'ge']","[2730922.0, 1754491.0, 823655.0, 1050254.0, 960409.0, 3692145.0]",4.558535213881465,1595.0,3.2027606873932,3.0,5.470688525564871,5.470688525564871
548,docent,doːsˈɛnt,doː - sɛnt,5911.0,8000.0,6955.5,"['do', 'oc', 'ce', 'en', 'nt']","[394555.0, 270017.0, 173200.0, 8542439.0, 1477178.0]",3.531593585922436,149.0,2.173186268412274,2.0,4.969185054441535,5.78614354056502
549,onderwijst,ˈɔndərʋˌɛɪst,ɔn - dər - ʋɛɪst,894.0,320570.0,123916.66666666669,"['on', 'nd', 'de', 'er', 'rw', 'wi', 'ij', 'js', 'st']","[2451854.0, 2576478.0, 2559661.0, 6799370.0, 34493.0, 658045.0, 1639122.0, 471745.0, 2307098.0]",2.6979250076889607,21.0,1.3222192947339193,3.0,4.437784749849834,6.500291525058517
550,groene,ɣrˈunə,ɣru - nə,1131.0,39948.0,20539.5,"['gr', 'ro', 'oe', 'en', 'ne']","[789301.0, 1417238.0, 837795.0, 8542439.0, 1475977.0]",4.4572494008131205,1263.0,3.101403350555331,2.0,4.839715241254677,4.839715241254677
551,zijden,zˈɛɪdən,zɛɪ - dən,2266.0,7143.0,4704.5,"['zi', 'ij', 'jd', 'de', 'en']","[123482.0, 1639122.0, 163477.0, 2559661.0, 8542439.0]",3.7603360434866926,253.0,2.403120521175818,2.0,5.882828211300014,5.882828211300014
552,pyjama,pijˈaːmaː,pi - jaː - maː,3110.0,167764.0,67755.33333333333,"['py', 'yj', 'ja', 'am', 'ma']","[9224.0, 10.0, 1312625.0, 930317.0, 957657.0]",3.7671220328299846,257.0,2.4099331233312946,3.0,4.56299066240129,4.56299066240129
553,kast,kˈɑst,kɑst,3825.0,3825.0,3825.0,"['ka', 'as', 'st']","[424843.0, 504791.0, 2307098.0]",4.474428079692531,1314.0,3.118595365223762,1.0,4.780935705546844,4.780935705546844
554,ligt,lˈɪxt,lɪxt,3521.0,3521.0,3521.0,"['li', 'ig', 'gt']","[3369152.0, 960409.0, 21874.0]",5.439219890765703,12125.0,4.083681747274301,1.0,5.314712802344483,5.314712802344483
555,mag,mˈɑx,mɑx,4030.0,4030.0,4030.0,"['ma', 'ag']","[957657.0, 400262.0]",6.020839369112345,46273.0,4.665327656863418,1.0,5.917685484532743,5.9176854845327425
556,je,jˈə,jə,145604.0,145604.0,145604.0,['je'],[913788.0],7.559863547381498,1600888.0,6.20436094923134,1.0,7.476362363588343,7.476362363588343
557,lenen,lˈeːnən,leː - nən,46433.0,257062.0,151747.5,"['le', 'en', 'ne', 'en']","[4397946.0, 8542439.0, 1475977.0, 8542439.0]",4.544711816449061,1545.0,3.1889284837608534,2.0,6.638771548398786,6.784255687098286
558,nichtje,nˈɪxtʲə,nɪxtʲ - ə,3.0,2281166.0,1140584.5,"['ni', 'ic', 'ch', 'ht', 'tj', 'je']","[638298.0, 911860.0, 1999086.0, 373636.0, 104770.0, 913788.0]",4.039449457618266,482.0,2.6830470382388496,2.0,4.428328508855393,4.428328508855393
559,jaloers,jaːlˈurs,jaː - lurs,1903.0,3110.0,2506.5,"['ja', 'al', 'lo', 'oe', 'er', 'rs']","[1312625.0, 2558689.0, 1188135.0, 837795.0, 6799370.0, 834594.0]",4.628966599488101,1876.0,3.273232834043045,2.0,4.512263612178826,6.505193268734429
560,dit,dˈɪt,dɪt,208267.0,208267.0,208267.0,"['di', 'it']","[1050254.0, 333345.0]",6.6704581344442015,206516.0,5.314953704624502,1.0,6.544252862487204,6.544252862487204
561,mooie,mˈoːjə,moː - jə,78844.0,145604.0,112224.0,"['mo', 'oo', 'oi', 'ie']","[1055897.0, 3901750.0, 1683244.0, 2076673.0]",5.405030449144473,11207.0,4.049489371933556,2.0,5.84304965328724,5.84304965328724
562,potlood,pɔtlˈoːt,pɔt - loːt,579.0,11494.0,6036.5,"['po', 'ot', 'tl', 'lo', 'oo', 'od']","[490468.0, 1595020.0, 314550.0, 1188135.0, 3901750.0, 193327.0]",3.733900227814893,238.0,2.376576957056512,2.0,4.2819272460640825,5.152037111344605
563,ook,ˈoːk,oːk,1.0,1.0,1.0,"['oo', 'ok']","[3901750.0, 155024.0]",6.437518926093102,120785.0,5.082013003641762,1.0,6.309142101136184,6.3091421011361835
564,alleen,ɑlˈeːn,ɑ - leːn,626.0,632746.0,316686.0,"['al', 'll', 'le', 'ee', 'en']","[2558689.0, 2754440.0, 4397946.0, 944702.0, 8542439.0]",6.163375458870087,64249.0,4.80786637250354,2.0,6.043795500037662,6.825642026279564
565,wilde,ʋˈɪldə,ʋɪl - də,37992.0,208410.0,123201.0,"['wi', 'il', 'ld', 'de']","[658045.0, 2591190.0, 840998.0, 2559661.0]",5.8546255602709785,31558.0,4.499109471835013,2.0,6.625612535426636,6.625612535426636
566,honden,hˈɔndən,hɔn - dən,7143.0,14952.0,11047.5,"['ho', 'on', 'nd', 'de', 'en']","[1237078.0, 2451854.0, 2576478.0, 2559661.0, 8542439.0]",4.706912078792193,2245.0,3.351216345339342,2.0,5.376643034222873,5.376643034222873
567,mogen,mˈoːɣən,moː - ɣən,78844.0,444799.0,261821.5,"['mo', 'og', 'ge', 'en']","[1055897.0, 285914.0, 3692145.0, 8542439.0]",5.299145209618883,8782.0,3.943593432768369,2.0,6.091691579491533,6.091691579491533
568,pitbulls,pˈɪtbɵls,pɪt - bɵls,5.0,15.0,10.0,"['pi', 'it', 'tb', 'bu', 'ul', 'll', 'ls']","[1566256.0, 333345.0, 118193.0, 200521.0, 1284792.0, 2754440.0, 114609.0]",2.531593585922436,14.0,1.146128035678238,2.0,3.156350310249234,4.325228921029639
569,echte,ˈɛxtə,ɛx - tə,338048.0,995799.0,666923.5,"['ec', 'ch', 'ht', 'te']","[411920.0, 1999086.0, 373636.0, 3522714.0]",5.3527576166868585,9936.0,3.997211582832505,2.0,5.2673359134491005,5.2673359134491005
570,taaie,tˈaːjə,taː - jə,63157.0,145604.0,104380.5,"['ta', 'aa', 'ai', 'ie']","[892070.0, 2730922.0, 444826.0, 2076673.0]",3.5910307737743032,171.0,2.2329961103921536,2.0,4.026271933988523,4.026271933988523
571,doorzet,dˈɔːrzɛt,dɔːr - zɛt,204.0,325.0,264.5,"['do', 'oo', 'or', 'rz', 'ze', 'et']","[394555.0, 3901750.0, 2597583.0, 85749.0, 1671440.0, 1684914.0]",2.89957037121703,34.0,1.5314789170422551,2.0,5.809142518855159,6.181072546770855
572,plekje,plˈɛkjə,plɛk - jə,9743.0,145604.0,77673.5,"['pl', 'le', 'ek', 'kj', 'je']","[97171.0, 4397946.0, 762098.0, 192716.0, 913788.0]",4.207982320503611,711.0,2.851869600729766,2.0,5.234423117830277,5.234423117830277
573,rij,rˈɛɪ,rɛɪ,240675.0,240675.0,240675.0,"['ri', 'ij']","[1787712.0, 1639122.0]",4.924993281215538,3710.0,3.569373909615046,1.0,5.681974298614017,5.681974298614017
574,hondje,hˈɔntjə,hɔnt - jə,7963.0,145604.0,76783.5,"['ho', 'on', 'nd', 'dj', 'je']","[1237078.0, 2451854.0, 2576478.0, 16143.0, 913788.0]",4.030363467604566,472.0,2.673941998634088,2.0,5.165751209561151,5.165751209561151
575,dikke,dˈɪkə,dɪ - kə,3237.0,671009.0,337123.0,"['di', 'ik', 'kk', 'ke']","[1050254.0, 157922.0, 65091.0, 3143026.0]",4.639029691728448,1920.0,3.2833012287035497,2.0,4.909437470473953,4.909437470473953
576,duiven,dˈœyvən,dœy - vən,3229.0,278838.0,141033.5,"['du', 'ui', 'iv', 've', 'en']","[161799.0, 687028.0, 94073.0, 1767776.0, 8542439.0]",3.744668411231287,244.0,2.3873898263387296,2.0,5.523662372006189,5.523662372006189
577,opjaagt,ˈɔpjaːxt,ɔp - jaːxt,758.0,520318.0,260538.0,"['op', 'pj', 'ja', 'aa', 'ag', 'gt']","[976321.0, 22580.0, 1312625.0, 2730922.0, 400262.0, 21874.0]",2.5859512482450286,16.0,1.2041199826559248,2.0,3.972006176116999,6.902698731272839
578,wild,ʋˈɪlt,ʋɪlt,3.0,3.0,3.0,"['wi', 'il', 'ld']","[658045.0, 2591190.0, 840998.0]",4.401607114112793,1111.0,3.045714058940868,1.0,4.621908104089505,4.621908104089505
