Word,IPA,Syllables,Min_Freq_Count,Max_Freq_Count,Mean_Freq_Count,Bigrams,Bigram Occurrence Counts,Zipf,FREQcount,Lg10WF
kidnapper,kˈɪdnɑpər,kɪd - nɑ - pər,425.0,22550.0,8512.666666666666,"['ki', 'id', 'dn', 'na', 'ap', 'pp', 'pe', 'er']","[312362.0, 469631.0, 7737.0, 523332.0, 270616.0, 297911.0, 1062538.0, 6799370.0]",3.0456984068952684,48.0,1.6812412373755872
bange,bˈɑŋə,bɑŋ - ə,3160.0,2281166.0,1142163.0,"['ba', 'an', 'ng', 'ge']","[584273.0, 4143386.0, 2927082.0, 3692145.0]",3.572986271080661,164.0,2.214843848047698
directrice,dˌirɛktrˈisə,di - rɛk - tri - sə,5893.0,441857.0,120041.25,"['di', 'ir', 're', 'ec', 'ct', 'tr', 'ri', 'ic', 'ce']","[1050254.0, 2884214.0, 1607974.0, 411920.0, 116688.0, 1199332.0, 1787712.0, 911860.0, 173200.0]",3.364102498628672,101.0,2.0043213737826426
ontglipt,ɔntɣlˈɪpt,ɔnt - ɣlɪpt,136.0,170331.0,85233.5,"['on', 'nt', 'tg', 'gl', 'li', 'ip', 'pt']","[2451854.0, 1477178.0, 33865.0, 403015.0, 3369152.0, 54132.0, 51860.0]",3.027600184802472,46.0,1.662757831681574
kraag,krˈaːx,kraːx,1.0,1.0,1.0,"['kr', 'ra', 'aa', 'ag']","[88851.0, 2220035.0, 2730922.0, 400262.0]",3.554159413821177,157.0,2.1958996524092336
bazin,bˈaːzɪn,baː - zɪn,14414.0,20582.0,17498.0,"['ba', 'az', 'zi', 'in']","[584273.0, 35320.0, 123482.0, 2264626.0]",3.181577129567581,66.0,1.8195439355418688
bang,bˈɑŋ,bɑŋ,3160.0,3160.0,3160.0,"['ba', 'an', 'ng']","[584273.0, 4143386.0, 2927082.0]",5.675003965923249,20868.0,4.319480828050337
starre,stˈɑɾrə,stɑɾ - rə,72.0,428756.0,214414.0,"['st', 'ta', 'ar', 'rr', 're']","[2307098.0, 892070.0, 1754491.0, 200692.0, 1607974.0]",2.3097448363060797,8.0,0.9030899869919435
diplomaat,dˌɪploːmˈaːt,dɪ - ploː - maːt,3237.0,6121.0,4442.666666666667,"['di', 'ip', 'pl', 'lo', 'om', 'ma', 'aa', 'at']","[1050254.0, 54132.0, 97171.0, 1188135.0, 2473734.0, 957657.0, 2730922.0, 996808.0]",3.4558728719843175,125.0,2.0969100130080562
rent,rˈɛnt,rɛnt,1319.0,1319.0,1319.0,"['re', 'en', 'nt']","[1607974.0, 8542439.0, 1477178.0]",4.044811185990374,488.0,2.6884198220027105
deur,dˈøːr,døːr,25.0,25.0,25.0,"['de', 'eu', 'ur']","[2559661.0, 135956.0, 346154.0]",5.389849985313603,10822.0,4.034307529596563
opzichter,ˈɔpzˌɪxtər,ɔp - zɪx - tər,21113.0,520318.0,190023.66666666663,"['op', 'pz', 'zi', 'ic', 'ch', 'ht', 'te', 'er']","[976321.0, 3356.0, 123482.0, 911860.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",3.4593060478227113,126.0,2.100370545117563
nuchtere,nˈɵxtərə,nɵx - tə - rə,89.0,995799.0,474881.3333333333,"['nu', 'uc', 'ch', 'ht', 'te', 'er', 're']","[53323.0, 94927.0, 1999086.0, 373636.0, 3522714.0, 6799370.0, 1607974.0]",3.018260158548329,45.0,1.6532125137753437
boswachter,bˈɔsʋɑxtər,bɔs - ʋɑx - tər,5.0,66355.0,31666.666666666668,"['bo', 'os', 'sw', 'wa', 'ac', 'ch', 'ht', 'te', 'er']","[1606593.0, 588208.0, 39239.0, 409327.0, 404620.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",3.1408321618775217,60.0,1.7781512503836436
uitbuit,ˈœytbˌœyt,œyt - bœyt,34.0,235788.0,117911.0,"['ui', 'it', 'tb', 'bu', 'ui', 'it']","[687028.0, 333345.0, 118193.0, 200521.0, 687028.0, 333345.0]",2.5016303625449927,13.0,1.1139433523068367
onaardige,ɔnˈaːrdəɣə,ɔ - naːr - də - ɣə,5263.0,805074.0,256469.5,"['on', 'na', 'aa', 'ar', 'rd', 'di', 'ig', 'ge']","[2451854.0, 523332.0, 2730922.0, 1754491.0, 823655.0, 1050254.0, 960409.0, 3692145.0]",2.4346835729143796,11.0,1.041392685158225
man,mˈɑn,mɑn,182034.0,182034.0,182034.0,"['ma', 'an']","[957657.0, 4143386.0]",6.1435928858372275,61388.0,4.7880834844454085
werknemer,ʋˈɛrknˌeːmər,ʋɛrk - neː - mər,7622.0,52348.0,30645.666666666668,"['we', 'er', 'rk', 'kn', 'ne', 'em', 'me', 'er']","[1965886.0, 6799370.0, 2174749.0, 81592.0, 1475977.0, 924741.0, 1659354.0, 6799370.0]",3.7964114089319723,275.0,2.439332693830263
strenge,strˈɛŋə,strɛŋ - ə,295.0,2281166.0,1140730.5,"['st', 'tr', 're', 'en', 'ng', 'ge']","[2307098.0, 1199332.0, 1607974.0, 8542439.0, 2927082.0, 3692145.0]",3.5228196616149305,146.0,2.164352855784437
gehoorzaamt,ɣəhˈɔːrzaːmt,ɣəh - ɔːr - zaːmt,153.0,152724.0,53171.66666666666,"['ge', 'eh', 'ho', 'oo', 'or', 'rz', 'za', 'aa', 'am', 'mt']","[3692145.0, 134898.0, 1237078.0, 3901750.0, 2597583.0, 85749.0, 308657.0, 2730922.0, 930317.0, 6305.0]",3.3929288248073783,108.0,2.03342375548695
baan,bˈaːn,baːn,1739.0,1739.0,1739.0,"['ba', 'aa', 'an']","[584273.0, 2730922.0, 4143386.0]",5.196235561478561,6929.0,3.840670561333409
kwijt,kʋˈɛɪt,kʋɛɪt,7087.0,7087.0,7087.0,"['kw', 'wi', 'ij', 'jt']","[131960.0, 658045.0, 1639122.0, 3702.0]",5.160731241070181,6385.0,3.805160901599434
raken,rˈaːkən,raː - kən,31934.0,374698.0,203316.0,"['ra', 'ak', 'ke', 'en']","[2220035.0, 762048.0, 3143026.0, 8542439.0]",4.897206350151043,3480.0,3.5415792439465807
fans,fˈɑns,fɑns,32.0,32.0,32.0,"['fa', 'an', 'ns']","[29619.0, 4143386.0, 612425.0]",4.032195936491621,474.0,2.6757783416740852
gespannen,ɣəspˈɑnən,ɣə - spɑ - nən,2922.0,805074.0,355019.3333333333,"['ge', 'es', 'sp', 'pa', 'an', 'nn', 'ne', 'en']","[3692145.0, 1784615.0, 1518373.0, 319786.0, 4143386.0, 746302.0, 1475977.0, 8542439.0]",4.2475969295572344,779.0,2.8915374576725643
bowlers,bˈɔʋlərs,bɔʋ - lərs,7.0,560.0,283.5,"['bo', 'ow', 'wl', 'le', 'er', 'rs']","[1606593.0, 48010.0, 16018.0, 4397946.0, 6799370.0, 834594.0]",1.6565323225307358,1.0,0.0
aanmoedigen,ˈaːnmˌudəɣən,aːn - mu - də - ɣən,1756.0,444799.0,195841.5,"['aa', 'an', 'nm', 'mo', 'oe', 'ed', 'di', 'ig', 'ge', 'en']","[2730922.0, 4143386.0, 16848.0, 1055897.0, 837795.0, 636500.0, 1050254.0, 960409.0, 3692145.0, 8542439.0]",3.380808192131525,105.0,2.0211892990699383
willen,ʋˈɪlən,ʋɪ - lən,9057.0,285422.0,147239.5,"['wi', 'il', 'll', 'le', 'en']","[658045.0, 2591190.0, 2754440.0, 4397946.0, 8542439.0]",5.873818815283226,32984.0,4.518303321793302
hun,hˈɵn,hɵn,33621.0,33621.0,33621.0,"['hu', 'un']","[187605.0, 125750.0]",5.87531719976506,33098.0,4.519801751624473
sporthelden,spˈɔrthˌɛldən,spɔrth - ɛl - dən,32.0,708635.0,238603.3333333333,"['sp', 'po', 'or', 'rt', 'th', 'he', 'el', 'ld', 'de', 'en']","[1518373.0, 490468.0, 2597583.0, 1154116.0, 446916.0, 822995.0, 4671207.0, 840998.0, 2559661.0, 8542439.0]",1.832623581586417,2.0,0.3010299956639812
winnen,ʋˈɪnən,ʋɪ - nən,9057.0,257062.0,133059.5,"['wi', 'in', 'nn', 'ne', 'en']","[658045.0, 2264626.0, 746302.0, 1475977.0, 8542439.0]",5.0629021580000035,5097.0,3.707314633588708
ik,ˈɪk,ɪk,36.0,36.0,36.0,['ik'],[157922.0],7.597064495570062,1744062.0,6.241561919690166
sprak,sprˈɑk,sprɑk,168.0,168.0,168.0,"['sp', 'pr', 'ra', 'ak']","[1518373.0, 242781.0, 2220035.0, 762048.0]",4.725274615463717,2342.0,3.369586890736344
nog,nˈɔx,nɔx,2783.0,2783.0,2783.0,"['no', 'og']","[847517.0, 285914.0]",6.6011112197290585,176038.0,5.245606425819686
hans,hˈɑns,hɑns,383.0,383.0,383.0,"['ha', 'an', 'ns']","[1299761.0, 4143386.0, 612425.0]",3.8753303206424734,330.0,2.5185139398778875
scheve,sxˈeːvə,sxeː - və,9273.0,28168.0,18720.5,"['sc', 'ch', 'he', 'ev', 've']","[1079447.0, 1999086.0, 822995.0, 317289.0, 1767776.0]",2.874016266744642,32.0,1.505149978319906
torens,tˈoːrəns,toː - rəns,764.0,102068.0,51416.0,"['to', 'or', 're', 'en', 'ns']","[2236591.0, 2597583.0, 1607974.0, 8542439.0, 612425.0]",3.42738433417288,117.0,2.0681858617461617
ontworpen,ɔntʋˈɔrpən,ɔnt - ʋɔr - pən,117030.0,179724.0,155695.0,"['on', 'nt', 'tw', 'wo', 'or', 'rp', 'pe', 'en']","[2451854.0, 1477178.0, 57710.0, 933919.0, 2597583.0, 40052.0, 1062538.0, 8542439.0]",4.061366039150673,507.0,2.705007959333336
zwerver,zʋˈɛrvər,zʋɛr - vər,662.0,61458.0,31060.0,"['zw', 'we', 'er', 'rv', 've', 'er']","[26656.0, 1965886.0, 6799370.0, 59129.0, 1767776.0, 6799370.0]",3.828258776183967,296.0,2.4712917110589387
hulpverlener,hˈɵlpvərlˌeːnər,hɵlp - vər - leː - nər,1031.0,61458.0,28119.5,"['hu', 'ul', 'lp', 'pv', 've', 'er', 'rl', 'le', 'en', 'ne', 'er']","[187605.0, 1284792.0, 23629.0, 13913.0, 1767776.0, 6799370.0, 344538.0, 4397946.0, 8542439.0, 1475977.0, 6799370.0]",2.5859512482450286,16.0,1.2041199826559248
hielp,hˈilp,hilp,1328.0,1328.0,1328.0,"['hi', 'ie', 'el', 'lp']","[484018.0, 2076673.0, 4671207.0, 23629.0]",4.479027307809487,1328.0,3.1231980750319988
bereden,bərˈeːdən,bə - reː - dən,7143.0,270957.0,99707.66666666669,"['be', 'er', 're', 'ed', 'de', 'en']","[2443609.0, 6799370.0, 1607974.0, 636500.0, 2559661.0, 8542439.0]",2.96828618358649,40.0,1.6020599913279625
politie,poːlˈitsi,poː - lit - si,19388.0,52355.0,39983.66666666666,"['po', 'ol', 'li', 'it', 'ti', 'ie']","[490468.0, 2233880.0, 3369152.0, 333345.0, 1353437.0, 2076673.0]",5.535599515846849,15138.0,4.180068500901219
zag,zˈɑx,zɑx,321.0,321.0,321.0,"['za', 'ag']","[308657.0, 400262.0]",5.660272815390013,20172.0,4.304748959487096
rende,rˈɛndə,rɛn - də,6854.0,208410.0,107632.0,"['re', 'en', 'nd', 'de']","[1607974.0, 8542439.0, 2576478.0, 2559661.0]",4.257505218217484,797.0,2.9014583213961123
hij,hˈɛɪ,hɛɪ,440796.0,440796.0,440796.0,"['hi', 'ij']","[484018.0, 1639122.0]",6.9444817770030856,388131.0,5.5889783311998835
weg,ʋˈɛx,ʋɛx,77.0,77.0,77.0,"['we', 'eg']","[1965886.0, 1125580.0]",6.1670304156758355,64792.0,4.81152138595795
heilsoldaat,,,,,,"['he', 'ei', 'il', 'ls', 'so', 'ol', 'ld', 'da', 'aa', 'at']","[822995.0, 2483878.0, 2591190.0, 114609.0, 369446.0, 2233880.0, 840998.0, 1096946.0, 2730922.0, 996808.0]",,,0.0
zieke,zˈikə,zi - kə,32329.0,671009.0,351669.0,"['zi', 'ie', 'ek', 'ke']","[123482.0, 2076673.0, 762098.0, 3143026.0]",4.215240893063902,723.0,2.859138297294531
huisvestte,hˈœysfɛstə,hœy - sfɛ - stə,126.0,247036.0,99076.66666666669,"['hu', 'ui', 'is', 'sv', 've', 'es', 'st', 'tt', 'te']","[187605.0, 687028.0, 3439538.0, 39865.0, 1767776.0, 1784615.0, 2307098.0, 519286.0, 3522714.0]",1.832623581586417,2.0,0.3010299956639812
kamer,kˈaːmər,kaː - mər,52348.0,161906.0,107127.0,"['ka', 'am', 'me', 'er']","[424843.0, 930317.0, 1659354.0, 6799370.0]",5.436020587393872,12036.0,4.080482179068043
binnenkwam,bˈɪnənkʋˌɑm,bɪ - nənk - ʋɑm,422.0,49388.0,17604.0,"['bi', 'in', 'nn', 'ne', 'en', 'nk', 'kw', 'wa', 'am']","[743491.0, 2264626.0, 746302.0, 1475977.0, 8542439.0, 476574.0, 131960.0, 409327.0, 930317.0]",3.9272111586754423,372.0,2.5705429398818973
schrok,sxrˈɔk,sxrɔk,6.0,6.0,6.0,"['sc', 'ch', 'hr', 'ro', 'ok']","[1079447.0, 1999086.0, 36490.0, 1417238.0, 155024.0]",4.024819207432866,466.0,2.66838591669
grootvader,ɣrˈoːtvaːdər,ɣroːt - vaː - dər,288.0,88297.0,46290.333333333336,"['gr', 'ro', 'oo', 'ot', 'tv', 'va', 'ad', 'de', 'er']","[789301.0, 1417238.0, 3901750.0, 1595020.0, 32599.0, 313419.0, 474501.0, 2559661.0, 6799370.0]",4.296516570572324,872.0,2.940516484932567
slinkse,slˈɪŋksə,slɪŋk - sə,2.0,23463.0,11732.5,"['sl', 'li', 'in', 'nk', 'ks', 'se']","[1064500.0, 3369152.0, 2264626.0, 476574.0, 117147.0, 763112.0]",2.5859512482450286,16.0,1.2041199826559248
deugniet,døːɣnˈit,døːɣ - nit,39.0,866450.0,433244.5,"['de', 'eu', 'ug', 'gn', 'ni', 'ie', 'et']","[2559661.0, 135956.0, 117069.0, 43396.0, 638298.0, 2076673.0, 1684914.0]",3.103690353872955,55.0,1.7403626894942439
doorhad,dˈɔːrhɑt,dɔːrh - ɑt,1767.0,17953.0,9860.0,"['do', 'oo', 'or', 'rh', 'ha', 'ad']","[394555.0, 3901750.0, 2597583.0, 571432.0, 1299761.0, 474501.0]",3.3467284025592496,97.0,1.9867717342662448
voelde,vˈuldə,vul - də,4582.0,208410.0,106496.0,"['vo', 'oe', 'el', 'ld', 'de']","[2123358.0, 837795.0, 4671207.0, 840998.0, 2559661.0]",4.9665880602816275,4083.0,3.610979379922997
zich,zˈɪx,zɪx,21113.0,21113.0,21113.0,"['zi', 'ic', 'ch']","[123482.0, 911860.0, 1999086.0]",5.836170274688548,30245.0,4.48065358884337
bedrogen,bədrˈoːɣən,bə - droː - ɣən,4040.0,444799.0,156620.66666666666,"['be', 'ed', 'dr', 'ro', 'og', 'ge', 'en']","[2443609.0, 636500.0, 486140.0, 1417238.0, 285914.0, 3692145.0, 8542439.0]",4.128557020231018,592.0,2.77232170672292
goedkope,ɣudkˈoːpə,ɣud - koː - pə,258.0,248372.0,104253.33333333331,"['go', 'oe', 'ed', 'dk', 'ko', 'op', 'pe']","[147343.0, 837795.0, 636500.0, 2421.0, 466342.0, 976321.0, 1062538.0]",4.13940590613949,607.0,2.7831886910752575
beunhaas,bøːnhˈaːs,bøːnh - aːs,5.0,488.0,246.5,"['be', 'eu', 'un', 'nh', 'ha', 'aa', 'as']","[2443609.0, 135956.0, 125750.0, 66106.0, 1299761.0, 2730922.0, 504791.0]",1.957562318194717,3.0,0.47712125471966244
achterste,ˈɑxtərstə,ɑx - tər - stə,1508.0,247036.0,92394.66666666669,"['ac', 'ch', 'ht', 'te', 'er', 'rs', 'st', 'te']","[404620.0, 1999086.0, 373636.0, 3522714.0, 6799370.0, 834594.0, 2307098.0, 3522714.0]",3.9879596190514786,428.0,2.6314437690131722
bordes,bɔrdˈɛs,bɔr - dɛs,1676.0,2855.0,2265.5,"['bo', 'or', 'rd', 'de', 'es']","[1606593.0, 2597583.0, 823655.0, 2559661.0, 1784615.0]",2.0544723312027733,4.0,0.6020599913279624
repareerde,rˌeːpaːrˈɪrdə,reː - paː - rɪr - də,1850.0,270957.0,130272.75,"['re', 'ep', 'pa', 'ar', 're', 'ee', 'er', 'rd', 'de']","[1607974.0, 189025.0, 319786.0, 1754491.0, 1607974.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",2.874016266744642,32.0,1.505149978319906
judoka,,,,,,"['ju', 'ud', 'do', 'ok', 'ka']","[40398.0, 671255.0, 394555.0, 155024.0, 424843.0]",,,0.0
dwaze,dʋˈaːzə,dʋaː - zə,608.0,243958.0,122283.0,"['dw', 'wa', 'az', 'ze']","[46501.0, 409327.0, 35320.0, 1671440.0]",3.5703461749144525,163.0,2.2121876044039577
belager,bəlˈaːɣər,bə - laː - ɣər,2347.0,25131.0,16167.0,"['be', 'el', 'la', 'ag', 'ge', 'er']","[2443609.0, 4671207.0, 2444604.0, 400262.0, 3692145.0, 6799370.0]",2.8606523051866604,31.0,1.4913616938342726
vloerde,vlˈurdə,vlur - də,7.0,208410.0,104208.5,"['vl', 'lo', 'oe', 'er', 'rd', 'de']","[105784.0, 1188135.0, 837795.0, 6799370.0, 823655.0, 2559661.0]",2.3097448363060797,8.0,0.9030899869919435
niet,nˈit,nit,866450.0,866450.0,866450.0,"['ni', 'ie', 'et']","[638298.0, 2076673.0, 1684914.0]",7.259296385631691,801297.0,5.903793516775873
houden,hˈʌʊdən,hʌʊ - dən,7143.0,24888.0,16015.5,"['ho', 'ou', 'ud', 'de', 'en']","[1237078.0, 846499.0, 671255.0, 2559661.0, 8542439.0]",5.697648550500221,21985.0,4.342126469955725
bedrieger,bədrˈiɣər,bə - dri - ɣər,2347.0,29521.0,17630.333333333332,"['be', 'ed', 'dr', 'ri', 'ie', 'eg', 'ge', 'er']","[2443609.0, 636500.0, 486140.0, 1787712.0, 2076673.0, 1125580.0, 3692145.0, 6799370.0]",3.917795191323229,364.0,2.561101383649056
simpele,sˈɪmpələ,sɪm - pə - lə,127.0,855914.0,368137.6666666667,"['si', 'im', 'mp', 'pe', 'el', 'le']","[1091620.0, 1019572.0, 51276.0, 1062538.0, 4671207.0, 4397946.0]",4.240297690815735,766.0,2.884228769632604
taxateur,tˌɑksaːtˈøːr,tɑk - saː - tøːr,101.0,14147.0,8371.666666666666,"['ta', 'ax', 'xa', 'at', 'te', 'eu', 'ur']","[892070.0, 18421.0, 47762.0, 996808.0, 3522714.0, 135956.0, 346154.0]",2.5596223095226796,15.0,1.1760912590556813
misleidde,mɪslˈɛɪdə,mɪ - slɛɪ - də,1408.0,208410.0,102886.0,"['mi', 'is', 'sl', 'le', 'ei', 'id', 'dd', 'de']","[342154.0, 3439538.0, 1064500.0, 4397946.0, 2483878.0, 469631.0, 203262.0, 2559661.0]",2.7357135685783605,23.0,1.3617278360175928
schuldig,sxˈɵldəx,sxɵl - dəx,2488.0,8124.0,5306.0,"['sc', 'ch', 'hu', 'ul', 'ld', 'di', 'ig']","[1079447.0, 1999086.0, 187605.0, 1284792.0, 840998.0, 1050254.0, 960409.0]",4.930459102631262,3757.0,3.5748411950633847
tante,tˈɑntə,tɑn - tə,1202.0,995799.0,498500.5,"['ta', 'an', 'nt', 'te']","[892070.0, 4143386.0, 1477178.0, 3522714.0]",4.7911874648083845,2726.0,3.435525851498655
agaat,aːɣˈaːt,aː - ɣaːt,467.0,1385476.0,692971.5,"['ag', 'ga', 'aa', 'at']","[400262.0, 446758.0, 2730922.0, 996808.0]",1.6565323225307358,1.0,0.0
wedstrijd,ʋˈɛtstrɛɪt,ʋɛt - strɛɪt,5869.0,6213.0,6041.0,"['we', 'ed', 'ds', 'st', 'tr', 'ri', 'ij', 'jd']","[1965886.0, 636500.0, 357110.0, 2307098.0, 1199332.0, 1787712.0, 1639122.0, 163477.0]",4.85683550551232,3171.0,3.501196242027089
won,ʋˈɔn,ʋɔn,5089.0,5089.0,5089.0,"['wo', 'on']","[933919.0, 2451854.0]",4.22649114062733,742.0,2.870403905279027
gladde,ɣlˈɑdə,ɣlɑ - də,7.0,208410.0,104208.5,"['gl', 'la', 'ad', 'dd', 'de']","[403015.0, 2444604.0, 474501.0, 203262.0, 2559661.0]",3.5910307737743032,171.0,2.2329961103921536
pieren,pˈirən,pi - rən,6659.0,32392.0,19525.5,"['pi', 'ie', 'er', 're', 'en']","[1566256.0, 2076673.0, 6799370.0, 1607974.0, 8542439.0]",2.4694456791735915,12.0,1.0791812460476249
gebruikt,ɣəbrˈœykt,ɣə - brœykt,6076.0,805074.0,405575.0,"['ge', 'eb', 'br', 'ru', 'ui', 'ik', 'kt']","[3692145.0, 154238.0, 191839.0, 1082518.0, 687028.0, 157922.0, 179298.0]",5.104310331825356,5607.0,3.7487305560984945
naaktlopers,,,,,,"['na', 'aa', 'ak', 'kt', 'tl', 'lo', 'op', 'pe', 'er', 'rs']","[523332.0, 2730922.0, 762048.0, 179298.0, 314550.0, 1188135.0, 976321.0, 1062538.0, 6799370.0, 834594.0]",,,0.0
haagse,hˈaːxsə,haːx - sə,14.0,23463.0,11738.5,"['ha', 'aa', 'ag', 'gs', 'se']","[1299761.0, 2730922.0, 400262.0, 1154969.0, 763112.0]",1.6565323225307358,1.0,0.0
bordeel,bɔrdˈeːl,bɔr - deːl,2855.0,17526.0,10190.5,"['bo', 'or', 'rd', 'de', 'ee', 'el']","[1606593.0, 2597583.0, 823655.0, 2559661.0, 944702.0, 4671207.0]",3.7787482008035624,264.0,2.4216039268698313
vermaken,vərmˈaːkən,vər - maː - kən,61458.0,374698.0,201306.66666666663,"['ve', 'er', 'rm', 'ma', 'ak', 'ke', 'en']","[1767776.0, 6799370.0, 1049306.0, 957657.0, 762048.0, 3143026.0, 8542439.0]",3.964028360443949,405.0,2.6074550232146687
hebben,hˈɛbən,hɛ - bən,411.0,166009.0,83210.0,"['he', 'eb', 'bb', 'be', 'en']","[822995.0, 154238.0, 74357.0, 2443609.0, 8542439.0]",6.532036340527496,150152.0,5.176531121304757
koud,kˈʌʊt,kʌʊt,5173.0,5173.0,5173.0,"['ko', 'ou', 'ud']","[466342.0, 846499.0, 671255.0]",4.978441296078245,4196.0,3.62283547952152
ontwerper,ɔntʋˈɛrpər,ɔnt - ʋɛr - pər,22550.0,170331.0,103303.0,"['on', 'nt', 'tw', 'we', 'er', 'rp', 'pe', 'er']","[2451854.0, 1477178.0, 57710.0, 1965886.0, 6799370.0, 40052.0, 1062538.0, 6799370.0]",3.462712296514623,127.0,2.103803720955957
koningin,kˌoːnɪɣˈɪn,koː - nɪ - ɣɪn,492.0,64130.0,26700.0,"['ko', 'on', 'ni', 'in', 'ng', 'gi', 'in']","[466342.0, 2451854.0, 638298.0, 2264626.0, 2927082.0, 669114.0, 2264626.0]",4.77097649497599,2602.0,3.4153072922255676
kleding,klˈeːdɪŋ,kleː - dɪŋ,5307.0,61633.0,33470.0,"['kl', 'le', 'ed', 'di', 'in', 'ng']","[549706.0, 4397946.0, 636500.0, 1050254.0, 2264626.0, 2927082.0]",4.348938557364367,984.0,2.9929950984313414
verkoopt,vərkˈoːpt,vər - koːpt,2112.0,61458.0,31785.0,"['ve', 'er', 'rk', 'ko', 'oo', 'op', 'pt']","[1767776.0, 6799370.0, 2174749.0, 466342.0, 3901750.0, 976321.0, 51860.0]",4.412026050945855,1138.0,3.056142262059052
creatief,krˌeːaːtˈif,kreː - aː - tif,5782.0,1385476.0,467047.6666666667,"['cr', 're', 'ea', 'at', 'ti', 'ie', 'ef']","[70853.0, 1607974.0, 262246.0, 996808.0, 1353437.0, 2076673.0, 169410.0]",3.797982095931203,276.0,2.4409090820652177
etaleur,ˌeːtaːlˈøːr,eː - taː - løːr,1968.0,1389684.0,484936.3333333333,"['et', 'ta', 'al', 'le', 'eu', 'ur']","[1684914.0, 892070.0, 2558689.0, 4397946.0, 135956.0, 346154.0]",1.957562318194717,3.0,0.47712125471966244
nam,nˈɑm,nɑm,6748.0,6748.0,6748.0,"['na', 'am']","[523332.0, 930317.0]",5.06110949027136,5076.0,3.7055216134226674
paspop,pˈɑspɔp,pɑ - spɔp,46.0,34269.0,17157.5,"['pa', 'as', 'sp', 'po', 'op']","[319786.0, 504791.0, 1518373.0, 490468.0, 976321.0]",2.2585923138586983,7.0,0.8450980400142568
gang,ɣˈɑŋ,ɣɑŋ,1493.0,1493.0,1493.0,"['ga', 'an', 'ng']","[446758.0, 4143386.0, 2927082.0]",5.040885736668242,4845.0,3.6852937813867843
stond,stˈɔnt,stɔnt,2.0,2.0,2.0,"['st', 'to', 'on', 'nd']","[2307098.0, 2236591.0, 2451854.0, 2576478.0]",5.220902445046056,7334.0,3.865340905624584
mee,mˈeː,meː,87327.0,87327.0,87327.0,"['me', 'ee']","[1659354.0, 944702.0]",6.14717894352829,61897.0,4.7916696003122174
fransien,,,,,,"['fr', 'ra', 'an', 'ns', 'si', 'ie', 'en']","[384202.0, 2220035.0, 4143386.0, 612425.0, 1091620.0, 2076673.0, 8542439.0]",,,0.0
duurste,dˈyrstə,dyr - stə,6912.0,247036.0,126974.0,"['du', 'uu', 'ur', 'rs', 'st', 'te']","[161799.0, 78760.0, 346154.0, 834594.0, 2307098.0, 3522714.0]",3.3848861045519643,106.0,2.0253058652647704
trompet,trɔmpˈɛt,trɔm - pɛt,35.0,1470.0,752.5,"['tr', 'ro', 'om', 'mp', 'pe', 'et']","[1199332.0, 1417238.0, 2473734.0, 51276.0, 1062538.0, 1684914.0]",3.42738433417288,117.0,2.0681858617461617
uitkiest,ˈœytkˌist,œyt - kist,136.0,235788.0,117962.0,"['ui', 'it', 'tk', 'ki', 'ie', 'es', 'st']","[687028.0, 333345.0, 23342.0, 312362.0, 2076673.0, 1784615.0, 2307098.0]",2.7704756748375727,25.0,1.3979400086720377
geld,ɣˈɛlt,ɣɛlt,700.0,700.0,700.0,"['ge', 'el', 'ld']","[3692145.0, 4671207.0, 840998.0]",5.895894375605133,34704.0,4.540379534670118
genoeg,ɣənˈux,ɣə - nux,26387.0,805074.0,415730.5,"['ge', 'en', 'no', 'oe', 'eg']","[3692145.0, 8542439.0, 847517.0, 837795.0, 1125580.0]",5.775656187341353,26311.0,4.420137354593826
kapper,kˈɑpər,kɑ - pər,1733.0,22550.0,12141.5,"['ka', 'ap', 'pp', 'pe', 'er']","[424843.0, 270616.0, 297911.0, 1062538.0, 6799370.0]",4.067309555907945,514.0,2.710963118995276
drukke,drˈɵkə,drɵ - kə,3233.0,671009.0,337121.0,"['dr', 'ru', 'uk', 'kk', 'ke']","[486140.0, 1082518.0, 56724.0, 65091.0, 3143026.0]",3.89957037121703,349.0,2.5428254269591797
teamleider,tˈiːmlɛɪdər,tiːm - lɛɪ - dər,7076.0,69175.0,42179.0,"['te', 'ea', 'am', 'ml', 'le', 'ei', 'id', 'de', 'er']","[3522714.0, 262246.0, 930317.0, 39313.0, 4397946.0, 2483878.0, 469631.0, 2559661.0, 6799370.0]",3.2639873457454045,80.0,1.9030899869919435
bijknipt,,,,,,"['bi', 'ij', 'jk', 'kn', 'ni', 'ip', 'pt']","[743491.0, 1639122.0, 518095.0, 81592.0, 638298.0, 54132.0, 51860.0]",,,0.0
ervaring,ɛrvˈaːrɪŋ,ɛr - vaː - rɪŋ,6929.0,237688.0,110971.33333333331,"['er', 'rv', 'va', 'ar', 'ri', 'in', 'ng']","[6799370.0, 59129.0, 313419.0, 1754491.0, 1787712.0, 2264626.0, 2927082.0]",4.6741915968145005,2082.0,3.3184807251745174
joke,jˈoːkə,joː - kə,14981.0,671009.0,342995.0,"['jo', 'ok', 'ke']","[866375.0, 155024.0, 3143026.0]",2.5596223095226796,15.0,1.1760912590556813
