Word,n_syllables,Log10_Syllable_FREQcounts,Syllable_Zipfs,Min_Log10_FreqCount,Max_Log10_FreqCount,Mean_Log10_FreqCount,Min_Syll_Zipf,Bigrams,Bigram Occurrence Counts,Zipf
afhankelijke,5.0,"(5.071281677317003, 4.542651176455405, 5.232299665207751, 4.662814475093854, 5.232299665207751)","(6.2982130618519445, 5.769582560990346, 6.459231049742693, 5.889745859628795, 6.459231049742693)",4.542651176455405,5.232299665207751,4.948269331856353,5.769582560990346,"['af', 'fh', 'ha', 'an', 'nk', 'ke', 'el', 'li', 'ij', 'jk', 'ke']","[472535.0, 2515.0, 1299761.0, 4143386.0, 476574.0, 3143026.0, 4671207.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",1.957562318194717
positie,3.0,"(4.619124648811094, 4.651878631030323, 4.992080528828386)","(5.846056033346034, 5.878810015565264, 6.219011913363327)",4.619124648811094,4.992080528828386,4.7543612695566,5.846056033346034,"['po', 'os', 'si', 'it', 'ti', 'ie']","[490468.0, 588208.0, 1091620.0, 333345.0, 1353437.0, 2076673.0]",4.752920869218102
past,1.0,"(3.5137501500818233,)","(4.740681534616765,)",3.513750150081824,3.513750150081824,3.513750150081824,4.740681534616765,"['pa', 'as', 'st']","[319786.0, 504791.0, 2307098.0]",4.645314165984376
veranderde,4.0,"(5.884176605805033, 5.094111105508989, 5.479156216100646, 6.234172950952972)","(7.111107990339974, 6.321042490043931, 6.706087600635588, 7.461104335487914)",5.094111105508989,6.234172950952972,5.67290421959191,6.321042490043931,"['ve', 'er', 'ra', 'an', 'nd', 'de', 'er', 'rd', 'de']","[1767776.0, 6799370.0, 2220035.0, 4143386.0, 2576478.0, 2559661.0, 6799370.0, 823655.0, 2559661.0]",4.32677817560486
jaren,2.0,"(5.2782618841994875, 5.482819293405307)","(6.505193268734429, 6.7097506779402485)",5.278261884199488,5.482819293405307,5.380540588802397,6.505193268734429,"['ja', 'ar', 're', 'en']","[1312625.0, 1754491.0, 1607974.0, 8542439.0]",5.221316707034722
breekt,1.0,"(3.2773799746672547,)","(4.504311359202196,)",3.2773799746672547,3.2773799746672547,3.2773799746672547,4.504311359202196,"['br', 're', 'ee', 'ek', 'kt']","[191839.0, 1607974.0, 944702.0, 762098.0, 179298.0]",4.380808192131525
onnodige,4.0,"(5.273360140523576, 4.921103557727076, 4.903502370898396, 6.125745990776331)","(6.500291525058517, 6.148034942262017, 6.130433755433337, 7.352677375311273)",4.903502370898396,6.125745990776331,5.305928014981345,6.130433755433337,"['on', 'nn', 'no', 'od', 'di', 'ig', 'ge']","[2451854.0, 746302.0, 847517.0, 193327.0, 1050254.0, 960409.0, 3692145.0]",3.337773559906323
drama,2.0,"(4.198162039046076, 5.233899315776511)","(5.425093423581017, 6.460830700311453)",4.198162039046076,5.233899315776511,4.716030677411293,5.425093423581017,"['dr', 'ra', 'am', 'ma']","[486140.0, 2220035.0, 930317.0, 957657.0]",4.044811185990374
los,1.0,"(4.250785826687034,)","(5.477717211221975,)",4.250785826687034,4.250785826687034,4.250785826687034,5.477717211221975,"['lo', 'os']","[1188135.0, 588208.0]",5.263021172973383
vraag,1.0,"(4.309054985186408,)","(5.535986369721349,)",4.309054985186408,4.309054985186408,4.309054985186408,5.535986369721349,"['vr', 'ra', 'aa', 'ag']","[62231.0, 2220035.0, 2730922.0, 400262.0]",5.636467474963848
grondstoffen,3.0,"(3.865222456290179, 3.691346764134822, 3.92236209678479)","(5.09215384082512, 4.918278148669763, 5.149293481319731)",3.691346764134822,3.92236209678479,3.82631043906993,4.918278148669763,"['gr', 'ro', 'on', 'nd', 'ds', 'st', 'to', 'of', 'ff', 'fe', 'en']","[789301.0, 1417238.0, 2451854.0, 2576478.0, 357110.0, 2307098.0, 2236591.0, 242332.0, 122042.0, 767992.0, 8542439.0]",2.786866091025742
naam,1.0,"(4.492383185039624,)","(5.719314569574564,)",4.492383185039624,4.492383185039624,4.492383185039624,5.719314569574564,"['na', 'aa', 'am']","[523332.0, 2730922.0, 930317.0]",5.668947697293168
noemen,2.0,"(3.9298274812306913, 5.440447792666458)","(5.1567588657656325, 6.667379177201399)",3.9298274812306913,5.440447792666458,4.685137636948575,5.1567588657656325,"['no', 'oe', 'em', 'me', 'en']","[847517.0, 837795.0, 924741.0, 1659354.0, 8542439.0]",5.147964058213706
ons,1.0,"(5.0105458741106785,)","(6.237477258645621,)",5.010545874110679,5.010545874110679,5.010545874110679,6.237477258645621,"['on', 'ns']","[2451854.0, 612425.0]",6.358376510462276
geldt,1.0,"(3.0629578340845103,)","(4.289889218619452,)",3.0629578340845103,3.0629578340845103,3.0629578340845103,4.289889218619452,"['ge', 'el', 'ld', 'dt']","[3692145.0, 4671207.0, 840998.0, 71691.0]",4.417708135686468
verlaging,3.0,"(5.884176605805033, 5.12881914219451, 4.595727636913831)","(7.111107990339974, 6.355750526729452, 5.822659021448773)",4.595727636913831,5.884176605805033,5.202907794971125,5.822659021448773,"['ve', 'er', 'rl', 'la', 'ag', 'gi', 'in', 'ng']","[1767776.0, 6799370.0, 344538.0, 2444604.0, 400262.0, 669114.0, 2264626.0, 2927082.0]",2.2585923138586983
reparaties,4.0,"(5.252083235452522, 4.816499810592357, 4.822632212416613, 4.0600175425316)","(6.479014619987463, 6.043431195127299, 6.049563596951554, 5.2869489270665415)",4.0600175425316,5.252083235452522,4.737808200248272,5.2869489270665415,"['re', 'ep', 'pa', 'ar', 'ra', 'at', 'ti', 'ie', 'es']","[1607974.0, 189025.0, 319786.0, 1754491.0, 2220035.0, 996808.0, 1353437.0, 2076673.0, 1784615.0]",3.236315919147546
komende,3.0,"(5.1102293320630805, 5.440447792666458, 6.234172950952972)","(6.337160716598022, 6.667379177201399, 7.461104335487914)",5.1102293320630805,6.234172950952972,5.594950025227504,6.337160716598022,"['ko', 'om', 'me', 'en', 'nd', 'de']","[466342.0, 2473734.0, 1659354.0, 8542439.0, 2576478.0, 2559661.0]",4.347613814653704
congres,2.0,"(4.601625479553944, 3.3234583668494677)","(5.8285568640888865, 4.550389751384409)",3.323458366849468,4.601625479553944,3.962541923201706,4.550389751384409,"['co', 'on', 'ng', 'gr', 're', 'es']","[488809.0, 2451854.0, 2927082.0, 789301.0, 1607974.0, 1784615.0]",4.086284602533144
houding,2.0,"(4.983423298346872, 4.527591237920567)","(6.210354682881813, 5.754522622455509)",4.527591237920567,4.983423298346872,4.755507268133719,5.754522622455509,"['ho', 'ou', 'ud', 'di', 'in', 'ng']","[1237078.0, 846499.0, 671255.0, 1050254.0, 2264626.0, 2927082.0]",4.299491201940526
begin,2.0,"(5.7420971887829415, 4.482959291167214)","(6.969028573317883, 5.709890675702155)",4.482959291167214,5.7420971887829415,5.112528239975077,5.709890675702155,"['be', 'eg', 'gi', 'in']","[2443609.0, 1125580.0, 669114.0, 2264626.0]",5.282153403955643
ingegeven,4.0,"(5.704650611569667, 6.125745990776331, 6.125745990776331, 5.439236348731971)","(6.931581996104608, 7.352677375311273, 7.352677375311273, 6.666167733266912)",5.439236348731971,6.125745990776331,5.848844735463575,6.666167733266912,"['in', 'ng', 'ge', 'eg', 'ge', 'ev', 've', 'en']","[2264626.0, 2927082.0, 3692145.0, 1125580.0, 3692145.0, 317289.0, 1767776.0, 8542439.0]",2.656532322530736
vertrouwen,3.0,"(5.884176605805033, 4.280896918228884, 4.604668764520179)","(7.111107990339974, 5.507828302763825, 5.83160014905512)",4.280896918228884,5.884176605805033,4.923247429518033,5.507828302763825,"['ve', 'er', 'rt', 'tr', 'ro', 'ou', 'uw', 'we', 'en']","[1767776.0, 6799370.0, 1154116.0, 1199332.0, 1417238.0, 846499.0, 98896.0, 1965886.0, 8542439.0]",5.147823963218328
verloren,3.0,"(5.884176605805033, 5.050406826311583, 5.482819293405307)","(7.111107990339974, 6.2773382108465245, 6.7097506779402485)",5.050406826311583,5.884176605805033,5.472467575173975,6.2773382108465245,"['ve', 'er', 'rl', 'lo', 'or', 're', 'en']","[1767776.0, 6799370.0, 344538.0, 1188135.0, 2597583.0, 1607974.0, 8542439.0]",5.103845431354304
zelfs,1.0,"(4.228708259801973,)","(5.455639644336914,)",4.228708259801973,4.228708259801973,4.228708259801973,5.455639644336914,"['ze', 'el', 'lf', 'fs']","[1671440.0, 4671207.0, 34029.0, 20744.0]",5.584184936579719
grove,2.0,"(4.4131823713296505, 4.7110813932144335)","(5.640113755864592, 5.938012777749375)",4.4131823713296505,4.7110813932144335,4.562131882272042,5.640113755864592,"['gr', 'ro', 'ov', 've']","[789301.0, 1417238.0, 145547.0, 1767776.0]",3.5833890314804284
dwaling,2.0,"(2.8686444383948255, 4.4340256963562465)","(4.095575822929767, 5.660957080891188)",2.868644438394825,4.434025696356247,3.651335067375536,4.095575822929767,"['dw', 'wa', 'al', 'li', 'in', 'ng']","[46501.0, 409327.0, 2558689.0, 3369152.0, 2264626.0, 2927082.0]",2.802660358208974
mentale,3.0,"(5.440447792666458, 4.7366832809904, 5.5573243025633445)","(6.667379177201399, 5.963614665525341, 6.784255687098286)",4.7366832809904,5.5573243025633445,5.244818458740068,5.963614665525341,"['me', 'en', 'nt', 'ta', 'al', 'le']","[1659354.0, 8542439.0, 1477178.0, 892070.0, 2558689.0, 4397946.0]",3.615573714851829
inzinking,3.0,"(5.704650611569667, 4.464951317261529, 4.0668475109739)","(6.931581996104608, 5.691882701796471, 5.29377889550884)",4.0668475109739,5.704650611569667,4.745483146601699,5.29377889550884,"['in', 'nz', 'zi', 'in', 'nk', 'ki', 'in', 'ng']","[2264626.0, 114667.0, 123482.0, 2264626.0, 476574.0, 312362.0, 2264626.0, 2927082.0]",3.1616823008506416
besluit,2.0,"(5.7420971887829415, 3.650598898172657)","(6.969028573317883, 4.877530282707598)",3.650598898172657,5.7420971887829415,4.6963480434778,4.877530282707598,"['be', 'es', 'sl', 'lu', 'ui', 'it']","[2443609.0, 1784615.0, 1064500.0, 273011.0, 687028.0, 333345.0]",4.447872026495875
voorgenomen,4.0,"(5.592262274998903, 6.125745990776331, 4.921103557727076, 5.440447792666458)","(6.819193659533843, 7.352677375311273, 6.148034942262017, 6.667379177201399)",4.921103557727076,6.125745990776331,5.519889904042192,6.148034942262017,"['vo', 'oo', 'or', 'rg', 'ge', 'en', 'no', 'om', 'me', 'en']","[2123358.0, 3901750.0, 2597583.0, 709881.0, 3692145.0, 8542439.0, 847517.0, 2473734.0, 1659354.0, 8542439.0]",2.988970782446341
destructie,3.0,"(6.234172950952972, 3.2823955047425257, 4.992080528828386)","(7.461104335487914, 4.5093268892774665, 6.219011913363327)",3.2823955047425257,6.234172950952972,4.836216328174628,4.5093268892774665,"['de', 'es', 'st', 'tr', 'ru', 'uc', 'ct', 'ti', 'ie']","[2559661.0, 1784615.0, 2307098.0, 1199332.0, 1082518.0, 94927.0, 116688.0, 1353437.0, 2076673.0]",2.55962230952268
kerncentrale,4.0,"(3.118264726089479, 3.9468941951023266, 4.11747016362012, 5.5573243025633445)","(4.34519611062442, 5.173825579637268, 5.344401548155061, 6.784255687098286)",3.118264726089479,5.5573243025633445,4.184988346843817,4.34519611062442,"['ke', 'er', 'rn', 'nc', 'ce', 'en', 'nt', 'tr', 'ra', 'al', 'le']","[3143026.0, 6799370.0, 503424.0, 74991.0, 173200.0, 8542439.0, 1477178.0, 1199332.0, 2220035.0, 2558689.0, 4397946.0]",3.337773559906323
dodewaard,,,,,,,,"['do', 'od', 'de', 'ew', 'wa', 'aa', 'ar', 'rd']","[394555.0, 193327.0, 2559661.0, 587000.0, 409327.0, 2730922.0, 1754491.0, 823655.0]",
betere,3.0,"(5.7420971887829415, 5.910038726309899, 5.252083235452522)","(6.969028573317883, 7.13697011084484, 6.479014619987463)",5.252083235452522,5.910038726309899,5.634739716848454,6.479014619987463,"['be', 'et', 'te', 'er', 're']","[2443609.0, 1684914.0, 3522714.0, 6799370.0, 1607974.0]",4.705362409059086
behuizing,3.0,"(5.7420971887829415, 3.8632633636504807, 3.5774917998372255)","(6.969028573317883, 5.0901947481854215, 4.804423184372166)",3.577491799837225,5.7420971887829415,4.39428411742355,4.804423184372166,"['be', 'eh', 'hu', 'ui', 'iz', 'zi', 'in', 'ng']","[2443609.0, 134898.0, 187605.0, 687028.0, 102177.0, 123482.0, 2264626.0, 2927082.0]",2.6107748319700605
afgedwongen,4.0,"(5.071281677317003, 6.125745990776331, 2.9556877503135057, 5.7314662752592405)","(6.2982130618519445, 7.352677375311273, 4.182619134848447, 6.958397659794182)",2.9556877503135057,6.125745990776331,4.97104542341652,4.182619134848447,"['af', 'fg', 'ge', 'ed', 'dw', 'wo', 'on', 'ng', 'ge', 'en']","[472535.0, 119621.0, 3692145.0, 636500.0, 46501.0, 933919.0, 2451854.0, 2927082.0, 3692145.0, 8542439.0]",2.753442335538792
europese,4.0,"(3.7338390006971496, 4.5834255004065065, 4.643600706192297, 4.956590989378359)","(4.960770385232091, 5.810356884941449, 5.870532090727238, 6.1835223739133)",3.7338390006971496,4.956590989378359,4.479364049168578,4.960770385232091,"['eu', 'ur', 'ro', 'op', 'pe', 'es', 'se']","[135956.0, 346154.0, 1417238.0, 976321.0, 1062538.0, 1784615.0, 763112.0]",3.808820666913793
regels,2.0,"(5.252083235452522, 4.074670188924007)","(6.479014619987463, 5.301601573458948)",4.074670188924007,5.252083235452522,4.663376712188265,5.301601573458948,"['re', 'eg', 'ge', 'el', 'ls']","[1607974.0, 1125580.0, 3692145.0, 4671207.0, 114609.0]",4.919457791862567
wanneer,2.0,"(4.424342515757471, 4.775705086952445)","(5.651273900292412, 6.002636471487387)",4.424342515757471,4.775705086952445,4.600023801354958,5.651273900292412,"['wa', 'an', 'nn', 'ne', 'ee', 'er']","[409327.0, 4143386.0, 746302.0, 1475977.0, 944702.0, 6799370.0]",5.657941490936612
lakse,2.0,"(2.9489017609702137, 4.956590989378359)","(4.175833145505155, 6.1835223739133)",2.9489017609702137,4.956590989378359,3.952746375174287,4.175833145505155,"['la', 'ak', 'ks', 'se']","[2444604.0, 762048.0, 117147.0, 763112.0]",2.1336535772503984
eens,1.0,"(4.8206808241390116,)","(6.047612208673953,)",4.820680824139012,4.820680824139012,4.820680824139012,6.047612208673953,"['ee', 'en', 'ns']","[944702.0, 8542439.0, 612425.0]",6.139955569256932
manier,2.0,"(5.233899315776511, 4.092510111683982)","(6.460830700311453, 5.319441496218923)",4.092510111683982,5.233899315776511,4.663204713730247,5.319441496218923,"['ma', 'an', 'ni', 'ie', 'er']","[957657.0, 4143386.0, 638298.0, 2076673.0, 6799370.0]",5.406924992955789
geliefd,2.0,"(6.125745990776331, 3.7214808547700495)","(7.352677375311273, 4.94841223930499)",3.7214808547700495,6.125745990776331,4.92361342277319,4.94841223930499,"['ge', 'el', 'li', 'ie', 'ef', 'fd']","[3692145.0, 4671207.0, 3369152.0, 2076673.0, 169410.0, 81902.0]",3.856561589084506
troepen,2.0,"(3.2576785748691846, 5.250193036344548)","(4.484609959404126, 6.477124420879489)",3.257678574869185,5.250193036344548,4.253935805606867,4.484609959404126,"['tr', 'ro', 'oe', 'ep', 'pe', 'en']","[1199332.0, 1417238.0, 837795.0, 189025.0, 1062538.0, 8542439.0]",4.400042087259165
gebied,2.0,"(6.125745990776331, 3.6734816970733473)","(7.352677375311273, 4.9004130816082885)",3.6734816970733473,6.125745990776331,4.89961384392484,4.9004130816082885,"['ge', 'eb', 'bi', 'ie', 'ed']","[3692145.0, 154238.0, 743491.0, 2076673.0, 636500.0]",4.76204250730071
uitgebreid,3.0,"(5.343640943198292, 6.125745990776331, 2.4638929889859074)","(6.570572327733233, 7.352677375311273, 3.6908243735208486)",2.463892988985908,6.125745990776331,4.644426640986843,3.6908243735208486,"['ui', 'it', 'tg', 'ge', 'eb', 'br', 're', 'ei', 'id']","[687028.0, 333345.0, 33865.0, 3692145.0, 154238.0, 191839.0, 1607974.0, 2483878.0, 469631.0]",3.732079283923267
zeventig,3.0,"(5.786578947445944, 5.439236348731971, 4.768608506066718)","(7.013510331980886, 6.666167733266912, 5.995539890601659)",4.768608506066718,5.786578947445944,5.331474600748211,5.995539890601659,"['ze', 'ev', 've', 'en', 'nt', 'ti', 'ig']","[1671440.0, 317289.0, 1767776.0, 8542439.0, 1477178.0, 1353437.0, 960409.0]",3.554159413821177
boeiende,3.0,"(3.2174839442139063, 5.823575291952032, 6.234172950952972)","(4.444415328748848, 7.0505066764869735, 7.461104335487914)",3.2174839442139063,6.234172950952972,5.09174406237297,4.444415328748848,"['bo', 'oe', 'ei', 'ie', 'en', 'nd', 'de']","[1606593.0, 837795.0, 2483878.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0]",3.333225932155602
programma,3.0,"(4.946835297066627, 3.6203442997544935, 5.233899315776511)","(6.173766681601569, 4.847275684289435, 6.460830700311453)",3.6203442997544935,5.233899315776511,4.600359637532544,4.847275684289435,"['pr', 'ro', 'og', 'gr', 'ra', 'am', 'mm', 'ma']","[242781.0, 1417238.0, 285914.0, 789301.0, 2220035.0, 930317.0, 407998.0, 957657.0]",4.57587195931815
miljoenen,3.0,"(4.031085148039481, 3.713994267660644, 5.411840163863845)","(5.258016532574422, 4.9409256521955855, 6.638771548398786)",3.713994267660644,5.411840163863845,4.385639859854657,4.9409256521955855,"['mi', 'il', 'lj', 'jo', 'oe', 'en', 'ne', 'en']","[342154.0, 2591190.0, 3707.0, 866375.0, 837795.0, 8542439.0, 1475977.0, 8542439.0]",4.479027307809487
luisteraars,3.0,"(4.512657718832598, 5.910038726309899, 2.761927838420529)","(5.739589103367539, 7.13697011084484, 3.9888592229554702)",2.761927838420529,5.910038726309899,4.394874761187675,3.9888592229554702,"['lu', 'ui', 'is', 'st', 'te', 'er', 'ra', 'aa', 'ar', 'rs']","[273011.0, 687028.0, 3439538.0, 2307098.0, 3522714.0, 6799370.0, 2220035.0, 2730922.0, 1754491.0, 834594.0]",3.1478940163650084
duizenden,3.0,"(4.296730987471248, 4.781209471689111, 5.692720929176541)","(5.523662372006189, 6.008140856224053, 6.919652313711482)",4.296730987471248,5.692720929176541,4.923553796112301,5.523662372006189,"['du', 'ui', 'iz', 'ze', 'en', 'nd', 'de', 'en']","[161799.0, 687028.0, 102177.0, 1671440.0, 8542439.0, 2576478.0, 2559661.0, 8542439.0]",4.524882822178704
wereld,2.0,"(5.758833954513728, 4.310289623796099)","(6.985765339048669, 5.5372210083310405)",4.310289623796099,5.758833954513728,5.034561789154914,5.5372210083310405,"['we', 'er', 're', 'el', 'ld']","[1965886.0, 6799370.0, 1607974.0, 4671207.0, 840998.0]",5.5918128092990855
komen,2.0,"(5.1102293320630805, 5.440447792666458)","(6.337160716598022, 6.667379177201399)",5.1102293320630805,5.440447792666458,5.2753385623647695,6.337160716598022,"['ko', 'om', 'me', 'en']","[466342.0, 2473734.0, 1659354.0, 8542439.0]",6.054663378747433
popconcert,3.0,"(3.448551739201578, 4.601625479553944, 2.8750612633917)","(4.6754831237365195, 5.8285568640888865, 4.101992647926641)",2.8750612633917,4.601625479553944,3.6417461607157406,4.101992647926641,"['po', 'op', 'pc', 'co', 'on', 'nc', 'ce', 'er', 'rt']","[490468.0, 976321.0, 610.0, 488809.0, 2451854.0, 74991.0, 173200.0, 6799370.0, 1154116.0]",2.0544723312027733
bericht,2.0,"(5.7420971887829415, 3.806179973983887)","(6.969028573317883, 5.033111358518829)",3.806179973983887,5.7420971887829415,4.774138581383414,5.033111358518829,"['be', 'er', 'ri', 'ic', 'ch', 'ht']","[2443609.0, 6799370.0, 1787712.0, 911860.0, 1999086.0, 373636.0]",4.772974020070048
eeuwige,3.0,"(3.740993931584886, 4.605660526371362, 6.125745990776331)","(4.967925316119827, 5.832591910906303, 7.352677375311273)",3.740993931584886,6.125745990776331,4.82413348291086,4.967925316119827,"['ee', 'eu', 'uw', 'wi', 'ig', 'ge']","[944702.0, 135956.0, 98896.0, 658045.0, 960409.0, 3692145.0]",4.259676695150918
jeruzalem,4.0,"(6.249430979053402, 3.8239955911559678, 4.520300081549378, 3.074450718954591)","(7.476362363588343, 5.050926975690909, 5.747231466084319, 4.301382103489533)",3.074450718954591,6.249430979053402,4.417044342678335,4.301382103489533,"['je', 'er', 'ru', 'uz', 'za', 'al', 'le', 'em']","[913788.0, 6799370.0, 1082518.0, 46738.0, 308657.0, 2558689.0, 4397946.0, 924741.0]",3.8753303206424734
trouwe,2.0,"(4.280896918228884, 5.758833954513728)","(5.507828302763825, 6.985765339048669)",4.280896918228884,5.758833954513728,5.019865436371306,5.507828302763825,"['tr', 'ro', 'ou', 'uw', 'we']","[1199332.0, 1417238.0, 846499.0, 98896.0, 1965886.0]",3.9586466994869367
dienaren,3.0,"(5.527754887527666, 5.202455621138131, 5.482819293405307)","(6.754686272062608, 6.429387005673073, 6.7097506779402485)",5.202455621138131,5.527754887527666,5.404343267357035,6.429387005673073,"['di', 'ie', 'en', 'na', 'ar', 're', 'en']","[1050254.0, 2076673.0, 8542439.0, 523332.0, 1754491.0, 1607974.0, 8542439.0]",3.2419930520392364
toe,1.0,"(4.799698866883532,)","(6.026630251418473,)",4.799698866883532,4.799698866883532,4.799698866883532,6.026630251418473,"['to', 'oe']","[2236591.0, 837795.0]",5.760028166640501
eisende,3.0,"(4.651665603922935, 5.103146652964158, 6.234172950952972)","(5.878596988457877, 6.330078037499099, 7.461104335487914)",4.651665603922935,6.234172950952972,5.329661735946688,5.878596988457877,"['ei', 'is', 'se', 'en', 'nd', 'de']","[2483878.0, 3439538.0, 763112.0, 8542439.0, 2576478.0, 2559661.0]",2.3968950120249795
malafide,4.0,"(5.233899315776511, 5.12881914219451, 4.245857992007197, 6.234172950952972)","(6.460830700311453, 6.355750526729452, 5.4727893765421385, 7.461104335487914)",4.245857992007197,6.234172950952972,5.2106873502327975,5.4727893765421385,"['ma', 'al', 'la', 'af', 'fi', 'id', 'de']","[957657.0, 2558689.0, 2444604.0, 472535.0, 301366.0, 469631.0, 2559661.0]",2.2006003668810115
makelaar,3.0,"(5.233899315776511, 5.232299665207751, 3.6071332043915665)","(6.460830700311453, 6.459231049742693, 4.834064588926508)",3.6071332043915674,5.233899315776511,4.69111072845861,4.834064588926508,"['ma', 'ak', 'ke', 'el', 'la', 'aa', 'ar']","[957657.0, 762048.0, 3143026.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0]",3.703807189914915
lees,1.0,"(3.469674772551798,)","(4.696606157086739,)",3.469674772551798,3.469674772551798,3.469674772551798,4.696606157086739,"['le', 'ee', 'es']","[4397946.0, 944702.0, 1784615.0]",4.782826113224002
boeken,2.0,"(3.9188687433809846, 5.606547956038138)","(5.145800127915926, 6.83347934057308)",3.918868743380985,5.606547956038138,4.762708349709562,5.145800127915926,"['bo', 'oe', 'ek', 'ke', 'en']","[1606593.0, 837795.0, 762098.0, 3143026.0, 8542439.0]",4.821925049300546
tijd,1.0,"(4.97301233438585,)","(6.199943718920791,)",4.97301233438585,4.97301233438585,4.97301233438585,6.199943718920791,"['ti', 'ij', 'jd']","[1353437.0, 1639122.0, 163477.0]",5.949784355678561
bekentenis,4.0,"(5.7420971887829415, 5.606547956038138, 5.910038726309899, 4.451233624426789)","(6.969028573317883, 6.83347934057308, 7.13697011084484, 5.678165008961731)",4.451233624426789,5.910038726309899,5.427479373889442,5.678165008961731,"['be', 'ek', 'ke', 'en', 'nt', 'te', 'en', 'ni', 'is']","[2443609.0, 762098.0, 3143026.0, 8542439.0, 1477178.0, 3522714.0, 8542439.0, 638298.0, 3439538.0]",4.043031288081389
moord,1.0,"(4.437766412694732,)","(5.664697797229673,)",4.437766412694732,4.437766412694732,4.437766412694732,5.664697797229673,"['mo', 'oo', 'or', 'rd']","[1055897.0, 3901750.0, 2597583.0, 823655.0]",5.148593927043335
dreef,1.0,"(2.6020599913279625,)","(3.8289913758629037,)",2.6020599913279625,2.6020599913279625,2.6020599913279625,3.828991375862904,"['dr', 're', 'ee', 'ef']","[486140.0, 1607974.0, 944702.0, 169410.0]",3.7948350206970174
machtige,3.0,"(3.5369370227046737, 4.854542865117994, 6.125745990776331)","(4.763868407239615, 6.081474249652935, 7.352677375311273)",3.5369370227046737,6.125745990776331,4.839075292866333,4.763868407239615,"['ma', 'ac', 'ch', 'ht', 'ti', 'ig', 'ge']","[957657.0, 404620.0, 1999086.0, 373636.0, 1353437.0, 960409.0, 3692145.0]",4.137974951033041
personeel,3.0,"(4.710760288222427, 4.27429643177251, 3.7681939616330715)","(5.937691672757369, 5.501227816307451, 4.995125346168013)",3.768193961633072,4.710760288222427,4.25108356054267,4.995125346168013,"['pe', 'er', 'rs', 'so', 'on', 'ne', 'ee', 'el']","[1062538.0, 6799370.0, 834594.0, 369446.0, 2451854.0, 1475977.0, 944702.0, 4671207.0]",4.340479453282248
overwinning,4.0,"(5.468992384083093, 5.884176605805033, 4.297388411880627, 4.4184338800803244)","(6.695923768618035, 7.111107990339974, 5.524319796415568, 5.645365264615266)",4.297388411880627,5.884176605805033,5.017247820462269,5.524319796415568,"['ov', 've', 'er', 'rw', 'wi', 'in', 'nn', 'ni', 'in', 'ng']","[145547.0, 1767776.0, 6799370.0, 34493.0, 658045.0, 2264626.0, 746302.0, 638298.0, 2264626.0, 2927082.0]",4.359393493103665
hawaii,2.0,"(4.588898879342541, 1.954242509439325)","(5.815830263877483, 3.181173893974266)",1.954242509439325,4.588898879342541,3.2715706943909333,3.181173893974266,"['ha', 'aw', 'wa', 'ai', 'ii']","[1299761.0, 39687.0, 409327.0, 444826.0, 3797.0]",3.2419930520392364
hopelijk,3.0,"(4.626155521880912, 4.643600706192297, 5.323099399735069)","(5.853086906415854, 5.870532090727238, 6.55003078427001)",4.626155521880912,5.323099399735069,4.864285209269426,5.853086906415854,"['ho', 'op', 'pe', 'el', 'li', 'ij', 'jk']","[1237078.0, 976321.0, 1062538.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.804363172474195
snel,1.0,"(4.448134096264779,)","(5.67506548079972,)",4.448134096264779,4.448134096264779,4.448134096264779,5.67506548079972,"['sn', 'ne', 'el']","[91698.0, 1475977.0, 4671207.0]",5.662441769025294
arbeidsethos,4.0,"(4.413014612334246, 2.2380461031287955, 5.300412859229037, 1.6020599913279623)","(5.639945996869187, 3.4649774876637367, 6.527344243763977, 2.8289913758629037)",1.6020599913279625,5.300412859229037,3.38838339150501,2.828991375862904,"['ar', 'rb', 'be', 'ei', 'id', 'ds', 'se', 'et', 'th', 'ho', 'os']","[1754491.0, 87286.0, 2443609.0, 2483878.0, 469631.0, 357110.0, 763112.0, 1684914.0, 446916.0, 1237078.0, 588208.0]",2.2006003668810115
centraal,2.0,"(3.9468941951023266, 2.5634810853944106)","(5.173825579637268, 3.7904124699293518)",2.5634810853944106,3.946894195102327,3.2551876402483684,3.790412469929352,"['ce', 'en', 'nt', 'tr', 'ra', 'aa', 'al']","[173200.0, 8542439.0, 1477178.0, 1199332.0, 2220035.0, 2730922.0, 2558689.0]",3.42738433417288
bolivia,4.0,"(4.595297767843439, 4.999965255051631, 4.392309959892819, 5.254656818372799)","(5.82222915237838, 6.226896639586572, 5.61924134442776, 6.48158820290774)",4.392309959892819,5.254656818372799,4.810557450290172,5.61924134442776,"['bo', 'ol', 'li', 'iv', 'vi', 'ia']","[1606593.0, 2233880.0, 3369152.0, 94073.0, 226005.0, 112581.0]",3.103690353872955
anders,2.0,"(5.094111105508989, 4.763802224074593)","(6.321042490043931, 5.990733608609534)",4.763802224074593,5.094111105508989,4.928956664791791,5.990733608609534,"['an', 'nd', 'de', 'er', 'rs']","[4143386.0, 2576478.0, 2559661.0, 6799370.0, 834594.0]",5.884226250127748
