,Word,Number of Syllables,Minimum Syllable Frequency,Zipf Word Frequency,Maximum Syllable Frequency,Mean Syllable Frequency,Minimum Bigram Frequency,Maximum Bigram Frequency,Mean Bigram Frequency,Number of Letters
995,dertigste,3.0,4.768608506066718,2.923704050933749,5.479156216100646,5.0717802589543775,5.9824566733781275,6.832468738608579,6.39383355356227,9
996,domino,3.0,4.559212156030079,3.3239852754206898,4.921103557727076,4.777119973620468,5.534222890836913,6.39335317378869,6.1019250844536055,6
997,speelde,2.0,3.894758994371892,4.599779447668597,6.234172950952972,5.064465972662433,5.924795479395129,6.669429206024889,6.286212569098041,7
998,gewonnen,3.0,4.134463991534289,4.85146272174846,6.125745990776331,5.224016715391488,5.768638841101297,6.931581937103762,6.42041888258237,8
999,versleten,3.0,3.024074987307426,3.5623282028986045,5.884176605805033,4.892838847517596,5.9214757785557595,6.931581937103762,6.55349254718514,9
1000,toestel,2.0,4.552704709913475,4.209808368667835,4.799698866883532,4.676201788398504,5.9231382825206955,6.669429206024889,6.408240700445116,7
1001,aardig,2.0,4.24375714102993,5.279523027340822,5.012402712931155,4.628079926980543,5.915745866435793,6.436309455120861,6.165525413360242,6
1002,draait,1.0,3.384353414137506,4.684493182316183,3.384353414137506,3.384353414137506,5.522895248157097,6.436309455120861,6.094490205035796,6
1003,gekeurd,2.0,2.681241237375587,2.802660358208974,6.125745990776331,4.403493614075959,5.133401572961477,6.567278866173126,6.17138707421571,7
1004,rosa,2.0,4.5834255004065065,3.7721428342050354,4.698422448256003,4.640923974331255,5.504983014287968,6.151443094868977,5.889362406094489,4
1005,bruiloft,2.0,3.2271150825891253,4.557445390268405,4.13305964275391,3.6800873626715176,5.254845238755702,6.413499426566984,5.944685037245137,8
1006,bedacht,2.0,4.655388178399303,4.617953416597184,5.7420971887829415,5.198742683591123,5.572449876391515,6.388031893729547,6.064108603580073,7
1007,vreugde,2.0,2.8530895298518657,4.129288771847948,6.234172950952972,4.543631240402419,4.794013758480958,6.408182621082838,5.883858951643079,7
1008,panda,2.0,3.561101383649056,2.988970782446341,4.8120639819955855,4.186582682822321,5.5048608048041485,6.617355499099678,6.308382975022484,5
1009,uitsterven,3.0,4.436417104046368,3.2900007781103224,5.439236348731971,5.07309813199221,4.771807878999105,6.931581937103762,6.430542081407571,10
1010,bedreigd,2.0,2.8318697742805017,4.14011961949963,5.7420971887829415,4.286983481531721,5.038190820757663,6.39513043574277,6.095802167764233,8
1011,rekent,2.0,4.360915134223679,3.641059635874528,5.252083235452522,4.806499184838101,5.8820113917608055,6.931581937103762,6.492277509187465,6
1012,bands,1.0,2.0863598306747484,3.400825305653412,2.0863598306747484,2.0863598306747484,5.55280322786213,6.617355499099678,6.282239699719358,5
1013,populair,3.0,3.0711452904510828,4.18544902280839,4.619124648811094,3.9392329057045923,4.653251116013661,6.460027631162969,6.087894690637527,8
1014,brengen,2.0,4.196590654117307,5.3938442605203605,5.7314662752592405,4.9640284646882735,5.282939165754773,6.931581937103762,6.628455755165585,7
1015,enorme,3.0,4.088879956108052,4.64419858745701,5.690652292689712,5.026648369342268,5.9281489307307655,6.931581937103762,6.468235167504153,6
1016,tenten,2.0,5.77026494944033,3.5808116085926174,5.77026494944033,5.77026494944033,6.16943312496801,6.931581937103762,6.7093969904967725,6
1017,gans,1.0,2.6893088591236203,3.7671220328299846,2.6893088591236203,2.6893088591236203,5.650073310166976,6.617355499099678,6.239096844540999,4
1018,andere,3.0,5.094111105508989,5.812733050554024,6.234172950952972,5.526789097304828,6.206279292269118,6.832468738608579,6.548681077611821,6
1019,persoon,2.0,3.9942731489731695,4.970083193864241,4.710760288222427,4.352516718597799,5.567552144331689,6.832468738608579,6.409920674504304,7
1020,vasthield,2.0,3.855397996654069,3.4162001672203663,4.551901137051595,4.203649566852832,5.496126706275837,6.669429206024889,6.163054279548843,9
1021,begon,2.0,4.011528153857539,5.022674999345624,5.7420971887829415,4.87681267132024,5.168332455625744,6.389494782909221,6.188111833101031,5
1022,fladderen,3.0,1.8750612633917,2.8179003247657106,6.234172950952972,4.530684502583327,4.957243227337638,6.931581937103762,6.453365016549406,9
1023,ton,1.0,4.120902817614527,4.134376798869495,4.120902817614527,4.120902817614527,6.34958676715011,6.389494782909221,6.3699990152767025,3
1024,paradijs,3.0,2.885361220031512,4.156219405149139,4.822632212416613,4.174831081013494,5.5048608048041485,6.346360017006757,6.054171916096569,8
1025,verborgen,3.0,3.797198269838959,4.507484722324229,5.884176605805033,5.137613716967745,4.940949567317578,6.931581937103762,6.508581578715876,9
1026,gemaakte,3.0,4.5723371144489455,3.253129418157196,6.125745990776331,5.5360406105117255,5.25357786738877,6.567278866173126,6.261076940761922,8
1027,salade,3.0,4.698422448256003,3.993991583821392,6.234172950952972,5.353804847134495,5.504983014287968,6.408182621082838,6.223097858643949,6
1028,deze,2.0,5.786578947445944,6.231032375200583,6.234172950952972,6.010375949199458,5.004166548155164,6.408182621082838,6.159573910109261,4
1029,bedorven,3.0,3.313445370426414,3.5833890314804284,5.7420971887829415,4.831592969313776,4.771807878999105,6.931581937103762,6.370845985407236,8
1030,tomaat,2.0,3.902111723448004,3.472773622522519,4.820208029700418,4.361159876574211,5.981210440987696,6.436309455120861,6.273959922970345,6
1031,verpest,2.0,3.512550992904211,4.600521197604508,5.884176605805033,4.698363799354622,4.602635050623777,6.832468738608579,6.360513103942059,7
1032,gooi,1.0,3.8729134416203954,4.863493051686446,3.8729134416203954,3.8729134416203954,5.168332455625744,6.591259550354114,6.281210686905279,4
1033,verhitte,3.0,3.3356584522893016,2.5016303625449927,5.910038726309899,5.043291261468077,5.522895248157097,6.832468738608579,6.300966335835878,8
1034,discussie,3.0,3.660580912427299,4.156906036884109,4.314056919240724,3.8901856948331415,4.440814659957681,6.536500238160898,6.120706337935748,9
1035,uitdraaide,3.0,3.910037123553051,1.957562318194717,6.234172950952972,5.1626170059014385,4.0319333402756055,6.436309455120861,6.04324693120877,10
1036,gehad,2.0,5.092467992833974,5.498235838180274,6.125745990776331,5.609106991805152,5.130008730279083,6.567278866173126,6.14622954015051,5
1037,perceel,2.0,1.591064607026499,2.846864020701027,4.710760288222427,3.1509124476244628,4.7322650609090315,6.832468738608579,6.358727979624403,7
1038,vaste,2.0,3.176958980586908,4.238595685442444,5.910038726309899,4.543498853448403,5.496126706275837,6.546877508655531,6.220632717949062,5
1039,bestemming,3.0,3.9245377177754897,4.094282885351124,5.7420971887829415,4.567261454777298,5.534222890836913,6.546877508655531,6.274277084204154,10
1040,katten,2.0,3.5975855017522047,4.186090995551899,5.77026494944033,4.683925225596267,5.628229489164837,6.931581937103762,6.447347063401776,6
1041,continu,3.0,4.601625479553944,3.662998364779968,5.176901186391347,4.877689843687762,4.726922719751019,6.389494782909221,6.129756094509328,7
1042,plukjes,2.0,2.72916478969277,2.2585923138586983,4.5906746805752014,3.659919735133986,4.753774504556974,6.251544782340755,5.742729188889402,7
1043,verliezen,3.0,4.781209471689111,4.982150595340765,5.884176605805033,5.290016196414121,5.004166548155164,6.931581937103762,6.489120688711957,9
1044,kunnen,2.0,4.987411511359865,6.227955800163067,5.411840163863845,5.199625837611855,5.099511447348284,6.931581937103762,6.3493681077694895,6
1045,tekort,2.0,3.750354088762708,4.044811185990374,5.910038726309899,4.830196407536303,5.66870546220922,6.546877508655531,6.2305949219672305,6
1046,vitamine,4.0,4.392309959892819,3.2585923138586983,5.210168644978889,4.797551523241589,5.354119968936349,6.354996680882354,5.9654369669577045,8
1047,beetgare,,,,,,4.529763904040117,6.388031893729547,6.105087606575049,8
1048,pasta,2.0,4.418002818524436,3.7704756748375727,4.7366832809904,4.577343049757419,5.5048608048041485,6.363066230945546,6.002570890432924,5
1049,overgoten,4.0,4.122870922864435,2.6107748319700605,5.884176605805033,5.311576215548223,5.163006242100962,6.931581937103762,6.462961054955061,9
1050,rode,2.0,4.5834255004065065,4.742536028149118,6.234172950952972,5.40879922567974,5.286294758140591,6.408182621082838,6.143038649344182,4
1051,saus,1.0,2.9036325160842376,3.9777163498330497,2.9036325160842376,2.9036325160842376,5.504983014287968,5.86202756575261,5.74285181477265,4
1052,versmaden,3.0,3.0310042813635367,2.30974483630608,5.884176605805033,4.86930060544837,4.951619184484154,6.931581937103762,6.439835059546474,9
1053,martine,3.0,4.106326911821967,3.20676067558583,5.210168644978889,4.7236794739729495,5.981210440987696,6.354996680882354,6.174171784832103,7
1054,glimmende,3.0,3.145817714491828,3.364102498628672,6.234172950952972,4.940146152703752,5.605322288259656,6.931581937103762,6.409461332350362,9
1055,dressoir,2.0,1.919078092376074,2.923704050933749,3.5323721335678773,2.7257251129719755,5.567552144331689,6.460027631162969,6.149918260924361,8
1056,gepoetst,2.0,2.3010299956639813,3.462712296514623,6.125745990776331,4.213387993220156,5.276521544278673,6.567278866173126,6.129718058753355,8
1057,vond,1.0,4.651181062444688,5.427457937169735,4.651181062444688,4.651181062444688,6.327023427297477,6.411026607025587,6.377287608553155,4
1058,gouden,2.0,3.4720246977002813,4.509926299981402,5.692720929176541,4.582372813438411,5.168332455625744,6.931581937103762,6.40712572541725,6
1059,ketting,2.0,3.7637274037656985,4.278746345497031,4.162026432421177,3.962876918093438,5.715407450461542,6.497348111816385,6.2971174179279705,7
1060,kreta,2.0,3.879497287249429,3.0087148406420985,4.7366832809904,4.308090284119914,4.948667207934095,6.226577996624518,6.02875552443064,5
1061,stranden,2.0,2.432969290874406,3.3968950120249795,5.692720929176541,4.062845110025473,6.078939783585439,6.931581937103762,6.526864028175694,8
1062,vanwege,3.0,5.744835707598842,4.922528693025815,6.125745990776331,5.876471884296301,5.005943719146886,6.617355499099678,6.2765306960432925,7
1063,massale,3.0,3.796296740051792,3.1750462624086238,5.5573243025633445,4.6840144969570465,5.504983014287968,6.643249991339862,6.213483534482371,7
1064,toerisme,3.0,4.075218379111536,3.018260158548329,5.690652292689712,4.85518984622826,4.951619184484154,6.832468738608579,6.381497328918441,8
1065,aantrekkelijk,4.0,4.356255379517801,4.232297303067455,5.419826927220304,5.082870342920231,4.8135276157671045,6.669429206024889,6.324395559530044,13
1066,peter,2.0,4.643600706192297,4.722671815401435,5.393873404149383,5.01873705517084,6.0263448795919485,6.832468738608579,6.514200310944448,5
1067,gemene,3.0,5.210168644978889,4.169749922598674,6.125745990776331,5.675522309481644,5.9660205828953705,6.931581937103762,6.513075325340209,6
1068,duivel,2.0,4.017116849438813,4.650849475200372,4.296730987471248,4.15692391845503,4.973469610496657,6.669429206024889,6.16919744734034,6
1069,uitgedreven,4.0,3.4252080511386565,2.717230162884348,6.125745990776331,5.0834578334613125,4.529763904040117,6.931581937103762,6.257786799085665,11
1070,doodmoe,2.0,4.745309059940828,3.519855182651192,5.100260234097944,4.922784647019386,4.07598468474412,6.591259550354114,6.027705664810701,7
1071,sliep,1.0,3.0692980121155293,4.419585762830351,3.0692980121155293,3.0692980121155293,5.276521544278673,6.527520733613047,6.22397293558758,5
1072,meteen,2.0,4.00842982679723,5.33568756381409,5.690652292689712,4.849541059743471,5.975295294504483,6.931581937103762,6.514657388216435,6
1073,bezem,2.0,2.673020907128896,3.578218798014338,5.7420971887829415,4.207559047955919,5.004166548155164,6.388031893729547,6.108967084226815,5
1074,lucht,1.0,3.871981353843369,4.945786730584917,3.871981353843369,3.871981353843369,4.977394330993379,6.300831694967414,5.835795803828287,5
1075,vloog,1.0,2.8536982117761744,4.19119289835918,2.8536982117761744,2.8536982117761744,5.024424090392274,6.591259550354114,6.136846319996319,5
1076,lelijk,2.0,5.323099399735069,4.4623728713454085,5.5573243025633445,5.440211851149207,5.714410239296128,6.669429206024889,6.465249776321345,6
1077,borrels,2.0,3.406028944963615,3.230563590258454,3.797198269838959,3.601613607401287,5.05922251252969,6.669429206024889,6.2552187779442034,7
1078,drinkt,1.0,3.166430113843283,4.45998943817915,3.166430113843283,3.166430113843283,5.25357786738877,6.354996680882354,6.0165616231429695,6
1079,tegen,2.0,5.7314662752592405,6.009861792414411,5.910038726309899,5.82075250078457,6.051376753523349,6.931581937103762,6.625386593725901,5
1080,boom,1.0,3.525563058270067,4.714578552926017,3.525563058270067,3.525563058270067,6.205906140710445,6.591259550354114,6.42499482144501,4
1081,gereden,3.0,5.252083235452522,4.287976091543908,6.125745990776331,5.690183385135132,5.803799090305684,6.931581937103762,6.599120295816902,7
1082,ring,1.0,4.418019405728941,4.715337809206643,4.418019405728941,4.418019405728941,6.252297798284929,6.466435037408486,6.366698265571976,4
1083,diamant,3.0,3.2624510897304293,4.045698406895268,5.254656818372799,4.473536759667208,5.051468959560003,6.617355499099678,6.159936917965397,7
1084,bevat,2.0,3.513617073787875,3.9859302018917786,5.7420971887829415,4.627857131285408,5.496126706275837,6.388031893729547,6.007654872559802,5
1085,oogarts,2.0,3.437750562820388,2.9465669338932536,3.7169210731667612,3.577335817993575,5.371365298317344,6.591259550354114,6.112727576363308,7
1086,anne,2.0,5.094111105508989,4.236315919147546,5.210168644978889,5.15213987524394,5.87291518740738,6.617355499099678,6.3267227296237705,4
1087,aanbiedt,2.0,3.0398105541483504,3.528688595279029,5.419826927220304,4.229818740684327,4.85547069611833,6.617355499099678,6.175358834914758,8
1088,rijk,1.0,4.233579856679016,4.89482939040613,4.233579856679016,4.233579856679016,5.714410239296128,6.252297798284929,6.118918266823421,4
1089,kleurige,3.0,3.15106325335375,2.531593585922436,6.125745990776331,4.715878120968635,5.133401572961477,6.643249991339862,6.229353959503473,8
1090,papegaai,3.0,2.397940008672037,3.5168703291017294,4.816499810592357,3.95268017515223,5.43235507524124,6.436309455120861,5.961152026156844,8
1091,gekocht,2.0,3.836640541572774,4.804672059031955,6.125745990776331,4.981193266174553,5.431392716159392,6.567278866173126,6.100561799378114,7
1092,zak,1.0,4.35071308475223,4.982560790867744,4.35071308475223,4.35071308475223,5.489477537777548,5.881982897514704,5.728640646323414,3
1093,pitjes,2.0,3.0982975364946976,2.2006003668810115,4.5906746805752014,3.8444861085349498,5.020241089108949,6.251544782340755,5.973384565876006,6
1094,reus,1.0,2.851869600729766,3.870050079527041,2.851869600729766,2.851869600729766,5.133401572961477,6.206279292269118,5.915884693732157,4
1095,wees,1.0,4.037306950897091,5.364953222665449,4.037306950897091,4.037306950897091,5.975295294504483,6.293558550786624,6.194533396770781,4
1096,dwerg,1.0,2.680335513414563,3.9509985486923287,2.680335513414563,2.680335513414563,4.667471631820814,6.832468738608579,6.376651857271636,5
1097,knuppel,2.0,2.717670503002262,3.862007359271627,4.036708721569886,3.377189612286074,4.7131039582015015,6.669429206024889,6.015515531312511,7
1098,patricia,4.0,3.829882446443493,3.5108383643318164,5.254656818372799,4.5975946753166586,5.051468959560003,6.273535530866928,6.012559633279639,8
1099,geleerd,2.0,3.763502865467597,4.943998127873964,6.125745990776331,4.944624428121964,5.915745866435793,6.832468738608579,6.550819875065212,7
1100,haalde,2.0,4.42129125391886,4.372117874423932,6.234172950952972,5.327732102435917,5.924795479395129,6.436309455120861,6.300597048912303,6
1101,moeilijke,3.0,4.245068275718399,4.422573182912124,5.232299665207751,4.713394138673334,5.714410239296128,6.527520733613047,6.2910957485720544,9
1102,tentamen,3.0,4.7366832809904,3.0456984068952684,5.77026494944033,5.3157986743657295,5.950399421283193,6.931581937103762,6.562573543844761,8
1103,punt,1.0,3.759365621655929,4.864301292270659,3.759365621655929,3.759365621655929,4.653251116013661,6.16943312496801,5.739818559431614,4
1104,trui,1.0,2.822168079368017,4.062220109203514,2.8221680793680175,2.8221680793680175,5.836975069336347,6.078939783585439,5.995471535641932,4
1105,droger,2.0,3.8066547239918607,3.299984999016923,4.7599623097917805,4.283308516891821,5.4562369404099025,6.832468738608579,6.404177059606257,6
1106,terecht,2.0,4.237995892771852,4.648643810317686,5.910038726309899,5.074017309540875,5.572449876391515,6.832468738608579,6.389600338929783,7
1107,gekomen,3.0,5.1102293320630805,5.307955723289788,6.125745990776331,5.558807705168623,5.66870546220922,6.931581937103762,6.467265615320422,7
1108,paste,2.0,4.418002818524436,3.751701673962491,5.910038726309899,5.164020772417167,5.5048608048041485,6.546877508655531,6.221048454842846,5
1109,rotterdam,3.0,3.415974411376566,2.6979250076889607,5.393873404149383,4.299257045483749,5.715407450461542,6.832468738608579,6.319744897775701,9
1110,samen,2.0,4.698422448256003,5.565258549125613,5.440447792666458,5.069435120461231,5.504983014287968,6.931581937103762,6.456820968791184,5
1111,dingen,2.0,4.559954478540861,5.704527171074522,5.7314662752592405,5.14571037690005,6.0212947577817895,6.931581937103762,6.567650900780566,6
1112,tot,1.0,4.724062767202917,6.049940794907374,4.724062767202917,4.724062767202917,6.202766405339332,6.34958676715011,6.282351642411628,3
1113,stand,1.0,3.98344585734134,4.193090765102266,3.98344585734134,3.98344585734134,5.950399421283193,6.617355499099678,6.394409475158473,5
1114,kortere,3.0,3.543322900646912,3.528688595279029,5.910038726309899,4.901814954136444,5.66870546220922,6.832468738608579,6.42997031428158,7
1115,termijn,2.0,5.292984454514687,3.796411408931972,5.393873404149383,5.343428929332035,4.901436524388308,6.832468738608579,6.350001298730376,7
1116,vertrok,2.0,3.9674075565974727,4.34182610391752,5.884176605805033,4.925792081201253,5.190401740018988,6.832468738608579,6.318510692267676,7
1117,gezelschap,3.0,3.940367045985665,4.563405857252806,6.125745990776331,4.769783191567691,5.004166548155164,6.669429206024889,6.218922859869868,10
1118,bus,1.0,3.767971721381619,4.808208553377783,3.767971721381619,3.767971721381619,5.302162027601859,5.86202756575261,5.666680810456896,3
1119,lezers,2.0,3.0013009330204183,3.492222894023161,5.5573243025633445,4.279312617791882,5.004166548155164,6.832468738608579,6.441044950923716,6
1120,groten,2.0,4.4131823713296505,3.3286301804664533,5.77026494944033,5.09172366038499,5.897243203258759,6.931581937103762,6.5015170713615085,6
1121,getale,3.0,4.7366832809904,2.3968950120249795,6.125745990776331,5.473251191443359,5.950399421283193,6.643249991339862,6.42245092875284,6
1122,bezwaar,2.0,3.7782959910888336,4.314066210088722,5.7420971887829415,4.760196589935887,4.425811271981189,6.436309455120861,6.094935222793544,7
1123,schrijnende,3.0,3.9110510203281263,2.30974483630608,6.234172950952972,5.185688045048314,4.562185764941276,6.931581937103762,6.33798044126842,11
1124,situatie,4.0,4.3182512102012,4.844616696245674,5.254656818372799,4.804216797108176,5.074359240390398,6.317368325560973,5.9461778316636495,8
1125,waaraan,2.0,5.419826927220304,4.1278240335896745,5.468673667231199,5.444250297225752,5.612071453488598,6.617355499099678,6.367638182824748,7
1126,nederlandse,4.0,4.434872165596942,3.295021579485373,5.479156216100646,5.020197004013709,5.537238388873952,6.832468738608579,6.34440693333287,11
1127,politiek,3.0,3.610766594773271,4.486157675888785,4.999965255051631,4.4099521662119985,5.522895248157097,6.527520733613047,6.1809880346520005,8
1128,nauwelijks,3.0,3.2931414834509307,4.516270888727883,5.758833954513728,4.273414484805403,4.995183117651712,6.669429206024889,6.176561522217049,10
1129,doet,1.0,4.578788150870558,5.918104441645213,4.578788150870558,4.578788150870558,5.596108652070105,6.226577996624518,5.98785492459751,4
1130,dagen,2.0,4.8120639819955855,5.458929724249522,5.7314662752592405,5.271765128627413,5.602345446116832,6.931581937103762,6.535667351580979,5
1131,meest,1.0,3.722469385884031,4.7669536690046925,3.7224693858840308,3.7224693858840308,5.975295294504483,6.363066230945546,6.22374073046153,5
1132,succesvolle,4.0,3.737987326333431,3.78847161774116,5.5573243025633445,4.511256012857492,4.524824362853967,6.643249991339862,6.135910566309789,11
1133,nederland,3.0,4.434872165596942,3.4793539678338403,5.479156216100646,5.041399008892159,5.537238388873952,6.832468738608579,6.4187263023422085,9
1134,toezicht,2.0,4.105612359686785,3.900809443332579,4.799698866883532,4.452655613285159,5.004166548155164,6.34958676715011,5.973353522485373,8
1135,accountants,3.0,1.8512583487190752,2.9465669338932536,4.187802638718419,2.9690391164201784,4.524824362853967,6.617355499099678,6.005358227891189,11
1136,ter,1.0,5.393873404149383,4.88222919418139,5.393873404149383,5.393873404149383,6.546877508655531,6.832468738608579,6.712737477474317,3
1137,regionale,5.0,4.1946253294838645,3.3968950120249795,5.5573243025633445,5.135096174544191,5.7187781210687945,6.643249991339862,6.245885267082946,9
1138,problemen,3.0,4.175627764367181,5.362994060162091,5.440447792666458,4.8543036180334225,4.981732554900802,6.931581937103762,6.338270733226402,9
1139,zoals,2.0,5.424349054564449,5.8607337277688885,5.550692983024587,5.487521018794518,4.395169074827421,6.408017671801708,5.83543388150074,5
1140,antillen,3.0,3.2523675144598987,2.531593585922436,5.454660436181347,4.600379685383412,6.131438365851184,6.931581937103762,6.55733570164324,8
1141,pillen,2.0,3.401400540781544,4.443992797049151,5.454660436181347,4.428030488481445,6.194863024978794,6.931581937103762,6.598840300091935,6
1142,blauwe,2.0,3.3554515201265174,4.684900206227797,5.758833954513728,4.557142737320122,4.995183117651712,6.388208695697325,6.023114616156214,6
1143,poeders,2.0,3.185258765296585,2.531593585922436,4.763802224074593,3.974530494685589,5.6906115630831495,6.832468738608579,6.306724962464198,7
1144,ingevoerd,3.0,3.398981066658131,3.372535666165535,6.125745990776331,5.076459223001376,5.501456384696516,6.832468738608579,6.393253267378074,9
1145,haalt,1.0,3.4888326343824003,4.749428333452592,3.4888326343824003,3.4888326343824003,6.113863835730333,6.436309455120861,6.324695867360022,5
1146,zo,1.0,5.424349054564449,6.580762489177145,5.424349054564449,5.424349054564449,4.604657972047871,4.604657972047871,4.604657972047871,2
1147,complete,3.0,3.953807997665307,4.043922148869465,5.910038726309899,4.7374617417444,4.709922608524059,6.643249991339862,6.2592719803751935,8
1148,bouwsel,2.0,3.753353212641496,2.0544723312027733,3.906227263052359,3.8297902378469275,4.576156995122093,6.669429206024889,6.126239453130917,7
1149,verband,2.0,3.835563751669097,4.399649947745477,5.884176605805033,4.859870178737065,4.940949567317578,6.832468738608579,6.424842858606852,7
1150,vorig,2.0,4.003934206173708,4.549183356408037,4.353800865138863,4.178867535656286,5.9824566733781275,6.414569600559002,6.271206305747551,5
1151,jaar,1.0,4.585663728828571,5.878624208984995,4.585663728828571,4.585663728828571,6.118141002347157,6.436309455120861,6.2861600273601645,4
1152,dertig,2.0,4.768608506066718,4.507790671249811,5.479156216100646,5.123882361083682,5.9824566733781275,6.832468738608579,6.4091550226869005,6
1153,dossiers,2.0,2.9380190974762104,4.260217872145436,3.469232742506612,3.203625919991411,5.596108652070105,6.832468738608579,6.263983804456995,8
1154,allemaal,3.0,4.845792355880612,5.907586224718044,5.598710641744622,5.333942433396193,5.9660205828953705,6.643249991339862,6.38235392131274,8
1155,gekoppeld,3.0,2.739572344450092,3.4826071252315622,6.125745990776331,4.369634003741538,5.474087997101651,6.669429206024889,6.203086218150117,9
1156,actiegroep,3.0,3.630936119064192,2.2585923138586983,4.992080528828386,4.270273095536999,5.06702991804654,6.317368325560973,5.965377641694978,10
1157,nieuw,1.0,4.476860599826231,5.074999343477336,4.476860599826231,4.476860599826231,4.995183117651712,6.317368325560973,5.867736555108334,5
1158,probleem,2.0,4.2068798223063,5.530056361387585,4.946835297066627,4.576857559686464,4.981732554900802,6.643249991339862,6.067413626778395,8
1159,natuur,2.0,4.548549101029368,4.42738433417288,5.202455621138131,4.87550236108375,4.8963112215814295,5.9986119504955635,5.615683504448895,6
1160,waterland,,,,,,5.537238388873952,6.832468738608579,6.424007944856644,9
1161,race,1.0,3.1878026387184195,4.416954805953948,3.1878026387184195,3.1878026387184195,5.238550395148003,6.346360017006757,5.969704414199058,4
1162,eindigde,3.0,4.226625678595805,3.802660358208974,6.234172950952972,5.157733780826644,5.038190820757663,6.411026607025587,6.234246180645919,8
1163,olympisch,3.0,2.54282542695918,3.118930320429692,5.468992384083093,3.6258379569861146,4.709922608524059,6.536500238160898,6.118793421467766,9
1164,paard,1.0,3.6514718521990415,4.918746028007153,3.6514718521990424,3.6514718521990424,5.5048608048041485,6.436309455120861,6.148360301461872,5
1165,als,1.0,5.550692983024587,6.798596258708725,5.550692983024587,5.550692983024587,5.05922251252969,6.408017671801708,6.126017702723593,3
1166,bij,1.0,5.209555225133086,6.388262069533971,5.209555225133086,5.209555225133086,5.871276299859255,6.214611544306905,6.076023875938134,3
1167,openbare,4.0,4.543757723163865,4.086284602533144,5.468992384083093,5.128756594761008,4.90112034477739,6.931581937103762,6.3194832065015145,8
1168,debat,2.0,3.243286146083446,3.7569028676482983,6.234172950952972,4.73872954851821,5.188194200843703,6.408182621082838,6.030901558975584,5
1169,duidelijk,3.0,4.296730987471248,5.228881063275896,6.234172950952972,5.28466777938643,5.208978517276254,6.669429206024889,6.24538010757204,9
1170,wat,1.0,5.68364940662629,7.037332177070513,5.68364940662629,5.68364940662629,5.612071453488598,5.9986119504955635,5.84699764041489,3
1171,bedoeling,3.0,4.434025696356247,4.591283197194315,5.7420971887829415,5.039446449832698,5.596108652070105,6.669429206024889,6.341051850426038,9
1172,werkt,1.0,4.219191440217979,5.428817347427382,4.219191440217979,4.219191440217979,5.25357786738877,6.832468738608579,6.444017729780084,5
1173,twaalf,1.0,3.365300748637988,4.66385327545348,3.3653007486379876,3.3653007486379876,4.531861949095809,6.436309455120861,6.063759711618376,6
1174,per,1.0,4.710760288222427,5.2111426077569,4.710760288222427,4.710760288222427,6.0263448795919485,6.832468738608579,6.594498072219086,3
1175,uur,1.0,4.218929185088087,5.53874369128912,4.218929185088087,4.218929185088087,4.8963112215814295,5.539270609114367,5.327273088875483,3
1176,eigen,2.0,4.651665603922935,5.547707252281344,5.7314662752592405,5.191565939591088,5.9824566733781275,6.931581937103762,6.593254906381413,5
1177,bestaan,2.0,4.480136349183575,4.752050364853886,5.7420971887829415,5.111116768983258,5.950399421283193,6.617355499099678,6.377236595626475,7
1178,bruid,1.0,3.0038911662369103,4.321644059605787,3.0038911662369103,3.0038911662369103,5.282939165754773,6.034435527679205,5.783728540470499,5
1179,india,3.0,4.903502370898396,3.359823700649397,5.704650611569667,5.287603266946953,5.051468959560003,6.411026607025587,6.17637656917482,5
1180,groeperingen,4.0,3.612783856719736,3.063072502964691,5.7314662752592405,4.460827354639328,5.276521544278673,6.931581937103762,6.440182963280285,12
1181,binnen,2.0,4.649753371405955,5.827072718600453,5.411840163863845,5.0307967676349,5.871276299859255,6.931581937103762,6.440053497951035,6
1182,kerk,1.0,3.65359838184329,4.896707017550013,3.65359838184329,3.65359838184329,6.337409339515568,6.832468738608579,6.606279157716558,4
1183,bestrijden,3.0,3.3988077302032647,3.931843677072548,5.7420971887829415,4.944541949387582,5.213459315886406,6.931581937103762,6.396530106607048,10
1184,bekendheid,3.0,4.186193249920351,3.2006003668810115,5.7420971887829415,4.869315139134208,3.84060787900929,6.931581937103762,6.37313870112794,10
1185,macht,1.0,3.668292710448221,4.920641478836544,3.668292710448221,3.668292710448221,5.572449876391515,6.300831694967414,5.970230963654224,5
1186,tijdrovende,4.0,4.5834255004065065,1.957562318194717,6.234172950952972,5.307461783619325,5.163006242100962,6.931581937103762,6.314947921451395,11
1187,procedure,4.0,4.132771829309619,4.069832086611988,5.252083235452522,4.659426927978222,5.208978517276254,6.206279292269118,5.7831592660907,9
1188,klassieke,3.0,3.699837725867246,3.848262715893592,5.232299665207751,4.415398103438574,5.703112463543158,6.497348111816385,6.16296700260306,9
1189,animatie,4.0,4.759796225820178,2.786866091025742,5.254656818372799,5.060108222199468,5.805024164036852,6.617355499099678,6.20357048531093,8
1190,pubers,2.0,2.773786444981193,2.89957037121703,4.127428777851599,3.4506076114163964,4.653251116013661,6.832468738608579,6.333286384440768,6
1191,straat,1.0,3.741387992479269,4.997867907711727,3.741387992479269,3.741387992479269,5.9986119504955635,6.436309455120861,6.276654781062402,6
1192,zorgen,2.0,4.313508674046074,5.620084056104832,5.7314662752592405,5.022487474652657,4.604657972047871,6.931581937103762,6.4936613340930815,6
